date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc
2026-08-19,824394,2026-08-19T22:40:00Z,800048,Parker Messick,San Francisco Giants,True,0.251,0.267,0.124,0.209,team,1.0,0.24,23.7,5.92,5.69,5.69,5.69,,[],,,,,,0,,,,,,,,,,,
2026-08-19,822860,2026-08-20T00:05:00Z,676917,Cade Cavalli,Texas Rangers,False,0.261,0.258,0.122,0.24,lineup,1.0,0.277,23.3,5.98,6.14,6.45,6.45,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 608369, ""name"": ""Corey Seager"", ""slot"": 2}, {""id"": 694671, ""name"": ""Wyatt Langford"", ""slot"": 3}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 4}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 5}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 6}, {""id"": 672284, ""name"": ""Jarred Kelenic"", ""slot"": 7}, {""id"": 553869, ""name"": ""Elias Díaz"", ""slot"": 8}, {""id"": 670032, ""name"": ""Nicky Lopez"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,824640,2026-08-19T18:20:00Z,656794,Sean Newcomb,Chicago Cubs,False,0.232,0.429,0.111,0.205,lineup,1.0,0.283,28.0,7.14,8.41,7.93,7.93,,"[{""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 1}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 2}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 3}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 4}, {""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 5}, {""id"": 699393, ""name"": ""Pedro Ramírez"", ""slot"": 6}, {""id"": 608348, ""name"": ""Carson Kelly"", ""slot"": 7}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 8}, {""id"": 621438, ""name"": ""Tyrone Taylor"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,824476,2026-08-19T22:40:00Z,669461,Matthew Liberatore,Cincinnati Reds,False,0.224,0.262,0.111,0.254,team,1.0,0.27,21.5,5.49,5.81,5.81,5.81,,[],,,,,,0,,,,,,,,,,,
2026-08-19,823342,2026-08-19T16:35:00Z,694973,Paul Skenes,Detroit Tigers,True,0.3,0.319,0.145,0.225,team,1.0,0.307,22.3,7.07,6.85,6.85,6.85,,[],,,,,,0,,,,,,,,,,,
2026-08-19,822937,2026-08-19T22:40:00Z,656876,Drew Rasmussen,Toronto Blue Jays,True,0.263,0.307,0.128,0.195,team,1.0,0.243,22.3,6.45,5.43,5.43,5.43,,[],,,,,,0,,,,,,,,,,,
2026-08-19,823748,2026-08-19T23:40:00Z,669302,Logan Gilbert,Milwaukee Brewers,False,0.266,0.27,0.153,0.208,lineup,1.0,0.248,24.0,6.16,6.18,5.97,5.97,,"[{""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 1}, {""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 2}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 3}, {""id"": 661388, ""name"": ""William Contreras"", ""slot"": 4}, {""id"": 592885, ""name"": ""Christian Yelich"", ""slot"": 5}, {""id"": 683734, ""name"": ""Andrew Vaughn"", ""slot"": 6}, {""id"": 800325, ""name"": ""Luis Lara"", ""slot"": 7}, {""id"": 687401, ""name"": ""Joey Ortiz"", ""slot"": 8}, {""id"": 806198, ""name"": ""Cooper Pratt"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,824722,2026-08-19T20:10:00Z,801139,Payton Tolle,Arizona Diamondbacks,True,0.278,0.342,0.152,0.193,team,0.96,0.25,23.4,6.98,6.09,5.85,5.85,,[],,,,,,0,,,,,,,,,,,
2026-08-19,824476,2026-08-19T22:40:00Z,695505,Chase Burns,St. Louis Cardinals,True,0.287,0.292,0.155,0.204,team,1.0,0.262,22.8,6.65,5.97,5.97,5.97,,[],,,,,,0,,,,,,,,,,,
2026-08-19,823664,2026-08-19T17:40:00Z,671737,Taj Bradley,Atlanta Braves,True,0.261,0.22,0.122,0.215,team,1.01,0.235,24.3,5.62,5.66,5.72,5.72,,[],,,,,,0,,,,,,,,,,,
2026-08-19,824801,2026-08-19T22:35:00Z,701542,Will Warren,Baltimore Orioles,False,0.226,0.214,0.098,0.243,team,1.0,0.239,21.7,5.09,5.19,5.19,5.19,,[],,,,,,0,,,,,,,,,,,
2026-08-19,823424,2026-08-19T22:05:00Z,605400,Aaron Nola,Miami Marlins,True,0.243,0.261,0.127,0.217,team,1.0,0.241,22.8,5.76,5.5,5.5,5.5,,[],,,,,,0,,,,,,,,,,,
2026-08-19,824155,2026-08-20T00:10:00Z,814490,Ethan Pecko,Los Angeles Angels,True,0.0,0.0,0.0,0.237,lineup,1.0,0.237,23.0,0.0,5.79,5.46,5.46,,"[{""id"": 685133, ""name"": ""Wade Meckler"", ""slot"": 1}, {""id"": 545361, ""name"": ""Mike Trout"", ""slot"": 2}, {""id"": 694384, ""name"": ""Nolan Schanuel"", ""slot"": 3}, {""id"": 687263, ""name"": ""Zach Neto"", ""slot"": 4}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 5}, {""id"": 687093, ""name"": ""Vaughn Grissom"", ""slot"": 6}, {""id"": 666139, ""name"": ""Josh Lowe"", ""slot"": 7}, {""id"": 694203, ""name"": ""Denzer Guzman"", ""slot"": 8}, {""id"": 672724, ""name"": ""Oswald Peraza"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,823748,2026-08-19T23:40:00Z,669160,Dustin May,Seattle Mariners,True,0.229,0.237,0.108,0.217,lineup,1.0,0.224,23.8,5.35,5.66,5.34,5.34,,"[{""id"": 680977, ""name"": ""Brendan Donovan"", ""slot"": 1}, {""id"": 668227, ""name"": ""Randy Arozarena"", ""slot"": 2}, {""id"": 686527, ""name"": ""Dominic Canzone"", ""slot"": 3}, {""id"": 677594, ""name"": ""Julio Rodríguez"", ""slot"": 4}, {""id"": 647304, ""name"": ""Josh Naylor"", ""slot"": 5}, {""id"": 702284, ""name"": ""Cole Young"", ""slot"": 6}, {""id"": 663728, ""name"": ""Cal Raleigh"", ""slot"": 7}, {""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 8}, {""id"": 801126, ""name"": ""Brock Rodden"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,824318,2026-08-20T00:40:00Z,808963,Roki Sasaki,Colorado Rockies,False,0.229,0.235,0.148,0.237,lineup,0.92,0.225,23.0,5.33,5.34,5.16,5.16,,"[{""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 1}, {""id"": 666160, ""name"": ""Mickey Moniak"", ""slot"": 2}, {""id"": 694249, ""name"": ""Cole Carrigg"", ""slot"": 3}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 4}, {""id"": 691728, ""name"": ""Zac Veen"", ""slot"": 5}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 6}, {""id"": 691182, ""name"": ""Adael Amador"", ""slot"": 7}, {""id"": 664954, ""name"": ""Brett Sullivan"", ""slot"": 8}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-08-19,823587,2026-08-19T17:10:00Z,650633,Michael King,New York Mets,False,0.212,0.231,0.116,0.227,team,1.02,0.226,23.7,5.05,5.26,5.37,5.37,,[],,,,,,0,,,,,,,,,,,
