date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-13,two_leg,1,2,Trey Gibson,694346,under,3.5,-142.0,0.717,0.569,Tarik Skubal,669373,over,5.5,109.0,0.574,0.476,,,,,,,,256,3.561831,0.411558,0.270844,0.140714,0.4659,3.0,0.234674,0.605076,,7,0,4,0,,,0,-1.0
2026-06-13,two_leg,2,2,Joey Estes,683155,over,3.5,106.0,0.611,0.462,Griffin Jax,643377,under,4.5,123.0,0.537,0.428,,,,,,,,359,4.5938,0.328107,0.197736,0.130371,0.507258,3.0,-0.015679,0.279617,,4,1,5,0,,,0,-1.0
2026-06-13,two_leg,3,2,Luis Castillo,622491,over,4.5,100.0,0.544,0.469,Joey Cantillo,676282,under,4.5,122.0,0.511,0.433,,,,,,,,344,4.44,0.277984,0.203077,0.074907,0.234249,3.0,-0.166048,0.084138,,4,0,4,1,,,0,-1.0
2026-06-13,three_leg,1,3,Trey Gibson,694346,under,3.5,-142.0,0.717,0.569,Tarik Skubal,669373,over,5.5,109.0,0.574,0.476,Luis Castillo,622491,over,4.5,100.0,0.544,0.469,612,7.123662,0.223888,0.127026,0.096862,0.594899,6.0,0.343325,0.746323,Trey Gibson,7,0,4,0,4,0,0,-1.0
