date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-04,two_leg,1,2,Lucas Giolito,608337,under,3.5,113.0,0.87,0.455,Coleman Crow,689441,under,3.5,120.0,0.772,0.435,,,,,,,,369,4.686,0.67164,0.197925,0.473715,2.147305,,5,0,2,1,,,0,-1.0
2026-06-04,three_leg,1,3,Lucas Giolito,608337,under,3.5,113.0,0.87,0.455,Coleman Crow,689441,under,3.5,120.0,0.772,0.435,Carlos Rodón,607074,over,5.5,121.0,0.588,0.442,936,10.35606,0.394924,0.087483,0.307441,3.08986,Lucas Giolito,5,0,2,1,7,1,0,-1.0
