date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-06-03,822727,2026-06-03T17:05:00Z,674841,Andrew Alvarez,Miami Marlins,True,0.268,0.278,0.128,0.243,lineup,1.0,0.293,28.0,6.26,7.39,8.22,,"[{""id"": 681715, ""name"": ""Heriberto Hernández"", ""slot"": 1}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 2}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 3}, {""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 4}, {""id"": 666624, ""name"": ""Christopher Morel"", ""slot"": 5}, {""id"": 665923, ""name"": ""Esteury Ruiz"", ""slot"": 6}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 7}, {""id"": 691594, ""name"": ""Javier Sanoja"", ""slot"": 8}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 9}]",4.5,130,betrivers,130,betmgm,4,0.912,0.453,0.459,1.098,-0.798,0.681,0.228,,,4.5,130,130,0.787,0.453,0.334,0.61,0.157,,,1,1.3,-1.0,5,18,1,-1.26,-2.39,-3.22,,1,1.3,-1.0
2026-06-03,823456,2026-06-03T22:40:00Z,650911,Cristopher Sánchez,San Diego Padres,True,0.295,0.307,0.168,0.264,lineup,1.0,0.352,27.3,6.9,8.56,9.62,,"[{""id"": 665487, ""name"": ""Fernando Tatis Jr."", ""slot"": 1}, {""id"": 609280, ""name"": ""Miguel Andujar"", ""slot"": 2}, {""id"": 592518, ""name"": ""Manny Machado"", ""slot"": 3}, {""id"": 657757, ""name"": ""Gavin Sheets"", ""slot"": 4}, {""id"": 593428, ""name"": ""Xander Bogaerts"", ""slot"": 5}, {""id"": 664034, ""name"": ""Ty France"", ""slot"": 6}, {""id"": 701538, ""name"": ""Jackson Merrill"", ""slot"": 7}, {""id"": 687749, ""name"": ""Jase Bowen"", ""slot"": 8}, {""id"": 660710, ""name"": ""Rodolfo Durán"", ""slot"": 9}]",7.5,114,draftkings,126,fanduel,5,0.744,0.45,0.294,0.592,-0.421,0.593,0.143,,,7.5,114,126,0.829,0.45,0.38,0.63,0.18,,,1,1.14,-1.0,8,26,1,1.1,-0.56,-1.62,,1,1.14,-1.0
2026-06-03,823701,2026-06-03T17:40:00Z,671737,Taj Bradley,Chicago White Sox,True,0.268,0.289,0.128,0.238,lineup,1.01,0.296,23.4,6.36,6.94,6.91,,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 2}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 5}, {""id"": 694378, ""name"": ""Jacob Gonzalez"", ""slot"": 6}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 7}, {""id"": 691011, ""name"": ""Drew Romo"", ""slot"": 8}, {""id"": 807747, ""name"": ""Rikuu Nishida"", ""slot"": 9}]",5.5,123,draftkings,128,fanduel,5,0.688,0.575,0.113,0.534,-0.288,0.572,-0.003,,,5.5,123,128,0.735,0.575,0.16,0.589,0.014,,,0,-1.0,1.28,5,25,1,-1.36,-1.94,-1.91,,0,-1.0,1.28
2026-06-03,824509,2026-06-03T23:10:00Z,663568,Stephen Kolek,Cincinnati Reds,False,0.181,0.189,0.092,0.244,lineup,1.0,0.2,25.1,4.24,5.07,5.0,,"[{""id"": 694362, ""name"": ""Blake Dunn"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 3}, {""id"": 663993, ""name"": ""Nathaniel Lowe"", ""slot"": 4}, {""id"": 553993, ""name"": ""Eugenio Suárez"", ""slot"": 5}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 6}, {""id"": 666181, ""name"": ""Will Benson"", ""slot"": 7}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 8}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 9}]",4.5,112,fanduel,-127,betrivers,5,0.56,0.465,0.095,0.188,-0.214,0.531,0.066,,,4.5,112,-127,0.393,0.465,-0.072,0.48,0.015,,,1,1.12,-1.0,8,28,1,3.76,2.93,3.0,,1,1.12,-1.0
2026-06-03,823701,2026-06-03T17:40:00Z,607200,Erick Fedde,Minnesota Twins,False,0.142,0.132,0.068,0.21,lineup,1.01,0.13,27.5,3.17,3.89,3.57,,"[{""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 3}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 4}, {""id"": 668885, ""name"": ""Austin Martin"", ""slot"": 5}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 6}, {""id"": 807712, ""name"": ""Luke Keaschall"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 606115, ""name"": ""Orlando Arcia"", ""slot"": 9}]",3.5,125,fanatics,-141,betrivers,6,0.479,0.428,0.051,0.078,-0.11,0.507,0.079,,,3.5,125,-141,0.508,0.428,0.08,0.515,0.087,,,0,-1.0,0.709,2,18,1,-1.17,-1.89,-1.57,,0,-1.0,0.709
2026-06-03,822727,2026-06-03T17:05:00Z,676974,Max Meyer,Washington Nationals,False,0.269,0.288,0.146,0.193,lineup,1.0,0.238,23.9,6.36,6.31,5.68,,"[{""id"": 695578, ""name"": ""James Wood"", ""slot"": 1}, {""id"": 686611, ""name"": ""Dylan Crews"", ""slot"": 2}, {""id"": 678554, ""name"": ""Curtis Mead"", ""slot"": 3}, {""id"": 682928, ""name"": ""CJ Abrams"", ""slot"": 4}, {""id"": 696285, ""name"": ""Jacob Young"", ""slot"": 5}, {""id"": 695734, ""name"": ""Daylen Lile"", ""slot"": 6}, {""id"": 660688, ""name"": ""Keibert Ruiz"", ""slot"": 7}, {""id"": 671277, ""name"": ""Luis García Jr."", ""slot"": 8}, {""id"": 683083, ""name"": ""Nasim Nuñez"", ""slot"": 9}]",5.5,110,betrivers,-115,fanatics,6,0.502,0.461,0.041,0.054,-0.068,0.514,0.053,,,5.5,110,-115,0.467,0.461,0.006,0.503,0.042,,,1,1.1,-1.0,7,24,1,0.64,0.69,1.32,,1,1.1,-1.0
2026-06-03,823051,2026-06-03T23:45:00Z,669467,Andre Pallante,Texas Rangers,True,0.186,0.202,0.103,0.222,lineup,1.0,0.19,22.4,4.43,4.41,4.26,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 2}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 3}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 4}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 5}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 6}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 7}, {""id"": 543309, ""name"": ""Kyle Higashioka"", ""slot"": 8}, {""id"": 670032, ""name"": ""Nicky Lopez"", ""slot"": 9}]",3.5,-140,betmgm,124,fanduel,5,0.616,0.575,0.041,0.055,-0.139,0.549,-0.026,,,3.5,-140,124,0.606,0.575,0.031,0.545,-0.029,,,1,0.714,-1.0,5,23,1,0.57,0.59,0.74,,1,0.714,-1.0
2026-06-03,824671,2026-06-04T00:05:00Z,607067,Colin Rea,Athletics,True,0.187,0.152,0.103,0.242,lineup,1.0,0.186,25.6,3.98,4.33,4.78,,"[{""id"": 666126, ""name"": ""Carlos Cortes"", ""slot"": 1}, {""id"": 701762, ""name"": ""Nick Kurtz"", ""slot"": 2}, {""id"": 669127, ""name"": ""Shea Langeliers"", ""slot"": 3}, {""id"": 691016, ""name"": ""Tyler Soderstrom"", ""slot"": 4}, {""id"": 667670, ""name"": ""Brent Rooker"", ""slot"": 5}, {""id"": 671732, ""name"": ""Lawrence Butler"", ""slot"": 6}, {""id"": 680869, ""name"": ""Zack Gelof"", ""slot"": 7}, {""id"": 643446, ""name"": ""Jeff McNeil"", ""slot"": 8}, {""id"": 675961, ""name"": ""Alika Williams"", ""slot"": 9}]",4.5,105,betrivers,-110,betmgm,5,0.52,0.48,0.04,0.065,-0.083,0.519,0.039,,,4.5,105,-110,0.498,0.48,0.019,0.513,0.033,,,0,-1.0,0.909,3,21,1,-0.98,-1.33,-1.78,,0,-1.0,0.909
2026-06-03,823540,2026-06-03T23:05:00Z,668909,Gavin Williams,New York Yankees,False,0.29,0.27,0.151,0.224,lineup,1.0,0.28,25.0,6.49,7.24,7.01,,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 2}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 3}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 6}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 7}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 8}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 9}]",6.5,-115,betmgm,107,draftkings,6,0.552,0.52,0.032,0.032,-0.073,0.529,0.009,,,6.5,-115,107,0.569,0.52,0.049,0.534,0.014,,,0,-1.0,1.07,6,21,1,-0.49,-1.24,-1.01,,0,-1.0,1.07
2026-06-03,824755,2026-06-03T22:45:00Z,801139,Payton Tolle,Baltimore Orioles,True,0.273,0.233,0.148,0.239,lineup,0.96,0.262,23.6,5.91,6.37,6.18,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 691723, ""name"": ""Coby Mayo"", ""slot"": 5}, {""id"": 694212, ""name"": ""Samuel Basallo"", ""slot"": 6}, {""id"": 641933, ""name"": ""Tyler O'Neill"", ""slot"": 7}, {""id"": 702616, ""name"": ""Jackson Holliday"", ""slot"": 8}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 9}]",6.5,120,fanduel,-140,fanatics,6,0.422,0.443,-0.021,-0.071,-0.01,0.489,0.046,,,6.5,120,-140,0.483,0.443,0.04,0.508,0.065,,,0,-1.0,0.714,5,26,1,-0.91,-1.37,-1.18,,0,-1.0,0.714
2026-06-03,823456,2026-06-03T22:40:00Z,621111,Walker Buehler,Philadelphia Phillies,False,0.201,0.187,0.085,0.217,lineup,1.0,0.188,20.8,4.49,4.03,3.91,,"[{""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 1}, {""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 4}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 5}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 6}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 7}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 8}, {""id"": 702222, ""name"": ""Justin Crawford"", ""slot"": 9}]",3.5,140,fanduel,132,draftkings,6,0.548,0.572,-0.024,0.315,0.049,0.528,-0.044,,,3.5,140,132,0.511,0.572,-0.062,0.516,-0.056,,,1,1.4,-1.0,6,24,1,1.51,1.97,2.09,,1,1.4,-1.0
2026-06-03,824509,2026-06-03T23:10:00Z,695505,Chase Burns,Kansas City Royals,True,0.297,0.312,0.166,0.222,lineup,1.0,0.299,22.6,6.97,6.6,6.75,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 686469, ""name"": ""Vinnie Pasquantino"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 5}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 6}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 7}, {""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 8}, {""id"": 664728, ""name"": ""Kyle Isbel"", ""slot"": 9}]",6.5,-130,fanatics,110,bovada,6,0.513,0.541,-0.028,-0.093,0.023,0.517,-0.024,,,6.5,-130,110,0.456,0.541,-0.085,0.5,-0.042,,,1,0.769,-1.0,9,24,1,2.03,2.4,2.25,,1,0.769,-1.0
