date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-05-19,824356,2026-05-20T00:40:00Z,671111,Sammy Peralta,Texas Rangers,True,0.0,0.0,0.0,0.227,lineup,0.92,0.209,23.0,0.0,5.36,4.8,,"[{""id"": 457705, ""name"": ""Andrew McCutchen"", ""slot"": 1}, {""id"": 679822, ""name"": ""Justin Foscue"", ""slot"": 2}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 3}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 4}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 5}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 6}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 7}, {""id"": 643376, ""name"": ""Danny Jansen"", ""slot"": 8}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 9}]",1.5,149,betonlineag,-196,betonlineag,1,0.952,0.378,0.574,1.371,-0.928,0.704,0.326,,,1.5,149,-196,0.952,0.378,0.574,0.704,0.326,,,0,-1.0,0.51,1,7,1,1.0,-4.36,-3.8,,0,-1.0,0.51
2026-05-19,824356,2026-05-20T00:40:00Z,641302,Tyler Alexander,Colorado Rockies,False,0.178,0.0,0.071,0.259,lineup,0.92,0.188,23.0,4.09,4.51,4.33,,"[{""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 1}, {""id"": 666160, ""name"": ""Mickey Moniak"", ""slot"": 2}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 3}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 4}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 5}, {""id"": 687859, ""name"": ""Troy Johnston"", ""slot"": 6}, {""id"": 686668, ""name"": ""Brenton Doyle"", ""slot"": 7}, {""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 8}, {""id"": 666397, ""name"": ""Edouard Julien"", ""slot"": 9}]",1.5,145,betonlineag,-192,betonlineag,1,0.93,0.383,0.547,1.278,-0.893,0.68,0.297,,,1.5,145,-192,0.93,0.383,0.547,0.68,0.297,,,0,-1.0,0.521,1,4,1,-3.09,-3.51,-3.33,,0,-1.0,0.521
2026-05-19,824112,2026-05-19T23:40:00Z,663559,Bailey Falter,Boston Red Sox,True,0.146,0.167,0.0,0.204,lineup,1.0,0.14,28.0,3.55,4.28,3.92,,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 655316, ""name"": ""Andruw Monasterio"", ""slot"": 5}, {""id"": 686765, ""name"": ""Nick Sogard"", ""slot"": 6}, {""id"": 665966, ""name"": ""Carlos Narváez"", ""slot"": 7}, {""id"": 643396, ""name"": ""Isiah Kiner-Falefa"", ""slot"": 8}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 9}]",1.5,-114,betonlineag,-114,betonlineag,1,0.902,0.5,0.402,0.694,-0.816,0.659,0.159,,,1.5,-114,-114,0.789,0.5,0.289,0.603,0.103,,,1,0.877,-1.0,2,12,1,-1.55,-2.28,-1.92,,1,0.877,-1.0
2026-05-19,823865,2026-05-19T20:10:00Z,527048,Martín Pérez,Miami Marlins,False,0.233,0.234,0.099,0.246,lineup,1.0,0.256,25.2,5.37,5.64,6.44,,"[{""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 1}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 2}, {""id"": 681715, ""name"": ""Heriberto Hernández"", ""slot"": 3}, {""id"": 666624, ""name"": ""Christopher Morel"", ""slot"": 4}, {""id"": 665923, ""name"": ""Esteury Ruiz"", ""slot"": 5}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 6}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 7}, {""id"": 677870, ""name"": ""Leo Jiménez"", ""slot"": 8}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 9}]",3.5,-110,bovada,105,betrivers,7,0.884,0.52,0.364,0.687,-0.762,0.647,0.127,,,3.5,-110,105,0.724,0.52,0.204,0.58,0.06,,,1,0.909,-1.0,10,23,1,4.63,4.36,3.56,,1,0.909,-1.0
2026-05-19,824677,2026-05-19T23:40:00Z,676962,Ben Brown,Milwaukee Brewers,True,0.262,0.312,0.121,0.211,lineup,1.0,0.265,28.0,6.49,7.13,7.42,,"[{""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 1}, {""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 2}, {""id"": 661388, ""name"": ""William Contreras"", ""slot"": 3}, {""id"": 592885, ""name"": ""Christian Yelich"", ""slot"": 4}, {""id"": 669003, ""name"": ""Garrett Mitchell"", ""slot"": 5}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 6}, {""id"": 650859, ""name"": ""Luis Rengifo"", ""slot"": 7}, {""id"": 686217, ""name"": ""Sal Frelick"", ""slot"": 8}, {""id"": 666152, ""name"": ""David Hamilton"", ""slot"": 9}]",4.5,-110,fanduel,200,betrivers,6,0.862,0.511,0.351,0.646,-0.586,0.635,0.124,,,4.5,-110,200,0.889,0.511,0.378,0.65,0.139,,,1,0.909,-1.0,6,25,1,-0.49,-1.13,-1.42,,1,0.909,-1.0
2026-05-19,823704,2026-05-19T23:40:00Z,669920,Jason Alexander,Minnesota Twins,False,0.2,0.25,0.0,0.239,lineup,1.01,0.236,28.0,5.06,6.28,6.62,,"[{""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 1}, {""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 2}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 3}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 4}, {""id"": 668885, ""name"": ""Austin Martin"", ""slot"": 5}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 6}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 681546, ""name"": ""James Outman"", ""slot"": 9}]",3.5,-164,betonlineag,125,betonlineag,1,0.896,0.583,0.313,0.443,-0.766,0.655,0.072,,,3.5,-164,125,0.63,0.583,0.047,0.552,-0.031,,,1,0.61,-1.0,4,23,1,-1.06,-2.28,-2.62,,1,0.61,-1.0
2026-05-19,823548,2026-05-19T23:05:00Z,656302,Dylan Cease,New York Yankees,False,0.35,0.309,0.166,0.26,lineup,1.0,0.386,23.9,7.68,8.31,9.21,,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 2}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 3}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 6}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 7}, {""id"": 682987, ""name"": ""Spencer Jones"", ""slot"": 8}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 9}]",7.5,110,bovada,-128,betonlineag,7,0.7,0.465,0.235,0.471,-0.466,0.573,0.108,,,7.5,110,-128,0.74,0.465,0.275,0.585,0.12,,,1,1.1,-1.0,9,22,1,1.32,0.69,-0.21,,1,1.1,-1.0
2026-05-19,823136,2026-05-20T01:40:00Z,641743,Anthony Kay,Seattle Mariners,False,0.153,0.152,0.086,0.318,lineup,1.03,0.222,25.2,3.5,4.07,5.59,,"[{""id"": 608701, ""name"": ""Rob Refsnyder"", ""slot"": 1}, {""id"": 677594, ""name"": ""Julio Rodríguez"", ""slot"": 2}, {""id"": 668227, ""name"": ""Randy Arozarena"", ""slot"": 3}, {""id"": 647304, ""name"": ""Josh Naylor"", ""slot"": 4}, {""id"": 621550, ""name"": ""Patrick Wisdom"", ""slot"": 5}, {""id"": 656582, ""name"": ""Connor Joe"", ""slot"": 6}, {""id"": 641598, ""name"": ""Mitch Garver"", ""slot"": 7}, {""id"": 702284, ""name"": ""Cole Young"", ""slot"": 8}, {""id"": 806068, ""name"": ""Colt Emerson"", ""slot"": 9}]",4.5,110,fanduel,-125,draftkings,7,0.657,0.455,0.202,0.379,-0.382,0.559,0.104,,,4.5,110,-125,0.657,0.455,0.202,0.559,0.104,,,1,1.1,-1.0,5,22,1,1.5,0.93,-0.59,,1,1.1,-1.0
2026-05-19,824276,2026-05-19T22:40:00Z,800048,Parker Messick,Detroit Tigers,False,0.283,0.31,0.134,0.237,lineup,1.0,0.309,22.6,6.76,6.69,6.98,,"[{""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 1}, {""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 2}, {""id"": 663330, ""name"": ""Jahmai Jones"", ""slot"": 3}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 4}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 5}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 6}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 7}, {""id"": 701678, ""name"": ""Hao-Yu  Lee"", ""slot"": 8}, {""id"": 670097, ""name"": ""Zack Short"", ""slot"": 9}]",5.5,285,betrivers,115,fanatics,7,0.697,0.557,0.14,1.682,-0.348,0.571,0.014,,,5.5,285,115,0.674,0.557,0.117,0.565,0.008,,,1,2.85,-1.0,6,21,1,-0.76,-0.69,-0.98,,1,2.85,-1.0
2026-05-19,825086,2026-05-20T01:40:00Z,694738,Landen Roupp,Arizona Diamondbacks,False,0.289,0.306,0.114,0.196,lineup,1.0,0.257,22.3,6.8,6.04,5.74,,"[{""id"": 606466, ""name"": ""Ketel Marte"", ""slot"": 1}, {""id"": 682998, ""name"": ""Corbin Carroll"", ""slot"": 2}, {""id"": 672695, ""name"": ""Geraldo Perdomo"", ""slot"": 3}, {""id"": 571448, ""name"": ""Nolan Arenado"", ""slot"": 4}, {""id"": 545121, ""name"": ""Ildemaro Vargas"", ""slot"": 5}, {""id"": 666971, ""name"": ""Lourdes Gurriel Jr."", ""slot"": 6}, {""id"": 672515, ""name"": ""Gabriel Moreno"", ""slot"": 7}, {""id"": 680728, ""name"": ""Adrian Del Castillo"", ""slot"": 8}, {""id"": 814439, ""name"": ""Ryan Waldschmidt"", ""slot"": 9}]",4.5,-134,draftkings,115,fanatics,7,0.678,0.542,0.136,0.184,-0.308,0.566,0.024,,,4.5,-134,115,0.678,0.542,0.136,0.566,0.024,,,0,-1.0,1.15,3,23,1,-3.8,-3.04,-2.74,,0,-1.0,1.15
2026-05-19,823059,2026-05-19T23:45:00Z,669461,Matthew Liberatore,Pittsburgh Pirates,True,0.193,0.257,0.097,0.27,lineup,1.0,0.263,21.2,5.03,4.84,5.56,,"[{""id"": 693304, ""name"": ""Nick Gonzales"", ""slot"": 1}, {""id"": 804606, ""name"": ""Konnor Griffin"", ""slot"": 2}, {""id"": 668804, ""name"": ""Bryan Reynolds"", ""slot"": 3}, {""id"": 542303, ""name"": ""Marcell Ozuna"", ""slot"": 4}, {""id"": 665833, ""name"": ""Oneil Cruz"", ""slot"": 5}, {""id"": 691373, ""name"": ""Jhostynxon Garcia"", ""slot"": 6}, {""id"": 664040, ""name"": ""Brandon Lowe"", ""slot"": 7}, {""id"": 669707, ""name"": ""Jared Triolo"", ""slot"": 8}, {""id"": 680779, ""name"": ""Henry Davis"", ""slot"": 9}]",4.5,170,betrivers,100,fanduel,7,0.651,0.52,0.131,0.758,-0.302,0.558,0.038,,,4.5,170,100,0.426,0.52,-0.094,0.496,-0.024,,,1,1.7,-1.0,9,23,1,3.97,4.16,3.44,,1,1.7,-1.0
