date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-04,824283,2026-05-04T22:40:00Z,801139,Payton Tolle,Detroit Tigers,False,0.357,0.357,0.168,0.217,team,1.0,0.335,21.0,8.21,7.24,7.03,4.7,[],4.5,133,betrivers,115,bovada,7,0.83,0.54,0.29,0.934,-0.635
2026-05-04,824684,2026-05-04T23:40:00Z,695534,Chase Petty,Chicago Cubs,False,0.0,0.0,0.0,0.205,team,1.0,0.205,23.0,0.0,4.72,4.72,3.64,[],3.5,150,betrivers,120,betmgm,7,0.693,0.416,0.277,0.732,-0.324
2026-05-04,823228,2026-05-05T01:45:00Z,681190,Randy Vásquez,San Francisco Giants,False,0.248,0.228,0.131,0.218,team,0.98,0.233,22.8,5.52,5.3,5.32,3.91,[],3.5,-135,bovada,115,betonlineag,6,0.777,0.548,0.23,0.353,-0.521
2026-05-04,824039,2026-05-05T01:38:00Z,667755,José Soriano,Chicago White Sox,True,0.301,0.322,0.158,0.246,team,1.0,0.338,23.4,7.11,7.91,7.91,5.4,[],6.5,100,betonlineag,-120,bovada,7,0.676,0.475,0.201,0.352,-0.406
2026-05-04,823228,2026-05-05T01:45:00Z,686790,Trevor McDonald,San Diego Padres,True,0.0,0.0,0.0,0.222,team,0.98,0.217,23.0,0.0,5.1,5.0,4.72,[],3.5,-130,betonlineag,107,draftkings,6,0.735,0.535,0.2,0.3,-0.45
2026-05-04,824120,2026-05-04T23:40:00Z,608379,Michael Wacha,Cleveland Guardians,True,0.223,0.203,0.127,0.206,team,1.0,0.207,25.0,4.95,4.93,5.19,4.84,[],4.5,120,fanduel,-140,betmgm,7,0.592,0.441,0.151,0.302,-0.301
2026-05-04,823552,2026-05-04T23:05:00Z,693645,Cam Schlittler,Baltimore Orioles,True,0.314,0.288,0.176,0.245,team,1.0,0.346,22.8,6.99,7.54,7.88,5.4,[],6.5,115,betmgm,210,betrivers,7,0.672,0.528,0.144,0.445,0.016
2026-05-04,824039,2026-05-05T01:38:00Z,663436,Davis Martin,Los Angeles Angels,False,0.229,0.22,0.111,0.256,team,1.0,0.253,24.2,5.18,6.21,6.12,5.58,[],5.5,116,draftkings,-135,betmgm,7,0.574,0.446,0.128,0.239,-0.258
2026-05-04,823143,2026-05-05T01:40:00Z,702275,JR Ritchie,Seattle Mariners,False,0.216,0.216,0.081,0.242,team,1.03,0.216,25.5,4.96,5.91,5.52,7.19,[],4.5,-126,draftkings,105,bovada,6,0.645,0.533,0.113,0.158,-0.273
2026-05-04,824120,2026-05-04T23:40:00Z,676440,Tanner Bibee,Kansas City Royals,False,0.209,0.183,0.13,0.225,team,1.0,0.218,22.3,4.57,4.42,4.86,6.96,[],4.5,116,fanduel,148,betrivers,7,0.535,0.457,0.077,0.155,0.154
2026-05-04,823874,2026-05-04T22:40:00Z,605400,Aaron Nola,Miami Marlins,False,0.25,0.237,0.121,0.221,team,1.0,0.237,23.4,5.63,5.63,5.56,6.93,[],5.5,115,betmgm,-134,betrivers,7,0.481,0.449,0.032,0.035,-0.094
2026-05-04,824684,2026-05-04T23:40:00Z,665795,Edward Cabrera,Cincinnati Reds,True,0.201,0.192,0.131,0.247,team,1.0,0.24,24.4,4.55,5.3,5.86,5.77,[],5.5,-110,fanduel,180,betrivers,7,0.531,0.508,0.023,0.014,0.312
2026-05-04,823064,2026-05-04T23:45:00Z,694477,Chad Patrick,St. Louis Cardinals,False,0.14,0.169,0.102,0.215,team,1.0,0.161,25.4,3.49,3.69,4.1,4.58,[],3.5,-137,draftkings,120,fanduel,6,0.585,0.571,0.014,0.013,-0.088
2026-05-04,823874,2026-05-04T22:40:00Z,676083,Janson Junk,Philadelphia Phillies,True,0.158,0.14,0.096,0.214,team,1.0,0.156,22.4,3.47,3.22,3.5,4.05,[],3.5,185,betrivers,100,bovada,7,0.462,0.52,-0.057,0.318,0.075
2026-05-04,823064,2026-05-04T23:45:00Z,681517,Kyle Leahy,Milwaukee Brewers,True,0.164,0.191,0.092,0.204,team,1.0,0.16,22.2,4.02,3.52,3.55,3.67,[],3.5,-130,betonlineag,105,bovada,6,0.474,0.539,-0.065,-0.161,0.078
2026-05-04,823552,2026-05-04T23:05:00Z,669358,Shane Baz,New York Yankees,False,0.193,0.194,0.107,0.231,team,1.0,0.204,25.3,4.45,5.02,5.16,6.42,[],5.5,-105,bovada,180,betrivers,7,0.413,0.484,-0.071,-0.194,0.644
2026-05-04,824363,2026-05-04T21:40:00Z,608372,Tomoyuki Sugano,New York Mets,True,0.16,0.15,0.09,0.214,team,0.92,0.143,22.1,3.6,3.3,3.16,3.84,[],3.5,105,bovada,-129,betrivers,7,0.389,0.464,-0.075,-0.202,0.084
2026-05-04,824283,2026-05-04T22:40:00Z,669373,Tarik Skubal,Boston Red Sox,True,0.271,0.303,0.155,0.219,team,1.0,0.283,23.7,6.52,6.55,6.72,6.11,[],7.5,120,betrivers,-146,draftkings,7,0.359,0.437,-0.077,-0.21,0.08
2026-05-04,822984,2026-05-04T22:40:00Z,607259,Nick Martinez,Toronto Blue Jays,True,0.163,0.171,0.083,0.178,team,1.0,0.131,24.5,3.82,3.23,3.21,4.42,[],3.5,160,betrivers,115,betmgm,7,0.399,0.551,-0.152,0.038,0.292
2026-05-04,824201,2026-05-05T00:10:00Z,808967,Yoshinobu Yamamoto,Houston Astros,False,0.218,0.206,0.142,0.195,team,1.0,0.205,24.8,4.9,4.59,5.07,4.88,[],6.5,123,draftkings,120,bovada,6,0.248,0.456,-0.207,-0.446,0.654
2026-05-04,823143,2026-05-05T01:40:00Z,669302,Logan Gilbert,Atlanta Braves,True,0.244,0.224,0.142,0.196,team,1.03,0.224,23.0,5.43,4.72,5.16,6.22,[],6.0,112,betonlineag,130,bovada,6,0.262,0.508,-0.246,-0.445,0.698
2026-05-04,824201,2026-05-05T00:10:00Z,595345,Steven Okert,Los Angeles Dodgers,True,0.164,0.0,0.114,0.205,team,1.0,0.168,23.0,3.77,3.43,3.87,3.01,[],,,,,,0,,,,,
