date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-05-27,two_leg,1,2,Gerrit Cole,543037,under,4.5,-115.0,0.956,0.516,José Soriano,667755,over,6.5,136.0,0.497,0.424,,,,,,,,341,4.412174,0.475132,0.218784,0.256348,1.096365,
2026-05-27,two_leg,2,2,Connor Prielipp,687570,over,5.5,125.0,0.449,0.425,Shohei Ohtani,660271,over,7.5,118.0,0.491,0.449,,,,,,,,390,4.905,0.220459,0.190825,0.029634,0.081351,
2026-05-27,three_leg,1,3,Gerrit Cole,543037,under,4.5,-115.0,0.956,0.516,José Soriano,667755,over,6.5,136.0,0.497,0.424,Connor Prielipp,687570,over,5.5,125.0,0.449,0.425,893,9.927391,0.213334,0.092983,0.120351,1.117853,Gerrit Cole
