date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-16,two_leg,1,2,Hunter Brown,686613,over,6.5,-124.0,0.66,0.528,Merrill Kelly,518876,under,4.5,-128.0,0.646,0.539,,,,,,,,222,3.217742,0.42636,0.284592,0.141768,0.371916,3.0,0.27908,0.662804,,7,1,4,1,,,1,2.217742
2026-06-16,two_leg,2,2,Jesús Luzardo,666200,under,6.5,-105.0,0.593,0.489,Reid Detmers,672282,over,5.5,130.0,0.557,0.417,,,,,,,,349,4.490476,0.330301,0.203913,0.126388,0.483209,3.0,-0.009097,0.288174,,9,0,3,0,,,0,-1.0
2026-06-16,three_leg,1,3,Hunter Brown,686613,over,6.5,-124.0,0.66,0.528,Merrill Kelly,518876,under,4.5,-128.0,0.646,0.539,Jesús Luzardo,666200,under,6.5,-105.0,0.593,0.489,528,6.282258,0.252831,0.139165,0.113666,0.588353,6.0,0.516989,0.972086,Hunter Brown,7,1,4,1,9,0,0,-1.0
