date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-05-02,two_leg,1,2,Michael McGreevy,700241,under,3.5,190.0,0.651,0.49,Spencer Arrighetti,681293,over,5.5,225.0,0.619,0.471,,,,,,,,842,9.425,0.402969,0.23079,0.172179,2.797983,3,1,4,0,,,0,-1.0
2026-05-02,two_leg,2,2,Carmen Mlodzinski,669387,over,4.5,180.0,0.638,0.503,Ryan Weathers,677960,over,6.5,235.0,0.536,0.437,,,,,,,,838,9.38,0.341968,0.219811,0.122157,2.20766,10,1,5,0,,,0,-1.0
2026-05-02,two_leg,3,2,Jacob Lopez,682052,under,4.5,-125.0,0.738,0.551,Ryne Nelson,669194,under,4.5,170.0,0.64,0.537,,,,,,,,386,4.86,0.47232,0.295887,0.176433,1.295475,5,0,4,1,,,0,-1.0
2026-05-02,two_leg,4,2,Shota Imanaga,684007,over,4.5,121.0,0.741,0.563,Connelly Early,813349,under,4.5,-115.0,0.694,0.52,,,,,,,,313,4.131739,0.514254,0.29276,0.221494,1.124763,5,1,3,1,,,1,3.131739
2026-05-02,three_leg,1,3,Michael McGreevy,700241,under,3.5,190.0,0.651,0.49,Spencer Arrighetti,681293,over,5.5,225.0,0.619,0.471,Ryan Weathers,677960,over,6.5,235.0,0.536,0.437,3057,31.57375,0.215991,0.100855,0.115136,5.819658,3,1,4,0,5,0,0,-1.0
2026-05-02,three_leg,2,3,Jacob Lopez,682052,under,4.5,-125.0,0.738,0.551,Carmen Mlodzinski,669387,over,4.5,180.0,0.638,0.503,Ryne Nelson,669194,under,4.5,170.0,0.64,0.537,1261,13.608,0.30134,0.148831,0.152509,3.100637,5,0,10,1,4,1,0,-1.0
