date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-06-08,two_leg,1,2,Miles Mikolas,571945,over,3.5,136.0,0.551,0.398,Patrick Corbin,571578,under,3.5,134.0,0.569,0.412,,,,,,,,452,5.5224,0.313519,0.163976,0.149543,0.731377,
