date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_v2bc,error_ml,over_hit,over_pnl,under_pnl
2026-06-14,824099,2026-06-14T18:10:00Z,663568,Stephen Kolek,Houston Astros,True,0.172,0.171,0.099,0.262,lineup,1.0,0.2,25.2,3.94,4.16,5.03,4.71,,"[{""id"": 665161, ""name"": ""Jeremy Peña"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 3}, {""id"": 694388, ""name"": ""Joey Loperfido"", ""slot"": 4}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 5}, {""id"": 676694, ""name"": ""Jake Meyers"", ""slot"": 6}, {""id"": 694728, ""name"": ""Brice Matthews"", ""slot"": 7}, {""id"": 669384, ""name"": ""Raynel Delgado"", ""slot"": 8}, {""id"": 805672, ""name"": ""Collin Price"", ""slot"": 9}]",3.5,135,betmgm,113,draftkings,5,0.739,0.542,0.197,0.736,-0.443,0.588,0.046,,,0.602,0.06,3.5,135,113,0.712,0.542,0.17,0.577,0.035,,,1,1.35,-1.0,4,26,1,0.06,-0.16,-1.03,-0.71,,1,1.35,-1.0
2026-06-14,822722,2026-06-14T17:35:00Z,676106,Emerson Hancock,Washington Nationals,False,0.24,0.179,0.122,0.189,lineup,1.0,0.181,21.9,4.96,4.47,3.96,3.65,,"[{""id"": 695578, ""name"": ""James Wood"", ""slot"": 1}, {""id"": 671277, ""name"": ""Luis García Jr."", ""slot"": 2}, {""id"": 686611, ""name"": ""Dylan Crews"", ""slot"": 3}, {""id"": 682928, ""name"": ""CJ Abrams"", ""slot"": 4}, {""id"": 660688, ""name"": ""Keibert Ruiz"", ""slot"": 5}, {""id"": 695734, ""name"": ""Daylen Lile"", ""slot"": 6}, {""id"": 683083, ""name"": ""Nasim Nuñez"", ""slot"": 7}, {""id"": 678391, ""name"": ""Jorbit Vivas"", ""slot"": 8}, {""id"": 696285, ""name"": ""Jacob Young"", ""slot"": 9}]",2.5,-154,draftkings,120,draftkings,1,0.756,0.572,0.184,0.247,-0.464,0.596,0.024,,,0.608,0.036,4.0,130,130,0.445,0.502,-0.057,0.482,-0.02,,,0,-1.0,1.3,2,21,1,-2.96,-2.47,-1.96,-1.65,,0,-1.0,1.2
2026-06-14,824424,2026-06-14T17:40:00Z,663554,Casey Mize,Cleveland Guardians,False,0.265,0.264,0.136,0.207,team,1.0,0.243,19.6,6.08,4.77,4.77,4.46,,[],3.5,-135,bovada,124,draftkings,4,0.701,0.543,0.158,0.22,-0.33,0.572,0.029,,,0.584,0.041,,,,,,,,,,,,,,,,0,,,,,,,,
2026-06-14,823368,2026-06-14T16:15:00Z,676974,Max Meyer,Pittsburgh Pirates,False,0.269,0.273,0.143,0.21,lineup,1.0,0.253,24.4,6.23,6.96,6.16,5.85,,"[{""id"": 687462, ""name"": ""Spencer Horwitz"", ""slot"": 1}, {""id"": 664040, ""name"": ""Brandon Lowe"", ""slot"": 2}, {""id"": 668804, ""name"": ""Bryan Reynolds"", ""slot"": 3}, {""id"": 656811, ""name"": ""Ryan O'Hearn"", ""slot"": 4}, {""id"": 693304, ""name"": ""Nick Gonzales"", ""slot"": 5}, {""id"": 682997, ""name"": ""Tyler Callihan"", ""slot"": 6}, {""id"": 663968, ""name"": ""Jake Mangum"", ""slot"": 7}, {""id"": 669707, ""name"": ""Jared Triolo"", ""slot"": 8}, {""id"": 680779, ""name"": ""Henry Davis"", ""slot"": 9}]",5.5,-105,betmgm,-102,draftkings,6,0.58,0.495,0.085,0.133,-0.169,0.528,0.033,,,0.534,0.039,5.5,-105,-102,0.519,0.495,0.024,0.507,0.012,,,1,0.952,-1.0,9,28,1,2.77,2.04,2.84,3.15,,1,0.952,-1.0
2026-06-14,824099,2026-06-14T18:10:00Z,681293,Spencer Arrighetti,Kansas City Royals,False,0.223,0.214,0.109,0.222,lineup,1.0,0.216,24.0,5.04,4.99,5.19,4.88,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 3}, {""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 4}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 5}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 6}, {""id"": 670224, ""name"": ""Kameron Misner"", ""slot"": 7}, {""id"": 657041, ""name"": ""Lane Thomas"", ""slot"": 8}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 9}]",4.5,-135,bovada,110,betmgm,6,0.593,0.545,0.048,0.031,-0.144,0.532,-0.013,,,0.537,-0.008,4.5,-135,110,0.532,0.545,-0.013,0.512,-0.033,,,1,0.741,-1.0,7,26,1,1.96,2.01,1.81,2.12,,1,0.741,-1.0
2026-06-14,823368,2026-06-14T16:15:00Z,694973,Paul Skenes,Miami Marlins,True,0.304,0.305,0.136,0.235,lineup,1.0,0.317,22.5,7.0,6.66,7.13,6.82,,"[{""id"": 689414, ""name"": ""Liam Hicks"", ""slot"": 1}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 2}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 3}, {""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 4}, {""id"": 681715, ""name"": ""Heriberto Hernández"", ""slot"": 5}, {""id"": 683357, ""name"": ""Owen Caissie"", ""slot"": 6}, {""id"": 805300, ""name"": ""Jakob Marsee"", ""slot"": 7}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 8}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 9}]",6.5,-128,fanduel,113,draftkings,5,0.569,0.547,0.022,0.014,-0.083,0.524,-0.023,,,0.531,-0.016,6.5,-128,113,0.503,0.547,-0.044,0.502,-0.045,,,1,0.781,-1.0,10,23,1,3.0,3.34,2.87,3.18,,1,0.781,-1.0
2026-06-14,824823,2026-06-14T17:35:00Z,621111,Walker Buehler,Baltimore Orioles,False,0.202,0.196,0.084,0.222,lineup,1.0,0.197,20.9,4.59,4.35,4.11,3.8,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 694212, ""name"": ""Samuel Basallo"", ""slot"": 5}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 6}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 7}, {""id"": 669236, ""name"": ""Jeremiah Jackson"", ""slot"": 8}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 9}]",3.5,-150,bovada,129,draftkings,6,0.587,0.574,0.013,-0.021,-0.055,0.531,-0.043,,,0.532,-0.042,3.5,-150,129,0.594,0.574,0.02,0.533,-0.041,,,1,0.667,-1.0,5,21,1,0.41,0.65,0.89,1.2,,1,0.667,-1.0
2026-06-14,823615,2026-06-14T17:40:00Z,693821,Bryce Elder,New York Mets,False,0.199,0.145,0.108,0.231,lineup,1.02,0.186,24.0,4.09,4.2,4.47,4.16,,"[{""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 3}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 4}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 5}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 6}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 7}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 8}, {""id"": 620443, ""name"": ""Luis Torrens"", ""slot"": 9}]",4.5,112,draftkings,-130,betrivers,5,0.463,0.455,0.008,-0.019,-0.05,0.488,0.033,,,0.482,0.027,4.5,112,-130,0.514,0.455,0.059,0.505,0.05,,,0,-1.0,0.769,2,24,1,-2.09,-2.2,-2.47,-2.16,,0,-1.0,0.769
2026-06-14,824424,2026-06-14T17:40:00Z,668909,Gavin Williams,Detroit Tigers,True,0.287,0.275,0.148,0.228,team,1.0,0.285,24.4,6.49,6.96,6.96,6.65,,[],6.5,-130,fanduel,122,draftkings,6,0.544,0.543,0.001,-0.038,0.012,0.516,-0.027,,,0.52,-0.023,,,,,,,,,,,,,,,,0,,,,,,,,
2026-06-14,824751,2026-06-14T23:20:00Z,543135,Nathan Eovaldi,Boston Red Sox,False,0.229,0.206,0.158,0.203,lineup,0.96,0.19,26.4,5.05,5.66,5.03,4.72,,"[{""id"": 807799, ""name"": ""Masataka Yoshida"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 5}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 6}, {""id"": 643396, ""name"": ""Isiah Kiner-Falefa"", ""slot"": 7}, {""id"": 691785, ""name"": ""Marcelo Mayer"", ""slot"": 8}, {""id"": 665966, ""name"": ""Carlos Narváez"", ""slot"": 9}]",4.5,-150,betrivers,125,draftkings,5,0.565,0.575,-0.01,-0.059,-0.02,0.523,-0.052,,,0.525,-0.05,4.5,-150,125,0.583,0.575,0.008,0.529,-0.046,,,1,0.667,-1.0,6,26,1,0.95,0.34,0.97,1.28,,1,0.667,-1.0
