date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-05-01,two_leg,1,2,Jacob Misiorowski,694819,over,6.5,-132.0,0.714,0.538,MacKenzie Gore,669022,over,5.5,270.0,0.597,0.534,,,,,,,,550,6.50303,0.426258,0.287292,0.138966,1.771969,8,1,3,0,,,0,-1.0
2026-05-01,two_leg,2,2,Brady Singer,663903,under,4.5,-124.0,0.681,0.52,Jack Flaherty,656427,under,5.5,128.0,0.634,0.569,,,,,,,,312,4.11871,0.431754,0.29588,0.135874,0.778269,1,1,4,1,,,1,3.11871
2026-05-01,two_leg,3,2,Zack Wheeler,554430,under,6.5,-131.0,0.65,0.539,Shane McClanahan,663556,under,5.5,-135.0,0.652,0.557,,,,,,,,207,3.06955,0.4238,0.300223,0.123577,0.300875,8,0,5,1,,,0,-1.0
2026-05-01,three_leg,1,3,Jacob Misiorowski,694819,over,6.5,-132.0,0.714,0.538,Brady Singer,663903,under,4.5,-124.0,0.681,0.52,MacKenzie Gore,669022,over,5.5,270.0,0.597,0.534,1075,11.74741,0.290282,0.149392,0.14089,2.410058,8,1,1,1,3,0,0,-1.0
2026-05-01,three_leg,2,3,Zack Wheeler,554430,under,6.5,-131.0,0.65,0.539,Shane McClanahan,663556,under,5.5,-135.0,0.652,0.557,Jack Flaherty,656427,under,5.5,128.0,0.634,0.569,600,6.998575,0.268689,0.170827,0.097862,0.880442,8,0,5,1,4,1,0,-1.0
