date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg
2026-06-23,two_leg,1,2,Sean Burke,680732,over,5.5,120.0,0.762,0.563,Sean Sullivan,807743,under,3.5,-144.0,0.73,0.581,,,,,,,,273,3.727778,0.55626,0.327103,0.229157,1.073614,3.0,0.66878,1.169414,
2026-06-23,two_leg,2,2,Ryan Johnson,696270,under,4.5,-140.0,0.713,0.554,Nick Lodolo,666157,under,4.5,138.0,0.611,0.419,,,,,,,,308,4.08,0.435643,0.232126,0.203517,0.777423,3.0,0.306929,0.699008,
2026-06-23,two_leg,3,2,Shane Baz,669358,over,5.5,-110.0,0.628,0.506,Sonny Gray,543243,under,4.5,120.0,0.531,0.431,,,,,,,,320,4.2,0.333468,0.218086,0.115382,0.400566,3.0,0.000404,0.300525,
2026-06-23,three_leg,1,3,Sean Burke,680732,over,5.5,120.0,0.762,0.563,Sean Sullivan,807743,under,3.5,-144.0,0.73,0.581,Ryan Johnson,696270,under,4.5,-140.0,0.713,0.554,539,6.390476,0.396613,0.181215,0.215398,1.534548,6.0,1.37968,2.093584,Sean Burke
2026-06-23,three_leg,2,3,Shane Baz,669358,over,5.5,-110.0,0.628,0.506,Nick Lodolo,666157,under,4.5,138.0,0.611,0.419,Sonny Gray,543243,under,4.5,120.0,0.531,0.431,900,9.996,0.203749,0.091378,0.112371,1.036674,6.0,0.222494,0.589242,
