date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-06-01,824510,2026-06-01T23:10:00Z,679883,Luinder Avila,Cincinnati Reds,False,0.211,0.222,0.099,0.233,lineup,1.0,0.223,28.0,4.95,6.52,6.24,,"[{""id"": 694362, ""name"": ""Blake Dunn"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 3}, {""id"": 553993, ""name"": ""Eugenio Suárez"", ""slot"": 4}, {""id"": 663993, ""name"": ""Nathaniel Lowe"", ""slot"": 5}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 6}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 7}, {""id"": 695490, ""name"": ""Edwin Arroyo"", ""slot"": 8}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 9}]",3.5,115,betmgm,-125,fanatics,6,0.869,0.475,0.394,0.868,-0.764,0.641,0.167,,,3.5,115,-125,0.869,0.475,0.394,0.641,0.167,,,1,1.15,-1.0,5,21,1,0.05,-1.52,-1.24,,1,1.15,-1.0
2026-06-01,822974,2026-06-01T22:40:00Z,680744,Ty Madden,Tampa Bay Rays,False,0.279,0.0,0.12,0.205,lineup,1.0,0.254,23.0,6.42,5.33,5.84,,"[{""id"": 650490, ""name"": ""Yandy Díaz"", ""slot"": 1}, {""id"": 666018, ""name"": ""Jonathan Aranda"", ""slot"": 2}, {""id"": 680700, ""name"": ""Richie Palacios"", ""slot"": 3}, {""id"": 691406, ""name"": ""Junior Caminero"", ""slot"": 4}, {""id"": 802415, ""name"": ""Chandler Simpson"", ""slot"": 5}, {""id"": 683748, ""name"": ""Victor Mesa Jr."", ""slot"": 6}, {""id"": 656775, ""name"": ""Cedric Mullins"", ""slot"": 7}, {""id"": 676439, ""name"": ""Hunter Feduccia"", ""slot"": 8}, {""id"": 670764, ""name"": ""Taylor Walls"", ""slot"": 9}]",3.5,-135,betmgm,111,draftkings,5,0.834,0.553,0.281,0.452,-0.65,0.622,0.069,,,3.5,-135,111,0.834,0.553,0.281,0.622,0.069,,,1,0.741,-1.0,4,15,1,-2.42,-1.33,-1.84,,1,0.741,-1.0
2026-06-01,823781,2026-06-01T23:40:00Z,675660,Shane Drohan,San Francisco Giants,True,0.248,0.133,0.133,0.175,lineup,1.0,0.157,28.0,4.65,5.22,4.4,,"[{""id"": 669477, ""name"": ""Casey Schmitt"", ""slot"": 1}, {""id"": 646240, ""name"": ""Rafael Devers"", ""slot"": 2}, {""id"": 650333, ""name"": ""Luis Arraez"", ""slot"": 3}, {""id"": 642715, ""name"": ""Willy Adames"", ""slot"": 4}, {""id"": 808982, ""name"": ""Jung Hoo Lee"", ""slot"": 5}, {""id"": 656305, ""name"": ""Matt Chapman"", ""slot"": 6}, {""id"": 805811, ""name"": ""Bryce Eldridge"", ""slot"": 7}, {""id"": 606992, ""name"": ""Eric Haase"", ""slot"": 8}, {""id"": 813841, ""name"": ""Jonah Cox"", ""slot"": 9}]",3.5,130,betmgm,148,fanduel,5,0.64,0.434,0.206,0.473,-0.108,0.548,0.114,,,3.5,130,148,0.64,0.434,0.206,0.548,0.114,,,1,1.3,-1.0,5,17,1,0.35,-0.22,0.6,,1,1.3,-1.0
2026-06-01,823131,2026-06-02T01:40:00Z,676106,Emerson Hancock,New York Mets,True,0.251,0.261,0.125,0.23,lineup,1.03,0.269,23.2,5.86,5.65,6.24,,"[{""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 3}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 4}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 5}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 6}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 7}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 8}, {""id"": 620443, ""name"": ""Luis Torrens"", ""slot"": 9}]",4.5,125,betmgm,123,betrivers,6,0.745,0.563,0.182,0.677,-0.432,0.584,0.021,,,4.5,125,123,0.745,0.563,0.182,0.584,0.021,,,1,1.25,-1.0,7,20,1,1.14,1.35,0.76,,1,1.25,-1.0
2026-06-01,822730,2026-06-01T22:45:00Z,676917,Cade Cavalli,Miami Marlins,True,0.254,0.24,0.116,0.23,lineup,1.0,0.254,23.4,5.71,5.64,5.94,,"[{""id"": 689414, ""name"": ""Liam Hicks"", ""slot"": 1}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 2}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 3}, {""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 4}, {""id"": 677870, ""name"": ""Leo Jiménez"", ""slot"": 5}, {""id"": 683357, ""name"": ""Owen Caissie"", ""slot"": 6}, {""id"": 805300, ""name"": ""Jakob Marsee"", ""slot"": 7}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 8}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 9}]",5.5,110,betrivers,-131,draftkings,5,0.545,0.458,0.087,0.145,-0.198,0.519,0.061,,,5.5,110,-131,0.545,0.458,0.087,0.519,0.061,,,1,1.1,-1.0,6,23,1,0.29,0.36,0.06,,1,1.1,-1.0
2026-06-01,823050,2026-06-01T23:45:00Z,700241,Michael McGreevy,Texas Rangers,True,0.18,0.196,0.092,0.216,lineup,1.0,0.179,22.0,4.29,4.18,3.94,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 2}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 3}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 4}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 5}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 6}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 7}, {""id"": 643376, ""name"": ""Danny Jansen"", ""slot"": 8}, {""id"": 670032, ""name"": ""Nicky Lopez"", ""slot"": 9}]",3.5,-105,betmgm,-110,fanduel,5,0.554,0.5,0.054,0.083,-0.149,0.522,0.022,,,3.5,-105,-110,0.554,0.5,0.054,0.522,0.022,,,0,-1.0,0.909,1,23,1,-3.29,-3.18,-2.94,,0,-1.0,0.909
2026-06-01,823050,2026-06-01T23:45:00Z,594798,Jacob deGrom,St. Louis Cardinals,False,0.294,0.261,0.181,0.219,lineup,1.0,0.273,22.2,6.46,5.8,6.06,,"[{""id"": 802139, ""name"": ""JJ Wetherholt"", ""slot"": 1}, {""id"": 671056, ""name"": ""Iván Herrera"", ""slot"": 2}, {""id"": 676475, ""name"": ""Alec Burleson"", ""slot"": 3}, {""id"": 691023, ""name"": ""Jordan Walker"", ""slot"": 4}, {""id"": 663494, ""name"": ""Bryan Torres"", ""slot"": 5}, {""id"": 691026, ""name"": ""Masyn Winn"", ""slot"": 6}, {""id"": 669357, ""name"": ""Nolan Gorman"", ""slot"": 7}, {""id"": 699625, ""name"": ""Jimmy Crooks"", ""slot"": 8}, {""id"": 687363, ""name"": ""Victor Scott II"", ""slot"": 9}]",6.5,120,fanatics,-144,fanduel,6,0.404,0.435,-0.031,-0.112,0.01,0.477,0.042,,,6.5,120,-144,0.404,0.435,-0.031,0.477,0.042,,,1,1.2,-1.0,8,21,1,1.54,2.2,1.94,,1,1.2,-1.0
2026-06-01,822730,2026-06-01T22:45:00Z,645261,Sandy Alcantara,Washington Nationals,False,0.161,0.162,0.111,0.204,lineup,1.0,0.146,26.5,3.71,4.05,3.88,,"[{""id"": 695578, ""name"": ""James Wood"", ""slot"": 1}, {""id"": 671277, ""name"": ""Luis García Jr."", ""slot"": 2}, {""id"": 678554, ""name"": ""Curtis Mead"", ""slot"": 3}, {""id"": 682928, ""name"": ""CJ Abrams"", ""slot"": 4}, {""id"": 695734, ""name"": ""Daylen Lile"", ""slot"": 5}, {""id"": 696285, ""name"": ""Jacob Young"", ""slot"": 6}, {""id"": 677588, ""name"": ""José Tena"", ""slot"": 7}, {""id"": 660688, ""name"": ""Keibert Ruiz"", ""slot"": 8}, {""id"": 683083, ""name"": ""Nasim Nuñez"", ""slot"": 9}]",3.5,125,betmgm,129,draftkings,6,0.543,0.577,-0.034,0.221,0.047,0.518,-0.059,,,3.5,125,129,0.543,0.577,-0.034,0.518,-0.059,,,1,1.25,-1.0,5,26,1,1.29,0.95,1.12,,1,1.25,-1.0
2026-06-01,825078,2026-06-02T01:40:00Z,686218,Emmet Sheehan,Arizona Diamondbacks,False,0.272,0.29,0.161,0.193,lineup,1.0,0.24,21.6,6.42,5.47,5.17,,"[{""id"": 606466, ""name"": ""Ketel Marte"", ""slot"": 1}, {""id"": 682998, ""name"": ""Corbin Carroll"", ""slot"": 2}, {""id"": 672695, ""name"": ""Geraldo Perdomo"", ""slot"": 3}, {""id"": 571448, ""name"": ""Nolan Arenado"", ""slot"": 4}, {""id"": 656976, ""name"": ""Pavin Smith"", ""slot"": 5}, {""id"": 672515, ""name"": ""Gabriel Moreno"", ""slot"": 6}, {""id"": 545121, ""name"": ""Ildemaro Vargas"", ""slot"": 7}, {""id"": 678489, ""name"": ""Jorge Barrosa"", ""slot"": 8}, {""id"": 694371, ""name"": ""Tommy Troy"", ""slot"": 9}]",5.5,235,betrivers,-125,betmgm,5,0.414,0.469,-0.055,0.388,0.054,0.48,0.011,,,5.5,235,-125,0.414,0.469,-0.055,0.48,0.011,,,0,-1.0,0.8,3,22,1,-3.42,-2.47,-2.17,,0,-1.0,0.8
2026-06-01,824027,2026-06-02T01:38:00Z,607536,Kyle Freeland,Los Angeles Angels,False,0.193,0.191,0.117,0.241,lineup,1.0,0.206,22.7,4.42,4.86,4.67,,"[{""id"": 687263, ""name"": ""Zach Neto"", ""slot"": 1}, {""id"": 545361, ""name"": ""Mike Trout"", ""slot"": 2}, {""id"": 687093, ""name"": ""Vaughn Grissom"", ""slot"": 3}, {""id"": 624585, ""name"": ""Jorge Soler"", ""slot"": 4}, {""id"": 666176, ""name"": ""Jo Adell"", ""slot"": 5}, {""id"": 672724, ""name"": ""Oswald Peraza"", ""slot"": 6}, {""id"": 642350, ""name"": ""Jose Siri"", ""slot"": 7}, {""id"": 681351, ""name"": ""Logan O'Hoppe"", ""slot"": 8}, {""id"": 663611, ""name"": ""Nick Madrigal"", ""slot"": 9}]",4.5,-134,draftkings,125,bovada,6,0.501,0.572,-0.071,-0.126,0.124,0.506,-0.066,,,4.5,-134,125,0.501,0.572,-0.071,0.506,-0.066,,,0,-1.0,1.25,4,28,1,-0.42,-0.86,-0.67,,0,-1.0,1.25
