date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-05-19,two_leg,1,2,Will Warren,701542,over,5.5,400.0,0.614,0.425,Ranger Suarez,624133,over,4.5,235.0,0.556,0.446,,,,,,,,1575,16.75,0.341384,0.18955,0.151834,4.718182,
2026-05-19,two_leg,2,2,Ben Brown,676962,over,4.5,-110.0,0.876,0.511,Dylan Cease,656302,over,7.5,110.0,0.74,0.465,,,,,,,,301,4.009091,0.64824,0.237615,0.410625,1.598853,
2026-05-19,two_leg,3,2,Jacob Misiorowski,694819,over,7.5,105.0,0.618,0.469,Kumar Rocker,677958,under,3.5,126.0,0.519,0.423,,,,,,,,363,4.633,0.320742,0.198387,0.122355,0.485998,
2026-05-19,three_leg,1,3,Ben Brown,676962,over,4.5,-110.0,0.876,0.511,Will Warren,701542,over,5.5,400.0,0.614,0.425,Ranger Suarez,624133,over,4.5,235.0,0.556,0.446,3098,31.977273,0.299052,0.09686,0.202192,8.56288,Will Warren
2026-05-19,three_leg,2,3,Dylan Cease,656302,over,7.5,110.0,0.74,0.465,Jacob Misiorowski,694819,over,7.5,105.0,0.618,0.469,Kumar Rocker,677958,under,3.5,126.0,0.519,0.423,873,9.7293,0.237349,0.09225,0.145099,1.30924,
