date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-02,two_leg,1,2,Noah Cameron,702070,over,5.5,120.0,0.621,0.428,Tomoyuki Sugano,608372,under,3.5,-105.0,0.768,0.5,,,,,,,,330,4.295238,0.476928,0.214,0.262928,1.048519,,8,1,5,0,,,0,-1.0
2026-06-02,two_leg,2,2,Grayson Rodriguez,680570,under,5.5,130.0,0.636,0.425,Joey Cantillo,676282,under,4.5,-110.0,0.71,0.491,,,,,,,,339,4.390909,0.45156,0.208675,0.242885,0.982759,,3,1,4,1,,,1,3.390909
2026-06-02,two_leg,3,2,Miles Mikolas,571945,over,3.5,128.0,0.592,0.425,Eric Lauer,641778,over,3.5,127.0,0.424,0.417,,,,,,,,418,5.1756,0.251008,0.177225,0.073783,0.299117,,,,1,0,,,0,-1.0
2026-06-02,three_leg,1,3,Noah Cameron,702070,over,5.5,120.0,0.621,0.428,Tomoyuki Sugano,608372,under,3.5,-105.0,0.768,0.5,Joey Cantillo,676282,under,4.5,-110.0,0.71,0.491,720,8.2,0.338619,0.105074,0.233545,1.776675,Noah Cameron,8,1,5,0,4,1,0,-1.0
2026-06-02,three_leg,2,3,Miles Mikolas,571945,over,3.5,128.0,0.592,0.425,Grayson Rodriguez,680570,under,5.5,130.0,0.636,0.425,Eric Lauer,641778,over,3.5,127.0,0.424,0.417,1090,11.90388,0.159641,0.075321,0.08432,0.900348,,,,3,1,1,0,0,-1.0
