date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml
2026-05-24,824921,2026-05-24T20:10:00Z,527048,Martín Pérez,Washington Nationals,True,0.233,0.234,0.106,0.217,team,1.0,0.225,25.2,5.37,5.67,5.67,,[],4.5,140,betmgm,129,draftkings,4,0.669,0.427,0.242,0.606,-0.242,0.562,0.135,,
2026-05-24,824921,2026-05-24T20:10:00Z,656492,Foster Griffin,Atlanta Braves,False,0.228,0.254,0.112,0.209,team,1.0,0.221,24.3,5.48,5.38,5.38,,[],4.5,107,draftkings,-130,bovada,5,0.623,0.455,0.168,0.291,-0.334,0.55,0.095,,
2026-05-24,822813,2026-05-24T16:15:00Z,656302,Dylan Cease,Pittsburgh Pirates,True,0.351,0.312,0.166,0.254,lineup,1.01,0.382,24.6,7.73,8.62,9.4,,"[{""id"": 687462, ""name"": ""Spencer Horwitz"", ""slot"": 1}, {""id"": 664040, ""name"": ""Brandon Lowe"", ""slot"": 2}, {""id"": 668804, ""name"": ""Bryan Reynolds"", ""slot"": 3}, {""id"": 693304, ""name"": ""Nick Gonzales"", ""slot"": 4}, {""id"": 665833, ""name"": ""Oneil Cruz"", ""slot"": 5}, {""id"": 682848, ""name"": ""Endy Rodríguez"", ""slot"": 6}, {""id"": 699013, ""name"": ""Esmerlyn Valdez"", ""slot"": 7}, {""id"": 663968, ""name"": ""Jake Mangum"", ""slot"": 8}, {""id"": 669707, ""name"": ""Jared Triolo"", ""slot"": 9}]",8.0,215,betrivers,124,fanduel,6,0.595,0.493,0.102,0.875,-0.094,0.543,0.05,,
2026-05-24,824108,2026-05-24T18:10:00Z,693433,Bryan Woo,Kansas City Royals,False,0.236,0.264,0.133,0.225,lineup,1.0,0.247,22.8,5.68,5.45,5.63,,"[{""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 686469, ""name"": ""Vinnie Pasquantino"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 5}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 6}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 7}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 8}, {""id"": 664728, ""name"": ""Kyle Isbel"", ""slot"": 9}]",5.5,128,betrivers,125,betmgm,5,0.493,0.417,0.076,0.123,0.142,0.517,0.1,,
2026-05-24,823459,2026-05-24T17:35:00Z,800048,Parker Messick,Philadelphia Phillies,False,0.283,0.31,0.134,0.217,lineup,1.0,0.284,22.6,6.76,6.56,6.42,,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 4}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 5}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 6}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 7}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 8}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 9}]",5.5,-140,betmgm,120,fanatics,6,0.619,0.569,0.05,0.061,-0.162,0.549,-0.02,,
2026-05-24,823786,2026-05-24T18:10:00Z,687075,Brandon Sproat,Los Angeles Dodgers,True,0.234,0.248,0.111,0.195,lineup,1.0,0.208,23.1,5.51,5.04,4.79,,"[{""id"": 660271, ""name"": ""Shohei Ohtani"", ""slot"": 1}, {""id"": 605141, ""name"": ""Mookie Betts"", ""slot"": 2}, {""id"": 518692, ""name"": ""Freddie Freeman"", ""slot"": 3}, {""id"": 663656, ""name"": ""Kyle Tucker"", ""slot"": 4}, {""id"": 681624, ""name"": ""Andy Pages"", ""slot"": 5}, {""id"": 606192, ""name"": ""Teoscar Hernández"", ""slot"": 6}, {""id"": 687221, ""name"": ""Dalton Rushing"", ""slot"": 7}, {""id"": 808975, ""name"": ""Hyeseong Kim"", ""slot"": 8}, {""id"": 500743, ""name"": ""Miguel Rojas"", ""slot"": 9}]",4.5,105,fanatics,165,betrivers,6,0.523,0.482,0.041,0.071,0.265,0.524,0.042,,
2026-05-24,823861,2026-05-24T17:40:00Z,681035,Christian Scott,Miami Marlins,False,0.278,0.278,0.108,0.228,lineup,1.0,0.281,18.0,6.39,4.88,5.06,,"[{""id"": 689414, ""name"": ""Liam Hicks"", ""slot"": 1}, {""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 2}, {""id"": 683357, ""name"": ""Owen Caissie"", ""slot"": 3}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 4}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 5}, {""id"": 805300, ""name"": ""Jakob Marsee"", ""slot"": 6}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 7}, {""id"": 666624, ""name"": ""Christopher Morel"", ""slot"": 8}, {""id"": 691594, ""name"": ""Javier Sanoja"", ""slot"": 9}]",4.5,-125,betmgm,200,betrivers,6,0.57,0.531,0.04,0.027,0.289,0.536,0.006,,
2026-05-24,823297,2026-05-24T20:10:00Z,650633,Michael King,Athletics,True,0.258,0.282,0.129,0.222,team,1.02,0.269,23.1,6.15,6.1,6.22,,[],5.5,124,draftkings,125,betrivers,6,0.589,0.567,0.023,0.32,-0.076,0.541,-0.025,,
2026-05-24,824108,2026-05-24T18:10:00Z,607625,Seth Lugo,Seattle Mariners,True,0.207,0.177,0.086,0.238,lineup,1.0,0.207,25.2,4.49,5.18,5.2,,"[{""id"": 641487, ""name"": ""J.P. Crawford"", ""slot"": 1}, {""id"": 677594, ""name"": ""Julio Rodríguez"", ""slot"": 2}, {""id"": 647304, ""name"": ""Josh Naylor"", ""slot"": 3}, {""id"": 668227, ""name"": ""Randy Arozarena"", ""slot"": 4}, {""id"": 670042, ""name"": ""Luke Raley"", ""slot"": 5}, {""id"": 702284, ""name"": ""Cole Young"", ""slot"": 6}, {""id"": 686527, ""name"": ""Dominic Canzone"", ""slot"": 7}, {""id"": 641598, ""name"": ""Mitch Garver"", ""slot"": 8}, {""id"": 806068, ""name"": ""Colt Emerson"", ""slot"": 9}]",4.5,-148,betrivers,130,fanduel,6,0.594,0.571,0.023,-0.004,-0.067,0.542,-0.029,,
2026-05-24,825081,2026-05-24T20:10:00Z,669194,Ryne Nelson,Colorado Rockies,True,0.206,0.205,0.125,0.244,team,1.0,0.223,23.5,4.73,5.25,5.25,,[],4.5,-160,fanduel,265,betrivers,5,0.602,0.586,0.016,-0.022,0.454,0.544,-0.042,,
2026-05-24,823544,2026-05-24T17:35:00Z,677960,Ryan Weathers,Tampa Bay Rays,True,0.299,0.289,0.125,0.191,lineup,1.0,0.25,22.7,6.79,5.56,5.69,,"[{""id"": 650490, ""name"": ""Yandy Díaz"", ""slot"": 1}, {""id"": 666018, ""name"": ""Jonathan Aranda"", ""slot"": 2}, {""id"": 691406, ""name"": ""Junior Caminero"", ""slot"": 3}, {""id"": 668723, ""name"": ""Ryan Vilade"", ""slot"": 4}, {""id"": 802415, ""name"": ""Chandler Simpson"", ""slot"": 5}, {""id"": 663743, ""name"": ""Nick Fortes"", ""slot"": 6}, {""id"": 670764, ""name"": ""Taylor Walls"", ""slot"": 7}, {""id"": 656775, ""name"": ""Cedric Mullins"", ""slot"": 8}, {""id"": 700246, ""name"": ""Carson Williams"", ""slot"": 9}]",5.5,180,betrivers,-105,fanatics,6,0.503,0.505,-0.002,0.409,-0.03,0.519,0.014,,
2026-05-24,823544,2026-05-24T17:35:00Z,656876,Drew Rasmussen,New York Yankees,False,0.232,0.208,0.108,0.233,lineup,1.0,0.231,22.5,5.12,5.29,5.2,,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 2}, {""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 3}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 4}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 5}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 6}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 7}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 8}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 9}]",5.5,116,fanduel,-144,draftkings,5,0.418,0.437,-0.019,-0.097,-0.014,0.498,0.061,,
2026-05-24,824676,2026-05-24T18:20:00Z,663567,Peter Lambert,Chicago Cubs,False,0.243,0.225,0.138,0.18,lineup,1.0,0.188,24.0,5.42,5.35,4.52,,"[{""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 1}, {""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 2}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 3}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 4}, {""id"": 624424, ""name"": ""Michael Conforto"", ""slot"": 5}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 6}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 7}, {""id"": 608348, ""name"": ""Carson Kelly"", ""slot"": 8}, {""id"": 699393, ""name"": ""Pedro Ramírez"", ""slot"": 9}]",4.5,180,betrivers,105,bovada,6,0.472,0.51,-0.038,0.323,0.082,0.512,0.002,,
2026-05-24,825081,2026-05-24T20:10:00Z,500779,Jose Quintana,Arizona Diamondbacks,False,0.117,0.147,0.096,0.204,team,1.0,0.117,21.5,2.96,2.52,2.52,,[],2.5,-107,draftkings,230,betrivers,5,0.462,0.506,-0.044,-0.106,0.775,0.509,0.003,,
2026-05-24,824676,2026-05-24T18:20:00Z,684007,Shota Imanaga,Houston Astros,True,0.26,0.228,0.156,0.213,team,1.0,0.234,24.3,5.68,5.67,5.67,,[],5.5,130,betrivers,126,fanduel,5,0.5,0.571,-0.071,0.151,0.129,0.519,-0.052,,
2026-05-24,824839,2026-05-24T16:35:00Z,664285,Framber Valdez,Baltimore Orioles,False,0.183,0.21,0.1,0.236,lineup,1.0,0.203,24.3,4.46,5.17,4.94,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 641933, ""name"": ""Tyler O'Neill"", ""slot"": 5}, {""id"": 691723, ""name"": ""Coby Mayo"", ""slot"": 6}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 7}, {""id"": 669236, ""name"": ""Jeremiah Jackson"", ""slot"": 8}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 9}]",5.5,117,draftkings,150,betrivers,5,0.373,0.445,-0.072,-0.19,0.566,0.486,0.041,,
2026-05-24,824028,2026-05-24T23:20:00Z,672282,Reid Detmers,Texas Rangers,True,0.254,0.25,0.135,0.228,team,1.0,0.256,24.0,5.81,6.15,6.15,,[],6.5,-110,fanatics,-101,draftkings,6,0.417,0.502,-0.085,-0.203,0.16,0.498,-0.004,,
2026-05-24,823220,2026-05-24T20:05:00Z,702273,Noah Schultz,San Francisco Giants,False,0.216,0.2,0.096,0.213,team,0.98,0.194,21.5,4.82,4.26,4.18,,[],4.5,100,betmgm,163,betrivers,5,0.406,0.494,-0.088,-0.188,0.562,0.495,0.001,,
2026-05-24,823786,2026-05-24T18:10:00Z,808967,Yoshinobu Yamamoto,Milwaukee Brewers,False,0.253,0.278,0.148,0.203,team,1.0,0.237,24.8,6.05,5.89,5.89,,[],6.5,101,draftkings,-125,betmgm,5,0.376,0.472,-0.096,-0.243,0.122,0.487,0.015,,
2026-05-24,823459,2026-05-24T17:35:00Z,691725,Andrew Painter,Cleveland Guardians,True,0.191,0.149,0.105,0.189,lineup,1.0,0.146,23.7,4.0,3.66,3.47,,"[{""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 1}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 2}, {""id"": 800050, ""name"": ""Chase DeLauter"", ""slot"": 3}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 4}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 5}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 6}, {""id"": 680757, ""name"": ""Steven Kwan"", ""slot"": 7}, {""id"": 595978, ""name"": ""Austin Hedges"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",3.5,130,betmgm,250,betrivers,5,0.456,0.563,-0.107,0.049,0.904,0.508,-0.055,,
2026-05-24,822813,2026-05-24T16:15:00Z,656605,Mitch Keller,Toronto Blue Jays,False,0.177,0.188,0.1,0.189,lineup,1.01,0.154,23.3,4.17,3.59,3.58,,"[{""id"": 543807, ""name"": ""George Springer"", ""slot"": 1}, {""id"": 662139, ""name"": ""Daulton Varsho"", ""slot"": 2}, {""id"": 665489, ""name"": ""Vladimir Guerrero Jr."", ""slot"": 3}, {""id"": 682818, ""name"": ""Yohendrick Piñango"", ""slot"": 4}, {""id"": 660821, ""name"": ""Jesús Sánchez"", ""slot"": 5}, {""id"": 672960, ""name"": ""Kazuma Okamoto"", ""slot"": 6}, {""id"": 676391, ""name"": ""Ernie Clement"", ""slot"": 7}, {""id"": 665926, ""name"": ""Andrés Giménez"", ""slot"": 8}, {""id"": 678218, ""name"": ""Brandon Valenzuela"", ""slot"": 9}]",4.5,133,betrivers,131,draftkings,5,0.29,0.408,-0.118,-0.325,0.641,0.463,0.055,,
2026-05-24,824028,2026-05-24T23:20:00Z,669022,MacKenzie Gore,Los Angeles Angels,False,0.259,0.192,0.117,0.252,team,1.0,0.26,21.0,5.35,5.48,5.48,,[],6.5,125,bovada,116,draftkings,5,0.311,0.433,-0.122,-0.3,0.488,0.469,0.036,,
2026-05-24,824839,2026-05-24T16:35:00Z,687064,Brandon Young,Detroit Tigers,True,0.164,0.172,0.112,0.212,lineup,1.0,0.158,22.7,3.85,3.92,3.58,,"[{""id"": 656716, ""name"": ""Zach McKinstry"", ""slot"": 1}, {""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 2}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 3}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 4}, {""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 5}, {""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 6}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 7}, {""id"": 668670, ""name"": ""Jake Rogers"", ""slot"": 8}, {""id"": 670097, ""name"": ""Zack Short"", ""slot"": 9}]",4.5,116,fanduel,-135,betmgm,6,0.291,0.439,-0.148,-0.372,0.235,0.463,0.024,,
2026-05-24,823220,2026-05-24T20:05:00Z,592662,Robbie Ray,Chicago White Sox,True,0.218,0.165,0.125,0.246,team,0.98,0.211,22.9,4.53,4.95,4.85,,[],5.5,130,betmgm,126,fanduel,6,0.357,0.569,-0.212,-0.178,0.453,0.482,-0.087,,
2026-05-24,824759,2026-05-24T17:35:00Z,641927,Bailey Ober,Boston Red Sox,False,0.172,0.132,0.095,0.203,lineup,0.96,0.135,23.6,3.6,3.67,3.2,,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 807799, ""name"": ""Masataka Yoshida"", ""slot"": 5}, {""id"": 686765, ""name"": ""Nick Sogard"", ""slot"": 6}, {""id"": 665966, ""name"": ""Carlos Narváez"", ""slot"": 7}, {""id"": 691785, ""name"": ""Marcelo Mayer"", ""slot"": 8}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 9}]",4.5,115,bovada,160,betrivers,5,0.219,0.442,-0.223,-0.529,1.031,0.439,-0.003,,
