date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-06,824036,2026-05-06T20:07:00Z,700712,Walbert Ureña,Chicago White Sox,True,0.218,0.233,0.112,0.223,lineup,1.0,0.221,23.8,5.15,5.77,5.24,4.22,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 808959, ""name"": ""Munetaka Murakami"", ""slot"": 2}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 5}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 6}, {""id"": 672284, ""name"": ""Jarred Kelenic"", ""slot"": 7}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 8}, {""id"": 691011, ""name"": ""Drew Romo"", ""slot"": 9}]",4.5,122,draftkings,310,betrivers,7,0.601,0.428,0.173,0.333,0.638
2026-05-06,822740,2026-05-06T22:45:00Z,571945,Miles Mikolas,Minnesota Twins,True,0.151,0.167,0.081,0.23,lineup,1.0,0.161,25.7,3.61,3.97,4.14,7.14,"[{""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 3}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 4}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 5}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 6}, {""id"": 807712, ""name"": ""Luke Keaschall"", ""slot"": 7}, {""id"": 670242, ""name"": ""Matt Wallner"", ""slot"": 8}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 9}]",3.5,125,betrivers,-143,draftkings,7,0.593,0.425,0.168,0.335,-0.309
2026-05-06,823063,2026-05-06T17:15:00Z,687075,Brandon Sproat,St. Louis Cardinals,False,0.229,0.232,0.099,0.222,lineup,1.0,0.215,23.6,5.3,5.24,5.08,4.32,"[{""id"": 802139, ""name"": ""JJ Wetherholt"", ""slot"": 1}, {""id"": 671056, ""name"": ""Iván Herrera"", ""slot"": 2}, {""id"": 676475, ""name"": ""Alec Burleson"", ""slot"": 3}, {""id"": 691023, ""name"": ""Jordan Walker"", ""slot"": 4}, {""id"": 669357, ""name"": ""Nolan Gorman"", ""slot"": 5}, {""id"": 691026, ""name"": ""Masyn Winn"", ""slot"": 6}, {""id"": 701675, ""name"": ""Nathan Church"", ""slot"": 7}, {""id"": 686780, ""name"": ""Pedro Pagés"", ""slot"": 8}, {""id"": 687363, ""name"": ""Victor Scott II"", ""slot"": 9}]",4.5,130,betmgm,135,betrivers,7,0.573,0.421,0.152,0.319,0.002
2026-05-06,823141,2026-05-06T20:10:00Z,527048,Martín Pérez,Seattle Mariners,False,0.179,0.157,0.088,0.236,lineup,1.03,0.185,24.7,3.92,4.6,4.56,7.61,"[{""id"": 641487, ""name"": ""J.P. Crawford"", ""slot"": 1}, {""id"": 663728, ""name"": ""Cal Raleigh"", ""slot"": 2}, {""id"": 677594, ""name"": ""Julio Rodríguez"", ""slot"": 3}, {""id"": 647304, ""name"": ""Josh Naylor"", ""slot"": 4}, {""id"": 668227, ""name"": ""Randy Arozarena"", ""slot"": 5}, {""id"": 702284, ""name"": ""Cole Young"", ""slot"": 6}, {""id"": 656582, ""name"": ""Connor Joe"", ""slot"": 7}, {""id"": 640902, ""name"": ""Jhonny Pereda"", ""slot"": 8}, {""id"": 660844, ""name"": ""Leo Rivas"", ""slot"": 9}]",3.5,-115,draftkings,220,betrivers,7,0.668,0.521,0.147,0.25,0.061
2026-05-06,822740,2026-05-06T22:45:00Z,641927,Bailey Ober,Washington Nationals,False,0.179,0.208,0.096,0.233,lineup,1.0,0.196,23.0,4.38,4.4,4.52,3.75,"[{""id"": 695578, ""name"": ""James Wood"", ""slot"": 1}, {""id"": 695734, ""name"": ""Daylen Lile"", ""slot"": 2}, {""id"": 678554, ""name"": ""Curtis Mead"", ""slot"": 3}, {""id"": 682928, ""name"": ""CJ Abrams"", ""slot"": 4}, {""id"": 691781, ""name"": ""Brady House"", ""slot"": 5}, {""id"": 677588, ""name"": ""José Tena"", ""slot"": 6}, {""id"": 696285, ""name"": ""Jacob Young"", ""slot"": 7}, {""id"": 686452, ""name"": ""Drew Millas"", ""slot"": 8}, {""id"": 683083, ""name"": ""Nasim Nuñez"", ""slot"": 9}]",3.5,-135,betmgm,116,fanduel,7,0.661,0.552,0.109,0.151,-0.268
2026-05-06,823141,2026-05-06T20:10:00Z,693433,Bryan Woo,Atlanta Braves,True,0.203,0.176,0.118,0.267,lineup,1.03,0.252,23.5,4.43,4.07,5.94,4.09,"[{""id"": 686948, ""name"": ""Drake Baldwin"", ""slot"": 1}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 671739, ""name"": ""Michael Harris II"", ""slot"": 4}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 5}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 6}, {""id"": 573262, ""name"": ""Mike Yastrzemski"", ""slot"": 7}, {""id"": 669221, ""name"": ""Sean Murphy"", ""slot"": 8}, {""id"": 805347, ""name"": ""Jim Jarvis"", ""slot"": 9}]",5.5,215,betrivers,120,betmgm,7,0.545,0.441,0.104,0.717,0.001
2026-05-06,824683,2026-05-06T23:40:00Z,607067,Colin Rea,Cincinnati Reds,True,0.205,0.176,0.113,0.232,lineup,1.0,0.209,26.3,4.46,5.61,5.5,6.37,"[{""id"": 670770, ""name"": ""TJ Friedl"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 682829, ""name"": ""Elly De La Cruz"", ""slot"": 3}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 4}, {""id"": 663993, ""name"": ""Nathaniel Lowe"", ""slot"": 5}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 6}, {""id"": 666181, ""name"": ""Will Benson"", ""slot"": 7}, {""id"": 624431, ""name"": ""Jose Trevino"", ""slot"": 8}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 9}]",4.5,-130,betrivers,125,betmgm,7,0.643,0.548,0.095,0.138,-0.197
2026-05-06,823872,2026-05-06T22:40:00Z,687064,Brandon Young,Miami Marlins,False,0.156,0.156,0.096,0.241,lineup,1.0,0.178,22.5,3.58,3.44,4.01,3.32,"[{""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 1}, {""id"": 689414, ""name"": ""Liam Hicks"", ""slot"": 2}, {""id"": 681393, ""name"": ""Connor Norby"", ""slot"": 3}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 4}, {""id"": 805300, ""name"": ""Jakob Marsee"", ""slot"": 5}, {""id"": 666624, ""name"": ""Christopher Morel"", ""slot"": 6}, {""id"": 683357, ""name"": ""Owen Caissie"", ""slot"": 7}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 8}, {""id"": 691594, ""name"": ""Javier Sanoja"", ""slot"": 9}]",3.5,-120,bovada,230,betrivers,7,0.569,0.519,0.05,0.044,0.421
2026-05-06,823550,2026-05-06T23:05:00Z,701542,Will Warren,Texas Rangers,True,0.308,0.358,0.104,0.24,lineup,1.0,0.303,21.6,7.54,7.56,6.55,3.17,"[{""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 1}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 2}, {""id"": 608369, ""name"": ""Corey Seager"", ""slot"": 3}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 4}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 5}, {""id"": 543309, ""name"": ""Kyle Higashioka"", ""slot"": 6}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 7}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 8}, {""id"": 457705, ""name"": ""Andrew McCutchen"", ""slot"": 9}]",6.5,119,draftkings,135,betrivers,7,0.482,0.442,0.04,0.055,0.218
2026-05-06,823550,2026-05-06T23:05:00Z,543135,Nathan Eovaldi,New York Yankees,False,0.24,0.223,0.161,0.213,lineup,1.0,0.248,22.7,5.37,5.36,5.63,2.88,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 2}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 3}, {""id"": 691176, ""name"": ""Jasson Domínguez"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 6}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 7}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 8}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 9}]",5.5,210,betrivers,-114,fanduel,7,0.493,0.46,0.033,0.527,-0.047
