date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg
2026-07-10,two_leg,1,2,Sean Burke,680732,over,5.5,-145.0,0.723,0.563,Tanner Gordon,685299,over,3.5,125.0,0.717,0.577,,,,,,,,280,3.801724,0.518391,0.324851,0.19354,0.97078,3.0,0.555173,1.021725,
2026-07-10,two_leg,2,2,Shane Bieber,669456,under,4.5,-132.0,0.686,0.54,Luinder Avila,679883,over,4.5,120.0,0.614,0.435,,,,,,,,287,3.866667,0.421204,0.2349,0.186304,0.628655,3.0,0.263612,0.642696,
2026-07-10,three_leg,1,3,Sean Burke,680732,over,5.5,-145.0,0.723,0.563,Tanner Gordon,685299,over,3.5,125.0,0.717,0.577,Shane Bieber,669456,under,4.5,-132.0,0.686,0.54,568,6.681818,0.355616,0.17542,0.180197,1.376163,6.0,1.133697,1.773807,Sean Burke
