date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_v2bc,error_ml,over_hit,over_pnl,under_pnl
2026-06-18,823772,2026-06-18T18:10:00Z,675660,Shane Drohan,Cleveland Guardians,True,0.237,0.21,0.146,0.313,lineup,1.0,0.314,28.0,5.21,5.93,8.81,8.48,,"[{""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 1}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 2}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 3}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 4}, {""id"": 700932, ""name"": ""Kyle Manzardo"", ""slot"": 5}, {""id"": 672356, ""name"": ""Gabriel Arias"", ""slot"": 6}, {""id"": 656413, ""name"": ""Stuart Fairchild"", ""slot"": 7}, {""id"": 696135, ""name"": ""Kahlil Watson"", ""slot"": 8}, {""id"": 595978, ""name"": ""Austin Hedges"", ""slot"": 9}]",5.5,114,fanduel,-135,betmgm,5,0.872,0.446,0.426,0.866,-0.777,0.686,0.24,,,0.848,0.402,5.5,114,-135,0.854,0.446,0.408,0.673,0.227,,,0,-1.0,0.741,3,21,1,-2.21,-2.93,-5.81,-5.48,,0,-1.0,0.741
2026-06-18,823448,2026-06-18T22:40:00Z,640455,Sean Manaea,Philadelphia Phillies,False,0.236,0.244,0.108,0.231,lineup,1.0,0.246,28.0,5.51,6.93,6.89,6.57,,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 4}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 5}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 6}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 7}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 8}, {""id"": 656537, ""name"": ""Derek Hill"", ""slot"": 9}]",5.5,120,fanatics,135,betmgm,6,0.685,0.428,0.257,0.507,-0.26,0.581,0.153,,,0.689,0.261,5.5,120,135,0.728,0.428,0.3,0.601,0.173,,,0,-1.0,1.35,5,23,1,-0.51,-1.93,-1.89,-1.57,,0,-1.0,1.35
2026-06-18,823533,2026-06-18T23:05:00Z,677960,Ryan Weathers,Chicago White Sox,True,0.272,0.228,0.117,0.261,lineup,1.0,0.295,23.9,5.85,6.48,7.04,6.72,,"[{""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 1}, {""id"": 545341, ""name"": ""Randal Grichuk"", ""slot"": 2}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 700337, ""name"": ""Edgar Quero"", ""slot"": 5}, {""id"": 695731, ""name"": ""Braden Montgomery"", ""slot"": 6}, {""id"": 682668, ""name"": ""Luisangel Acuña"", ""slot"": 7}, {""id"": 678577, ""name"": ""Junior Perez"", ""slot"": 8}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 9}]",6.5,110,draftkings,-105,fanatics,2,0.556,0.481,0.075,0.168,-0.134,0.528,0.047,,,0.588,0.107,5.5,-105,-105,0.545,0.5,0.045,0.523,0.023,,,1,0.952,-1.0,8,22,1,2.15,1.52,0.96,1.28,,1,1.1,-1.0
2026-06-18,824098,2026-06-18T23:40:00Z,669461,Matthew Liberatore,Kansas City Royals,False,0.209,0.255,0.107,0.218,lineup,1.0,0.22,20.3,5.24,4.32,4.48,4.16,,"[{""id"": 657041, ""name"": ""Lane Thomas"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 3}, {""id"": 516782, ""name"": ""Starling Marte"", ""slot"": 4}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 5}, {""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 6}, {""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 7}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 8}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 9}]",4.5,135,betmgm,128,draftkings,5,0.464,0.399,0.065,0.09,0.222,0.491,0.092,,,0.503,0.104,4.5,135,128,0.591,0.399,0.192,0.542,0.143,,,0,-1.0,1.28,2,13,1,-3.24,-2.32,-2.48,-2.16,,0,-1.0,1.28
2026-06-18,823125,2026-06-18T20:10:00Z,669358,Shane Baz,Seattle Mariners,False,0.198,0.211,0.1,0.236,lineup,1.03,0.22,26.0,4.68,5.31,5.71,5.39,,"[{""id"": 641487, ""name"": ""J.P. Crawford"", ""slot"": 1}, {""id"": 663728, ""name"": ""Cal Raleigh"", ""slot"": 2}, {""id"": 647304, ""name"": ""Josh Naylor"", ""slot"": 3}, {""id"": 686527, ""name"": ""Dominic Canzone"", ""slot"": 4}, {""id"": 702284, ""name"": ""Cole Young"", ""slot"": 5}, {""id"": 806068, ""name"": ""Colt Emerson"", ""slot"": 6}, {""id"": 641598, ""name"": ""Mitch Garver"", ""slot"": 7}, {""id"": 645302, ""name"": ""Victor Robles"", ""slot"": 8}, {""id"": 670156, ""name"": ""Miles Mastrobuoni"", ""slot"": 9}]",5.5,115,betmgm,120,draftkings,5,0.507,0.469,0.038,0.09,0.085,0.508,0.039,,,0.544,0.075,5.5,115,120,0.42,0.469,-0.049,0.474,0.005,,,1,1.15,-1.0,9,28,1,4.32,3.69,3.29,3.61,,1,1.15,-1.0
2026-06-18,823772,2026-06-18T18:10:00Z,800048,Parker Messick,Milwaukee Brewers,False,0.264,0.227,0.132,0.22,lineup,1.0,0.244,23.3,5.73,5.36,5.69,5.37,,"[{""id"": 592885, ""name"": ""Christian Yelich"", ""slot"": 1}, {""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 2}, {""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 3}, {""id"": 683734, ""name"": ""Andrew Vaughn"", ""slot"": 4}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 5}, {""id"": 596142, ""name"": ""Gary Sánchez"", ""slot"": 6}, {""id"": 663368, ""name"": ""Blake Perkins"", ""slot"": 7}, {""id"": 806198, ""name"": ""Cooper Pratt"", ""slot"": 8}, {""id"": 687401, ""name"": ""Joey Ortiz"", ""slot"": 9}]",5.5,110,fanatics,-123,draftkings,6,0.503,0.472,0.031,0.057,-0.099,0.507,0.035,,,0.541,0.069,5.5,110,-123,0.44,0.472,-0.032,0.482,0.01,,,1,1.1,-1.0,9,25,1,3.27,3.64,3.31,3.63,,1,1.1,-1.0
2026-06-18,823125,2026-06-18T20:10:00Z,693433,Bryan Woo,Baltimore Orioles,True,0.249,0.273,0.131,0.235,lineup,1.03,0.278,23.8,5.94,6.51,6.62,6.3,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 694212, ""name"": ""Samuel Basallo"", ""slot"": 5}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 6}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 7}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 8}, {""id"": 702616, ""name"": ""Jackson Holliday"", ""slot"": 9}]",6.5,110,fanduel,-125,betmgm,6,0.493,0.463,0.03,0.035,-0.087,0.503,0.04,,,0.536,0.073,6.5,110,-125,0.455,0.463,-0.008,0.487,0.024,,,1,1.1,-1.0,9,25,1,3.06,2.49,2.38,2.7,,1,1.1,-1.0
2026-06-18,823448,2026-06-18T22:40:00Z,605400,Aaron Nola,New York Mets,True,0.231,0.239,0.114,0.233,lineup,1.0,0.242,22.0,5.39,5.06,5.34,5.02,,"[{""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 3}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 4}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 5}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 6}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 7}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 8}, {""id"": 682626, ""name"": ""Francisco Alvarez"", ""slot"": 9}]",5.5,125,betmgm,-140,draftkings,5,0.444,0.425,0.019,-0.001,-0.047,0.483,0.058,,,0.491,0.066,5.5,125,-140,0.375,0.425,-0.05,0.455,0.03,,,1,1.25,-1.0,6,24,1,0.61,0.94,0.66,0.98,,1,1.25,-1.0
2026-06-18,824911,2026-06-18T23:15:00Z,527048,Martín Pérez,San Francisco Giants,True,0.208,0.219,0.098,0.204,team,1.0,0.192,23.1,4.89,4.44,4.44,4.12,,[],4.5,116,fanduel,-131,draftkings,5,0.457,0.44,0.017,-0.013,-0.042,0.488,0.048,,,0.497,0.057,,,,,,,,,,,,,,,,0,,,,,,,,
2026-06-18,824911,2026-06-18T23:15:00Z,694738,Landen Roupp,Atlanta Braves,False,0.262,0.214,0.111,0.208,team,1.0,0.225,22.4,5.59,5.03,5.03,4.71,,[],5.5,126,fanduel,125,betmgm,6,0.39,0.429,-0.039,-0.119,0.373,0.461,0.032,,,0.444,0.015,,,,,,,,,,,,,,,,0,,,,,,,,
