date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev
2026-05-08,two_leg,1,2,Max Fried,608331,under,5.5,215.0,0.641,0.459,Kyle Bradish,680694,under,5.5,175.0,0.624,0.506,,,,,,,,766,8.6625,0.399984,0.232254,0.16773,2.464861
2026-05-08,two_leg,2,2,Nick Lodolo,666157,under,5.5,155.0,0.667,0.528,Nolan McLean,690997,over,5.5,160.0,0.611,0.51,,,,,,,,563,6.63,0.407537,0.26928,0.138257,1.70197
2026-05-08,two_leg,3,2,Carmen Mlodzinski,669387,over,4.5,107.0,0.633,0.468,Sean Burke,680732,over,4.5,-130.0,0.687,0.551,,,,,,,,266,3.662308,0.434871,0.257868,0.177003,0.592631
2026-05-08,two_leg,4,2,Dylan Cease,656302,over,7.5,-134.0,0.677,0.542,Michael McGreevy,700241,under,3.5,-116.0,0.608,0.512,,,,,,,,225,3.251673,0.411616,0.277504,0.134112,0.33844
2026-05-08,three_leg,1,3,Max Fried,608331,under,5.5,215.0,0.641,0.459,Nick Lodolo,666157,under,5.5,155.0,0.667,0.528,Kyle Bradish,680694,under,5.5,175.0,0.624,0.506,2109,22.089375,0.266789,0.12263,0.144159,4.89321
2026-05-08,three_leg,2,3,Carmen Mlodzinski,669387,over,4.5,107.0,0.633,0.468,Sean Burke,680732,over,4.5,-130.0,0.687,0.551,Nolan McLean,690997,over,5.5,160.0,0.611,0.51,852,9.522,0.265706,0.131513,0.134194,1.530054
