date,game_pk,hitter_id,hitter,slot,team,opp_pitcher_id,opp_pitcher,season_k_pct,recent_k_pct,opp_pitcher_k_pct,park_factor,matchup_k_pct,expected_pa,proj_ks,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,actual_ks,actual_pa,error,over_hit,over_pnl,under_pnl
2026-04-30,825016,686555,Isaac Collins,8,Kansas City Royals,605488,Jeffrey Springs,0.301,0.268,0.223,1.0,0.286,3.95,1.13,,,,,,0,,,,,,0,4,-1.13,,,
2026-04-30,825016,701762,Nick Kurtz,3,Athletics,702070,Noah Cameron,0.324,0.264,0.191,1.0,0.254,4.45,1.13,,,,,,0,,,,,,1,4,-0.13,,,
2026-04-30,823391,668804,Bryan Reynolds,3,Pittsburgh Pirates,690928,Hunter Dobbins,0.268,0.273,0.211,1.0,0.252,4.45,1.12,,,,,,0,,,,,,1,5,-0.12,,,
2026-04-30,823795,668930,Brice Turang,2,Milwaukee Brewers,647336,Michael Soroka,0.217,0.232,0.248,1.0,0.246,4.55,1.12,,,,,,0,,,,,,0,5,-1.12,,,
2026-04-30,824850,687637,Dylan Beavers,3,Baltimore Orioles,621121,Lance McCullers Jr.,0.233,0.241,0.237,1.0,0.249,4.45,1.11,,,,,,0,,,,,,1,4,-0.11,,,
2026-04-30,823714,665019,Kody Clemens,6,Minnesota Twins,592332,Kevin Gausman,0.287,0.25,0.217,1.01,0.265,4.15,1.1,,,,,,0,,,,,,1,2,-0.1,,,
2026-04-30,824929,682985,Riley Greene,4,Detroit Tigers,693821,Bryce Elder,0.263,0.311,0.199,1.0,0.25,4.35,1.09,,,,,,0,,,,,,3,5,1.91,,,
2026-04-30,823391,802139,JJ Wetherholt,1,St. Louis Cardinals,694973,Paul Skenes,0.175,0.171,0.303,1.0,0.233,4.65,1.09,,,,,,0,,,,,,0,5,-1.09,,,
2026-04-30,824929,679529,Spencer Torkelson,5,Detroit Tigers,693821,Bryce Elder,0.283,0.293,0.199,1.0,0.254,4.25,1.08,,,,,,0,,,,,,1,5,-0.08,,,
2026-04-30,824850,624413,Pete Alonso,4,Baltimore Orioles,621121,Lance McCullers Jr.,0.246,0.219,0.237,1.0,0.248,4.35,1.08,,,,,,0,,,,,,0,4,-1.08,,,
2026-04-30,823795,543510,James McCann,9,Arizona Diamondbacks,605540,Brandon Woodruff,0.327,0.304,0.198,1.0,0.28,3.85,1.08,,,,,,0,,,,,,1,3,-0.08,,,
2026-04-30,823391,664040,Brandon Lowe,2,Pittsburgh Pirates,690928,Hunter Dobbins,0.24,0.269,0.211,1.0,0.235,4.55,1.07,,,,,,0,,,,,,0,5,-1.07,,,
2026-04-30,823472,656941,Kyle Schwarber,2,Philadelphia Phillies,657277,Logan Webb,0.29,0.239,0.197,1.0,0.236,4.55,1.07,,,,,,0,,,,,,0,4,-1.07,,,
2026-04-30,825016,695600,Carter Jensen,7,Kansas City Royals,605488,Jeffrey Springs,0.291,0.23,0.223,1.0,0.265,4.05,1.07,,,,,,0,,,,,,3,4,1.93,,,
2026-04-30,823634,677595,Ronny Mauricio,9,New York Mets,571945,Miles Mikolas,0.385,0.385,0.157,1.02,0.274,3.85,1.06,,,,,,0,,,,,,1,4,-0.06,,,
2026-04-30,823472,666464,Jerar Encarnacion,8,San Francisco Giants,650911,Cristopher Sánchez,0.226,0.226,0.264,1.0,0.265,3.95,1.05,,,,,,0,,,,,,1,3,-0.05,,,
2026-04-30,824929,701678,Hao-Yu  Lee,8,Detroit Tigers,693821,Bryce Elder,0.296,0.296,0.199,1.0,0.262,3.95,1.04,,,,,,0,,,,,,0,5,-1.04,,,
2026-04-30,824850,694212,Samuel Basallo,5,Baltimore Orioles,621121,Lance McCullers Jr.,0.261,0.19,0.237,1.0,0.245,4.25,1.04,,,,,,0,,,,,,4,5,2.96,,,
2026-04-30,823471,656305,Matt Chapman,2,San Francisco Giants,641835,Tim Mayza,0.212,0.231,0.233,1.0,0.227,4.55,1.03,,,,,,0,,,,,,1,5,-0.03,,,
2026-04-30,824850,641933,Tyler O'Neill,6,Baltimore Orioles,621121,Lance McCullers Jr.,0.234,0.234,0.237,1.0,0.246,4.15,1.02,,,,,,0,,,,,,0,4,-1.02,,,
2026-04-30,824850,694728,Brice Matthews,1,Houston Astros,687064,Brandon Young,0.391,0.333,0.132,1.0,0.216,4.65,1.01,,,,,,0,,,,,,2,4,0.99,,,
2026-04-30,824929,668670,Jake Rogers,9,Detroit Tigers,693821,Bryce Elder,0.294,0.294,0.199,1.0,0.26,3.85,1.0,,,,,,0,,,,,,1,3,0.0,,,
2026-04-30,823714,668904,Royce Lewis,9,Minnesota Twins,592332,Kevin Gausman,0.27,0.263,0.217,1.01,0.26,3.85,1.0,,,,,,0,,,,,,0,1,-1.0,,,
2026-04-30,823391,671056,Iván Herrera,2,St. Louis Cardinals,694973,Paul Skenes,0.154,0.174,0.303,1.0,0.218,4.55,0.99,,,,,,0,,,,,,2,5,1.01,,,
2026-04-30,823795,672012,Tyler Black,5,Milwaukee Brewers,647336,Michael Soroka,0.211,0.211,0.248,1.0,0.232,4.25,0.99,,,,,,0,,,,,,0,5,-0.99,,,
2026-04-30,823634,695734,Daylen Lile,3,Washington Nationals,642547,Freddy Peralta,0.179,0.227,0.245,1.02,0.22,4.45,0.98,,,,,,0,,,,,,0,4,-0.98,,,
2026-04-30,824524,686668,Brenton Doyle,2,Colorado Rockies,671096,Andrew Abbott,0.344,0.3,0.146,1.0,0.211,4.55,0.96,,,,,,0,,,,,,0,3,-0.96,,,
2026-04-30,823472,666969,Adolis García,4,Philadelphia Phillies,657277,Logan Webb,0.258,0.237,0.197,1.0,0.219,4.35,0.95,,,,,,0,,,,,,0,4,-0.95,,,
2026-04-30,823795,641343,Jake Bauers,4,Milwaukee Brewers,647336,Michael Soroka,0.202,0.19,0.248,1.0,0.218,4.35,0.95,,,,,,0,,,,,,0,5,-0.95,,,
2026-04-30,823391,676475,Alec Burleson,3,St. Louis Cardinals,694973,Paul Skenes,0.133,0.188,0.303,1.0,0.209,4.45,0.93,,,,,,0,,,,,,1,5,0.07,,,
2026-04-30,823714,543807,George Springer,1,Toronto Blue Jays,641927,Bailey Ober,0.224,0.238,0.195,1.01,0.201,4.65,0.93,,,,,,0,,,,,,1,3,0.07,,,
2026-04-30,824850,669236,Jeremiah Jackson,9,Baltimore Orioles,621121,Lance McCullers Jr.,0.231,0.224,0.237,1.0,0.24,3.85,0.92,,,,,,0,,,,,,0,4,-0.92,,,
2026-04-30,824524,650489,Willi Castro,5,Colorado Rockies,671096,Andrew Abbott,0.341,0.327,0.146,1.0,0.217,4.25,0.92,,,,,,0,,,,,,1,4,0.08,,,
2026-04-30,825016,521692,Salvador Perez,4,Kansas City Royals,605488,Jeffrey Springs,0.197,0.239,0.223,1.0,0.212,4.35,0.92,,,,,,0,,,,,,0,5,-0.92,,,
2026-04-30,824929,663586,Austin Riley,5,Atlanta Braves,664285,Framber Valdez,0.244,0.297,0.182,1.0,0.215,4.25,0.91,,,,,,0,,,,,,3,4,2.09,,,
2026-04-30,823634,682928,CJ Abrams,4,Washington Nationals,642547,Freddy Peralta,0.176,0.206,0.245,1.02,0.209,4.35,0.91,,,,,,0,,,,,,1,4,0.09,,,
2026-04-30,824524,682829,Elly De La Cruz,3,Cincinnati Reds,547179,Michael Lorenzen,0.29,0.303,0.15,1.0,0.197,4.45,0.88,,,,,,0,,,,,,2,4,1.12,,,
2026-04-30,823471,687551,Drew Gilbert,9,San Francisco Giants,641835,Tim Mayza,0.217,0.217,0.233,1.0,0.225,3.85,0.87,,,,,,0,,,,,,1,1,0.13,,,
2026-04-30,825016,671732,Lawrence Butler,9,Athletics,702070,Noah Cameron,0.269,0.264,0.191,1.0,0.227,3.85,0.87,,,,,,0,,,,,,1,4,0.13,,,
2026-04-30,823634,683083,Nasim Nuñez,7,Washington Nationals,642547,Freddy Peralta,0.198,0.175,0.245,1.02,0.21,4.05,0.85,,,,,,0,,,,,,0,4,-0.85,,,
2026-04-30,823795,666152,David Hamilton,9,Milwaukee Brewers,647336,Michael Soroka,0.176,0.235,0.248,1.0,0.22,3.85,0.85,,,,,,0,,,,,,1,4,0.15,,,
2026-04-30,824929,660670,Ronald Acuña Jr.,1,Atlanta Braves,664285,Framber Valdez,0.214,0.235,0.182,1.0,0.18,4.65,0.84,,,,,,0,,,,,,2,5,1.16,,,
2026-04-30,824848,694728,Brice Matthews,7,Houston Astros,605135,Chris Bassitt,0.391,0.333,0.126,1.0,0.207,4.05,0.84,,,,,,0,,,,,,2,4,1.16,,,
2026-04-30,823391,663968,Jake Mangum,8,Pittsburgh Pirates,690928,Hunter Dobbins,0.221,0.239,0.211,1.0,0.213,3.95,0.84,,,,,,0,,,,,,1,4,0.16,,,
2026-04-30,825016,672580,Maikel Garcia,1,Kansas City Royals,605488,Jeffrey Springs,0.175,0.188,0.223,1.0,0.178,4.65,0.83,,,,,,0,,,,,,0,5,-0.83,,,
2026-04-30,824850,665750,Leody Taveras,7,Baltimore Orioles,621121,Lance McCullers Jr.,0.203,0.179,0.237,1.0,0.203,4.05,0.82,,,,,,0,,,,,,1,4,0.18,,,
2026-04-30,823634,696285,Jacob Young,9,Washington Nationals,642547,Freddy Peralta,0.176,0.217,0.245,1.02,0.214,3.85,0.82,,,,,,0,,,,,,1,4,0.18,,,
2026-04-30,823472,607208,Trea Turner,1,Philadelphia Phillies,657277,Logan Webb,0.203,0.194,0.197,1.0,0.175,4.65,0.81,,,,,,0,,,,,,3,4,2.19,,,
2026-04-30,824524,680574,Matt McLain,2,Cincinnati Reds,547179,Michael Lorenzen,0.254,0.281,0.15,1.0,0.177,4.55,0.81,,,,,,0,,,,,,1,4,0.19,,,
2026-04-30,823634,683146,Brett Baty,5,New York Mets,571945,Miles Mikolas,0.276,0.255,0.157,1.02,0.191,4.25,0.81,,,,,,0,,,,,,0,2,-0.81,,,
2026-04-30,823472,669477,Casey Schmitt,4,San Francisco Giants,650911,Cristopher Sánchez,0.188,0.111,0.264,1.0,0.185,4.35,0.8,,,,,,0,,,,,,0,4,-0.8,,,
2026-04-30,824524,663886,Tyler Stephenson,6,Cincinnati Reds,547179,Michael Lorenzen,0.291,0.283,0.15,1.0,0.192,4.15,0.8,,,,,,0,,,,,,1,4,0.2,,,
2026-04-30,823714,682818,Yohendrick Pinango,7,Toronto Blue Jays,641927,Bailey Ober,0.0,0.0,0.195,1.01,0.197,4.05,0.8,,,,,,0,,,,,,0,2,-0.8,,,
2026-04-30,823634,671277,Luis García Jr.,2,Washington Nationals,642547,Freddy Peralta,0.154,0.16,0.245,1.02,0.174,4.55,0.79,,,,,,0,,,,,,1,4,0.21,,,
2026-04-30,825016,680869,Zack Gelof,8,Athletics,702070,Noah Cameron,0.237,0.237,0.191,1.0,0.201,3.95,0.79,,,,,,0,,,,,,0,4,-0.79,,,
2026-04-30,823391,680779,Henry Davis,9,Pittsburgh Pirates,690928,Hunter Dobbins,0.203,0.234,0.211,1.0,0.201,3.85,0.78,,,,,,0,,,,,,1,3,0.22,,,
2026-04-30,823714,662139,Daulton Varsho,5,Toronto Blue Jays,641927,Bailey Ober,0.187,0.241,0.195,1.01,0.183,4.25,0.78,,,,,,0,,,,,,1,2,0.22,,,
2026-04-30,823714,663616,Trevor Larnach,2,Minnesota Twins,592332,Kevin Gausman,0.169,0.19,0.217,1.01,0.172,4.55,0.78,,,,,,0,,,,,,0,2,-0.78,,,
2026-04-30,824929,686948,Drake Baldwin,2,Atlanta Braves,664285,Framber Valdez,0.192,0.235,0.182,1.0,0.169,4.55,0.77,,,,,,0,,,,,,2,4,1.23,,,
2026-04-30,823391,656811,Ryan O'Hearn,4,Pittsburgh Pirates,690928,Hunter Dobbins,0.181,0.2,0.211,1.0,0.177,4.35,0.77,,,,,,0,,,,,,1,5,0.23,,,
2026-04-30,824929,621566,Matt Olson,4,Atlanta Braves,664285,Framber Valdez,0.238,0.179,0.182,1.0,0.173,4.35,0.75,,,,,,0,,,,,,1,4,0.25,,,
2026-04-30,823472,669016,Brandon Marsh,5,Philadelphia Phillies,657277,Logan Webb,0.221,0.17,0.197,1.0,0.176,4.25,0.75,,,,,,0,,,,,,3,4,2.25,,,
2026-04-30,825016,669127,Shea Langeliers,2,Athletics,702070,Noah Cameron,0.228,0.141,0.191,1.0,0.164,4.55,0.75,,,,,,0,,,,,,0,4,-0.75,,,
2026-04-30,823391,693304,Nick Gonzales,5,Pittsburgh Pirates,690928,Hunter Dobbins,0.188,0.186,0.211,1.0,0.175,4.25,0.74,,,,,,0,,,,,,0,4,-0.74,,,
2026-04-30,823472,547180,Bryce Harper,3,Philadelphia Phillies,657277,Logan Webb,0.168,0.222,0.197,1.0,0.166,4.45,0.74,,,,,,0,,,,,,0,4,-0.74,,,
2026-04-30,824524,678662,Ezequiel Tovar,8,Colorado Rockies,671096,Andrew Abbott,0.289,0.288,0.146,1.0,0.187,3.95,0.74,,,,,,0,,,,,,0,2,-0.74,,,
2026-04-30,825016,677951,Bobby Witt Jr.,2,Kansas City Royals,605488,Jeffrey Springs,0.165,0.159,0.223,1.0,0.162,4.55,0.74,,,,,,0,,,,,,1,5,0.26,,,
