date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc
2026-09-13,822682,2026-09-13T17:35:00Z,683000,Riley Cornelio,Los Angeles Angels,True,0.233,0.444,0.164,0.261,lineup,1.0,0.368,28.0,7.3,10.0,10.31,10.31,,"[{""id"": 687263, ""name"": ""Zach Neto"", ""slot"": 1}, {""id"": 545361, ""name"": ""Mike Trout"", ""slot"": 2}, {""id"": 685133, ""name"": ""Wade Meckler"", ""slot"": 3}, {""id"": 687093, ""name"": ""Vaughn Grissom"", ""slot"": 4}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 5}, {""id"": 694203, ""name"": ""Denzer Guzman"", ""slot"": 6}, {""id"": 666139, ""name"": ""Josh Lowe"", ""slot"": 7}, {""id"": 642350, ""name"": ""Jose Siri"", ""slot"": 8}, {""id"": 695681, ""name"": ""Christian Moore"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,822764,2026-09-13T17:37:00Z,656302,Dylan Cease,Baltimore Orioles,True,0.352,0.313,0.155,0.246,team,1.01,0.372,23.5,7.74,8.65,8.74,8.74,,[],,,,,,0,,,,,,,,,,,
2026-09-13,823495,2026-09-13T17:35:00Z,693645,Cam Schlittler,New York Mets,True,0.314,0.311,0.151,0.23,lineup,1.0,0.321,23.8,7.2,7.41,7.62,7.62,,"[{""id"": 596019, ""name"": ""Francisco Lindor"", ""slot"": 1}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 2}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 3}, {""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 4}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 5}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 6}, {""id"": 682626, ""name"": ""Francisco Alvarez"", ""slot"": 7}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 8}, {""id"": 703492, ""name"": ""Nick Morabito"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,823734,2026-09-13T18:10:00Z,695505,Chase Burns,Milwaukee Brewers,False,0.292,0.33,0.155,0.234,lineup,1.0,0.32,21.4,7.07,6.29,6.84,6.84,,"[{""id"": 669003, ""name"": ""Garrett Mitchell"", ""slot"": 1}, {""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 2}, {""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 3}, {""id"": 596142, ""name"": ""Gary Sánchez"", ""slot"": 4}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 5}, {""id"": 592885, ""name"": ""Christian Yelich"", ""slot"": 6}, {""id"": 687401, ""name"": ""Joey Ortiz"", ""slot"": 7}, {""id"": 800325, ""name"": ""Luis Lara"", ""slot"": 8}, {""id"": 806198, ""name"": ""Cooper Pratt"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,824708,2026-09-13T19:05:00Z,801139,Payton Tolle,Kansas City Royals,True,0.289,0.302,0.152,0.233,lineup,0.96,0.292,23.1,6.76,6.24,6.74,6.74,,"[{""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 5}, {""id"": 683090, ""name"": ""Matthew Lugo"", ""slot"": 6}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 7}, {""id"": 571912, ""name"": ""Luke Maile"", ""slot"": 8}, {""id"": 686475, ""name"": ""Tyler Tolbert"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,823495,2026-09-13T17:35:00Z,681035,Christian Scott,New York Yankees,False,0.278,0.25,0.131,0.248,lineup,1.0,0.294,21.3,6.14,6.2,6.26,6.26,,"[{""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 1}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 2}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 3}, {""id"": 671277, ""name"": ""Luis García Jr."", ""slot"": 4}, {""id"": 682987, ""name"": ""Spencer Jones"", ""slot"": 5}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 6}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 7}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 8}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,823008,2026-09-13T18:15:00Z,689818,David Sandlin,St. Louis Cardinals,False,0.226,0.219,0.103,0.215,lineup,1.0,0.213,28.0,5.14,5.75,5.97,5.97,,"[{""id"": 663494, ""name"": ""Bryan Torres"", ""slot"": 1}, {""id"": 671056, ""name"": ""Iván Herrera"", ""slot"": 2}, {""id"": 676475, ""name"": ""Alec Burleson"", ""slot"": 3}, {""id"": 691023, ""name"": ""Jordan Walker"", ""slot"": 4}, {""id"": 699024, ""name"": ""Leo Bernal"", ""slot"": 5}, {""id"": 669357, ""name"": ""Nolan Gorman"", ""slot"": 6}, {""id"": 695336, ""name"": ""Thomas Saggese"", ""slot"": 7}, {""id"": 701675, ""name"": ""Nathan Church"", ""slot"": 8}, {""id"": 691026, ""name"": ""Masyn Winn"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,823815,2026-09-13T17:40:00Z,686218,Emmet Sheehan,Miami Marlins,False,0.273,0.308,0.158,0.218,team,1.0,0.278,20.7,6.59,5.75,5.75,5.75,,[],,,,,,0,,,,,,,,,,,
2026-09-13,823734,2026-09-13T18:10:00Z,688107,Robert Gasser,Cincinnati Reds,True,0.219,0.209,0.112,0.255,lineup,1.0,0.244,22.8,4.95,5.56,5.56,5.56,,"[{""id"": 667472, ""name"": ""Dane Myers"", ""slot"": 1}, {""id"": 682829, ""name"": ""Elly De La Cruz"", ""slot"": 2}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 3}, {""id"": 553993, ""name"": ""Eugenio Suárez"", ""slot"": 4}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 5}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 6}, {""id"": 682877, ""name"": ""Juan Brito"", ""slot"": 7}, {""id"": 624431, ""name"": ""Jose Trevino"", ""slot"": 8}, {""id"": 699302, ""name"": ""Héctor Rodríguez"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,824952,2026-09-13T20:05:00Z,682052,Jacob Lopez,Seattle Mariners,True,0.211,0.242,0.113,0.232,team,1.0,0.23,23.7,5.14,5.45,5.45,5.45,,[],,,,,,0,,,,,,,,,,,
2026-09-13,825033,2026-09-13T20:10:00Z,615698,Cal Quantrill,Arizona Diamondbacks,False,0.185,0.235,0.095,0.203,lineup,1.0,0.185,28.0,4.71,4.93,5.18,5.18,,"[{""id"": 663457, ""name"": ""Lars Nootbaar"", ""slot"": 1}, {""id"": 606466, ""name"": ""Ketel Marte"", ""slot"": 2}, {""id"": 672515, ""name"": ""Gabriel Moreno"", ""slot"": 3}, {""id"": 672695, ""name"": ""Geraldo Perdomo"", ""slot"": 4}, {""id"": 682998, ""name"": ""Corbin Carroll"", ""slot"": 5}, {""id"": 571448, ""name"": ""Nolan Arenado"", ""slot"": 6}, {""id"": 694374, ""name"": ""Tim Tawa"", ""slot"": 7}, {""id"": 543510, ""name"": ""James McCann"", ""slot"": 8}, {""id"": 691783, ""name"": ""Jordan Lawlar"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,822764,2026-09-13T17:37:00Z,669432,Trevor Rogers,Toronto Blue Jays,False,0.219,0.286,0.126,0.192,team,1.01,0.212,24.1,5.66,5.06,5.11,5.11,,[],,,,,,0,,,,,,,,,,,
2026-09-13,824952,2026-09-13T20:05:00Z,682243,Bryce Miller,Athletics,False,0.243,0.202,0.138,0.225,lineup,1.0,0.227,22.6,5.22,5.1,5.12,5.12,,"[{""id"": 703607, ""name"": ""Henry Bolte"", ""slot"": 1}, {""id"": 643446, ""name"": ""Jeff McNeil"", ""slot"": 2}, {""id"": 680869, ""name"": ""Zack Gelof"", ""slot"": 3}, {""id"": 671732, ""name"": ""Lawrence Butler"", ""slot"": 4}, {""id"": 691777, ""name"": ""Max Muncy"", ""slot"": 5}, {""id"": 622268, ""name"": ""Donovan Walton"", ""slot"": 6}, {""id"": 666126, ""name"": ""Carlos Cortes"", ""slot"": 7}, {""id"": 661531, ""name"": ""Brian Serven"", ""slot"": 8}, {""id"": 675961, ""name"": ""Alika Williams"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
2026-09-13,824869,2026-09-13T17:35:00Z,691725,Andrew Painter,Atlanta Braves,False,0.201,0.228,0.121,0.216,team,1.0,0.203,24.3,4.87,4.94,4.94,4.94,,[],,,,,,0,,,,,,,,,,,
2026-09-13,822682,2026-09-13T17:35:00Z,680570,Grayson Rodriguez,Washington Nationals,False,0.203,0.216,0.116,0.219,team,1.0,0.202,22.3,4.78,4.51,4.51,4.51,,[],,,,,,0,,,,,,,,,,,
2026-09-13,824708,2026-09-13T19:05:00Z,702070,Noah Cameron,Boston Red Sox,False,0.217,0.229,0.127,0.214,team,0.96,0.203,24.3,5.1,5.13,4.92,4.92,,[],,,,,,0,,,,,,,,,,,
2026-09-13,824628,2026-09-13T18:20:00Z,696149,Bubba Chandler,Chicago Cubs,False,0.21,0.248,0.107,0.221,lineup,1.0,0.221,22.0,5.18,4.69,4.88,4.88,,"[{""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 1}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 2}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 3}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 4}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 5}, {""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 6}, {""id"": 624424, ""name"": ""Michael Conforto"", ""slot"": 7}, {""id"": 699393, ""name"": ""Pedro Ramírez"", ""slot"": 8}, {""id"": 665804, ""name"": ""Miguel Amaya"", ""slot"": 9}]",,,,,,0,,,,,,,,,,,
