date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-05,two_leg,1,2,Foster Griffin,656492,over,4.5,116.0,0.693,0.451,Michael Wacha,608379,over,4.5,-108.0,0.72,0.499,,,,,,,,316,4.16,0.49896,0.225049,0.273911,1.075674,,4,0,2,0,,,0,-1.0
2026-06-05,two_leg,2,2,Christian Scott,681035,over,5.5,120.0,0.601,0.435,Brady Singer,663903,under,3.5,133.0,0.585,0.423,,,,,,,,413,5.126,0.351585,0.184005,0.16758,0.802225,,3,0,6,0,,,0,-1.0
2026-06-05,three_leg,1,3,Foster Griffin,656492,over,4.5,116.0,0.693,0.451,Brady Singer,663903,under,3.5,133.0,0.585,0.423,Michael Wacha,608379,over,4.5,-108.0,0.72,0.499,869,9.6928,0.291892,0.095196,0.196696,1.829247,Foster Griffin,4,0,6,0,2,0,0,-1.0
