date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-06-05,two_leg,1,2,Brady Singer,663903,under,3.5,122.0,0.614,0.425,Martín Pérez,527048,over,4.5,230.0,0.612,0.48,,,,,,,,633,7.326,0.375768,0.204,0.171768,1.752876,
2026-06-05,two_leg,2,2,Brandon Sproat,687075,over,4.5,106.0,0.646,0.466,Foster Griffin,656492,over,4.5,107.0,0.599,0.466,,,,,,,,326,4.2642,0.386954,0.217156,0.169798,0.650049,
2026-06-05,two_leg,3,2,Christian Scott,681035,over,5.5,123.0,0.549,0.437,Zebby Matthews,805673,over,5.5,118.0,0.521,0.443,,,,,,,,386,4.8614,0.286029,0.193591,0.092438,0.390501,
2026-06-05,three_leg,1,3,Brady Singer,663903,under,3.5,122.0,0.614,0.425,Brandon Sproat,687075,over,4.5,106.0,0.646,0.466,Martín Pérez,527048,over,4.5,230.0,0.612,0.48,1409,15.09156,0.242746,0.095064,0.147682,2.663418,Brady Singer
2026-06-05,three_leg,2,3,Christian Scott,681035,over,5.5,123.0,0.549,0.437,Foster Griffin,656492,over,4.5,107.0,0.599,0.466,Zebby Matthews,805673,over,5.5,118.0,0.521,0.443,906,10.063098,0.171331,0.090213,0.081118,0.724124,
