date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg
2026-07-03,two_leg,1,2,Dylan Cease,656302,over,7.5,-105.0,0.657,0.5,Michael King,650633,under,4.5,110.0,0.56,0.458,,,,,,,,310,4.1,0.36792,0.229,0.13892,0.508472,3.0,0.10376,0.434888,
2026-07-03,two_leg,2,2,Gerrit Cole,543037,under,5.5,-105.0,0.619,0.49,Jose Cabrera,703615,under,3.5,125.0,0.541,0.425,,,,,,,,339,4.392857,0.334879,0.20825,0.126629,0.471076,3.0,0.004637,0.306028,
2026-07-03,three_leg,1,3,Dylan Cease,656302,over,7.5,-105.0,0.657,0.5,Michael King,650633,under,4.5,110.0,0.56,0.458,Jose Cabrera,703615,under,3.5,125.0,0.541,0.425,822,9.225,0.199045,0.097325,0.10172,0.836188,6.0,0.194268,0.552549,Dylan Cease
