date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-05-03,two_leg,1,2,Justin Wrobleski,680736,under,3.5,125.0,0.555,0.431,Tyler Mahle,641816,under,4.5,120.0,0.666,0.573,,,,,,,,395,4.95,0.36963,0.246963,0.122667,0.829668,0,1,5,0,,,0,-1.0
2026-05-03,two_leg,2,2,Anthony Kay,641743,over,3.5,120.0,0.56,0.445,Merrill Kelly,518876,under,3.5,120.0,0.518,0.437,,,,,,,,384,4.84,0.29008,0.194465,0.095615,0.403987,5,1,5,0,,,0,-1.0
2026-05-03,two_leg,3,2,Jack Kochanowicz,686799,over,3.5,-114.0,0.603,0.507,Chase Burns,695505,over,6.5,-105.0,0.581,0.518,,,,,,,,266,3.664996,0.350343,0.262626,0.087717,0.284006,6,1,7,1,,,1,2.664996
2026-05-03,three_leg,1,3,Justin Wrobleski,680736,under,3.5,125.0,0.555,0.431,Anthony Kay,641743,over,3.5,120.0,0.56,0.445,Tyler Mahle,641816,under,4.5,120.0,0.666,0.573,989,10.89,0.206993,0.109899,0.097094,1.254152,0,1,5,1,5,0,0,-1.0
2026-05-03,three_leg,2,3,Jack Kochanowicz,686799,over,3.5,-114.0,0.603,0.507,Merrill Kelly,518876,under,3.5,120.0,0.518,0.437,Chase Burns,695505,over,6.5,-105.0,0.581,0.518,706,8.062991,0.181478,0.114768,0.06671,0.463253,6,1,5,0,7,1,0,-1.0
