date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc
2026-06-14,824099,2026-06-14T18:10:00Z,663568,Stephen Kolek,Houston Astros,True,0.174,0.165,0.099,0.256,lineup,1.0,0.194,24.9,3.93,4.11,4.84,4.53,,"[{""id"": 665161, ""name"": ""Jeremy Peña"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 3}, {""id"": 694388, ""name"": ""Joey Loperfido"", ""slot"": 4}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 5}, {""id"": 676694, ""name"": ""Jake Meyers"", ""slot"": 6}, {""id"": 694728, ""name"": ""Brice Matthews"", ""slot"": 7}, {""id"": 669384, ""name"": ""Raynel Delgado"", ""slot"": 8}, {""id"": 805672, ""name"": ""Collin Price"", ""slot"": 9}]",3.5,135,betmgm,113,draftkings,5,0.712,0.542,0.17,0.673,-0.386,0.577,0.035,,,0.589,0.047
2026-06-14,824424,2026-06-14T17:40:00Z,663554,Casey Mize,Cleveland Guardians,False,0.265,0.264,0.136,0.207,team,1.0,0.243,19.6,6.08,4.77,4.77,4.46,,[],3.5,-135,bovada,124,draftkings,4,0.701,0.543,0.158,0.22,-0.33,0.572,0.029,,,0.584,0.041
2026-06-14,824751,2026-06-14T23:20:00Z,543135,Nathan Eovaldi,Boston Red Sox,False,0.228,0.219,0.158,0.22,team,0.96,0.211,26.5,5.17,5.81,5.58,5.27,,[],4.5,-150,betrivers,125,draftkings,5,0.655,0.575,0.08,0.092,-0.224,0.555,-0.02,,,0.564,-0.011
2026-06-14,823615,2026-06-14T17:40:00Z,693821,Bryce Elder,New York Mets,False,0.208,0.144,0.108,0.233,lineup,1.02,0.192,24.7,4.19,4.43,4.75,4.43,,"[{""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 3}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 4}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 5}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 6}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 7}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 8}, {""id"": 620443, ""name"": ""Luis Torrens"", ""slot"": 9}]",4.5,112,draftkings,-130,betrivers,5,0.514,0.455,0.059,0.089,-0.14,0.505,0.05,,,0.503,0.048
2026-06-14,823368,2026-06-14T16:15:00Z,676974,Max Meyer,Pittsburgh Pirates,False,0.269,0.272,0.143,0.207,lineup,1.0,0.249,24.0,6.21,6.83,5.97,5.66,,"[{""id"": 687462, ""name"": ""Spencer Horwitz"", ""slot"": 1}, {""id"": 664040, ""name"": ""Brandon Lowe"", ""slot"": 2}, {""id"": 668804, ""name"": ""Bryan Reynolds"", ""slot"": 3}, {""id"": 656811, ""name"": ""Ryan O'Hearn"", ""slot"": 4}, {""id"": 693304, ""name"": ""Nick Gonzales"", ""slot"": 5}, {""id"": 682997, ""name"": ""Tyler Callihan"", ""slot"": 6}, {""id"": 663968, ""name"": ""Jake Mangum"", ""slot"": 7}, {""id"": 669707, ""name"": ""Jared Triolo"", ""slot"": 8}, {""id"": 680779, ""name"": ""Henry Davis"", ""slot"": 9}]",5.5,-105,betmgm,-102,draftkings,6,0.55,0.495,0.055,0.074,-0.109,0.518,0.023,,,0.521,0.026
2026-06-14,823777,2026-06-14T18:10:00Z,650911,Cristopher Sánchez,Milwaukee Brewers,False,0.301,0.331,0.167,0.194,lineup,1.0,0.269,27.2,7.2,7.83,7.33,7.02,,"[{""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 1}, {""id"": 683734, ""name"": ""Andrew Vaughn"", ""slot"": 2}, {""id"": 661388, ""name"": ""William Contreras"", ""slot"": 3}, {""id"": 596142, ""name"": ""Gary Sánchez"", ""slot"": 4}, {""id"": 650859, ""name"": ""Luis Rengifo"", ""slot"": 5}, {""id"": 669003, ""name"": ""Garrett Mitchell"", ""slot"": 6}, {""id"": 663368, ""name"": ""Blake Perkins"", ""slot"": 7}, {""id"": 687401, ""name"": ""Joey Ortiz"", ""slot"": 8}, {""id"": 666152, ""name"": ""David Hamilton"", ""slot"": 9}]",7.5,122,fanduel,105,betmgm,6,0.45,0.432,0.018,-0.001,0.128,0.483,0.051,,,0.483,0.051
2026-06-14,823777,2026-06-14T18:10:00Z,690986,Kyle Harrison,Philadelphia Phillies,True,0.313,0.34,0.147,0.231,lineup,1.0,0.332,20.8,7.44,6.99,6.9,6.58,,"[{""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 1}, {""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 4}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 5}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 6}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 7}, {""id"": 665561, ""name"": ""Rafael Marchán"", ""slot"": 8}, {""id"": 656537, ""name"": ""Derek Hill"", ""slot"": 9}]",6.5,120,fanduel,118,draftkings,5,0.535,0.525,0.01,0.176,0.014,0.512,-0.013,,,0.516,-0.009
2026-06-14,824424,2026-06-14T17:40:00Z,668909,Gavin Williams,Detroit Tigers,True,0.287,0.275,0.148,0.228,team,1.0,0.285,24.4,6.49,6.96,6.96,6.65,,[],6.5,-130,fanduel,122,draftkings,6,0.544,0.543,0.001,-0.038,0.012,0.516,-0.027,,,0.52,-0.023
2026-06-14,823693,2026-06-14T18:10:00Z,700241,Michael McGreevy,Minnesota Twins,False,0.172,0.137,0.09,0.225,lineup,1.01,0.159,22.5,3.63,3.56,3.58,3.27,,"[{""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 1}, {""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 2}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 3}, {""id"": 668904, ""name"": ""Royce Lewis"", ""slot"": 4}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 5}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 6}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 807712, ""name"": ""Luke Keaschall"", ""slot"": 9}]",3.5,100,betmgm,-120,betrivers,6,0.482,0.484,-0.002,-0.037,-0.049,0.494,0.01,,,0.486,0.002
2026-06-14,824099,2026-06-14T18:10:00Z,681293,Spencer Arrighetti,Kansas City Royals,False,0.218,0.195,0.109,0.217,lineup,1.0,0.202,24.0,4.8,4.73,4.85,4.54,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 3}, {""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 4}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 5}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 6}, {""id"": 670224, ""name"": ""Kameron Misner"", ""slot"": 7}, {""id"": 657041, ""name"": ""Lane Thomas"", ""slot"": 8}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 9}]",4.5,-135,bovada,110,betmgm,6,0.532,0.545,-0.013,-0.074,-0.018,0.512,-0.033,,,0.512,-0.033
