date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev
2026-05-16,two_leg,1,2,Eduardo Rodriguez,593958,under,5.5,120.0,0.747,0.583,Cade Cavalli,676917,over,4.5,280.0,0.679,0.566,,,,,,,,736,8.36,0.507213,0.329978,0.177235,3.240301
2026-05-16,two_leg,2,2,Payton Tolle,801139,over,4.5,148.0,0.734,0.558,Davis Martin,663436,over,4.5,134.0,0.73,0.563,,,,,,,,480,5.8032,0.53582,0.314154,0.221666,2.109471
2026-05-16,two_leg,3,2,Justin Wrobleski,680736,under,4.5,123.0,0.552,0.432,Bryce Elder,693821,over,5.5,120.0,0.53,0.443,,,,,,,,391,4.906,0.29256,0.191376,0.101184,0.435299
2026-05-16,three_leg,1,3,Payton Tolle,801139,over,4.5,148.0,0.734,0.558,Davis Martin,663436,over,4.5,134.0,0.73,0.563,Justin Wrobleski,680736,under,4.5,123.0,0.552,0.432,1194,12.941136,0.295773,0.135715,0.160058,2.827634
