date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_v2bc,error_ml,over_hit,over_pnl,under_pnl
2026-06-22,824585,2026-06-22T23:40:00Z,668909,Gavin Williams,Chicago White Sox,False,0.285,0.241,0.147,0.268,lineup,1.0,0.319,23.5,6.16,6.76,7.52,7.2,,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 2}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 3}, {""id"": 691019, ""name"": ""Kyle Teel"", ""slot"": 4}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 5}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 6}, {""id"": 695731, ""name"": ""Braden Montgomery"", ""slot"": 7}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 8}, {""id"": 682668, ""name"": ""Luisangel Acuña"", ""slot"": 9}]",5.5,-150,fanatics,128,betonlineag,6,0.761,0.568,0.193,0.268,-0.455,0.619,0.051,,,0.709,0.141,5.5,-150,128,0.602,0.568,0.034,0.549,-0.019,,,1,0.667,-1.0,8,20,1,1.84,1.24,0.48,0.8,,1,0.667,-1.0
2026-06-22,824585,2026-06-22T23:40:00Z,641743,Anthony Kay,Cleveland Guardians,True,0.182,0.218,0.097,0.296,lineup,1.0,0.259,23.6,4.52,4.47,6.12,5.8,,"[{""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 1}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 2}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 3}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 4}, {""id"": 700932, ""name"": ""Kyle Manzardo"", ""slot"": 5}, {""id"": 672356, ""name"": ""Gabriel Arias"", ""slot"": 6}, {""id"": 656413, ""name"": ""Stuart Fairchild"", ""slot"": 7}, {""id"": 595978, ""name"": ""Austin Hedges"", ""slot"": 8}, {""id"": 690984, ""name"": ""Petey Halpin"", ""slot"": 9}]",4.5,120,betmgm,128,fanduel,5,0.73,0.577,0.153,0.606,-0.385,0.604,0.027,,,0.686,0.109,4.5,120,128,0.635,0.577,0.058,0.563,-0.014,,,1,1.2,-1.0,8,24,1,3.48,3.53,1.88,2.2,,1,1.2,-1.0
2026-06-22,823851,2026-06-22T22:40:00Z,663969,Tyler Phillips,Texas Rangers,True,0.194,0.19,0.124,0.2,lineup,1.0,0.171,28.0,4.43,5.41,4.79,4.48,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 694671, ""name"": ""Wyatt Langford"", ""slot"": 2}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 3}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 4}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 5}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 6}, {""id"": 696030, ""name"": ""Alejandro Osuna"", ""slot"": 7}, {""id"": 553869, ""name"": ""Elias Díaz"", ""slot"": 8}, {""id"": 670032, ""name"": ""Nicky Lopez"", ""slot"": 9}]",3.5,130,fanatics,135,draftkings,3,0.705,0.599,0.106,0.621,-0.306,0.593,-0.006,,,0.666,0.067,4.5,125,-145,0.554,0.429,0.126,0.53,0.102,,,0,-1.0,0.69,4,24,1,-0.43,-1.41,-0.79,-0.48,,1,1.3,-1.0
2026-06-22,824344,2026-06-23T00:40:00Z,687562,Jake Bennett,Colorado Rockies,False,0.196,0.196,0.124,0.23,lineup,0.92,0.185,20.4,4.51,4.15,3.77,3.45,,"[{""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 1}, {""id"": 671289, ""name"": ""Tyler Freeman"", ""slot"": 2}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 3}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 4}, {""id"": 694249, ""name"": ""Cole Carrigg"", ""slot"": 5}, {""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 6}, {""id"": 690924, ""name"": ""Braxton Fulford"", ""slot"": 7}, {""id"": 691720, ""name"": ""Kyle Karros"", ""slot"": 8}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 9}]",3.5,111,draftkings,-120,fanduel,5,0.52,0.465,0.055,0.097,-0.12,0.517,0.052,,,0.545,0.08,3.5,111,-120,0.357,0.465,-0.108,0.452,-0.013,,,1,1.11,-1.0,9,21,1,4.49,4.85,5.23,5.55,,1,1.11,-1.0
2026-06-22,822800,2026-06-22T23:07:00Z,656302,Dylan Cease,Houston Astros,True,0.362,0.394,0.174,0.188,lineup,1.01,0.316,22.7,8.62,8.23,7.16,6.85,,"[{""id"": 665161, ""name"": ""Jeremy Peña"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 3}, {""id"": 670623, ""name"": ""Isaac Paredes"", ""slot"": 4}, {""id"": 514888, ""name"": ""Jose Altuve"", ""slot"": 5}, {""id"": 673237, ""name"": ""Yainer Diaz"", ""slot"": 6}, {""id"": 694388, ""name"": ""Joey Loperfido"", ""slot"": 7}, {""id"": 676694, ""name"": ""Jake Meyers"", ""slot"": 8}, {""id"": 669384, ""name"": ""Raynel Delgado"", ""slot"": 9}]",6.5,130,betmgm,111,draftkings,5,0.574,0.531,0.043,0.321,-0.102,0.538,0.007,,,0.591,0.06,6.5,130,111,0.606,0.531,0.075,0.551,0.02,,,1,1.3,-1.0,8,23,1,-0.62,-0.23,0.84,1.15,,1,1.3,-1.0
2026-06-22,824502,2026-06-22T23:10:00Z,605540,Brandon Woodruff,Cincinnati Reds,False,0.25,0.266,0.118,0.244,lineup,1.0,0.278,19.5,5.9,5.52,5.43,5.11,,"[{""id"": 694362, ""name"": ""Blake Dunn"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 3}, {""id"": 663993, ""name"": ""Nathaniel Lowe"", ""slot"": 4}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 5}, {""id"": 553993, ""name"": ""Eugenio Suárez"", ""slot"": 6}, {""id"": 682622, ""name"": ""Noelvi Marte"", ""slot"": 7}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 8}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 9}]",5.5,123,betrivers,125,betmgm,6,0.459,0.44,0.019,0.024,0.217,0.493,0.053,,,0.514,0.074,5.5,123,125,0.262,0.44,-0.178,0.41,-0.03,,,1,1.23,-1.0,10,19,1,4.1,4.48,4.57,4.89,,1,1.23,-1.0
2026-06-22,824261,2026-06-22T22:10:00Z,543037,Gerrit Cole,Detroit Tigers,False,0.213,0.237,0.081,0.26,lineup,1.0,0.257,22.7,5.12,5.16,5.84,5.52,,"[{""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 1}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 2}, {""id"": 681481, ""name"": ""Kerry Carpenter"", ""slot"": 3}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 4}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 5}, {""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 6}, {""id"": 681546, ""name"": ""James Outman"", ""slot"": 7}, {""id"": 701678, ""name"": ""Hao-Yu  Lee"", ""slot"": 8}, {""id"": 656716, ""name"": ""Zach McKinstry"", ""slot"": 9}]",5.5,-110,fanduel,100,betmgm,6,0.529,0.512,0.017,0.009,-0.057,0.52,0.008,,,0.559,0.047,5.5,-110,100,0.479,0.512,-0.033,0.501,-0.011,,,0,-1.0,1.0,5,24,1,-0.12,-0.16,-0.84,-0.52,,0,-1.0,1.0
2026-06-22,823040,2026-06-22T23:45:00Z,669467,Andre Pallante,Arizona Diamondbacks,True,0.185,0.186,0.099,0.203,lineup,1.0,0.167,22.9,4.26,3.71,3.83,3.51,,"[{""id"": 606466, ""name"": ""Ketel Marte"", ""slot"": 1}, {""id"": 672695, ""name"": ""Geraldo Perdomo"", ""slot"": 2}, {""id"": 682998, ""name"": ""Corbin Carroll"", ""slot"": 3}, {""id"": 656976, ""name"": ""Pavin Smith"", ""slot"": 4}, {""id"": 571448, ""name"": ""Nolan Arenado"", ""slot"": 5}, {""id"": 680728, ""name"": ""Adrian Del Castillo"", ""slot"": 6}, {""id"": 666971, ""name"": ""Lourdes Gurriel Jr."", ""slot"": 7}, {""id"": 694371, ""name"": ""Tommy Troy"", ""slot"": 8}, {""id"": 694374, ""name"": ""Tim Tawa"", ""slot"": 9}]",3.5,-115,draftkings,-102,fanduel,6,0.532,0.518,0.014,-0.006,-0.072,0.522,0.004,,,0.553,0.035,3.5,-115,-102,0.574,0.518,0.056,0.538,0.02,,,0,-1.0,0.98,2,24,1,-2.26,-1.71,-1.83,-1.51,,0,-1.0,0.98
2026-06-22,822720,2026-06-22T22:45:00Z,656492,Foster Griffin,Philadelphia Phillies,True,0.235,0.243,0.114,0.228,lineup,1.0,0.242,22.8,5.48,5.58,5.51,5.19,,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 4}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 5}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 6}, {""id"": 656537, ""name"": ""Derek Hill"", ""slot"": 7}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 8}, {""id"": 665561, ""name"": ""Rafael Marchán"", ""slot"": 9}]",5.5,108,fanduel,-126,draftkings,7,0.472,0.463,0.009,-0.018,-0.054,0.498,0.035,,,0.523,0.06,5.5,108,-126,0.445,0.463,-0.019,0.488,0.024,,,1,1.08,-1.0,9,27,1,3.52,3.42,3.49,3.81,,1,1.08,-1.0
2026-06-22,822964,2026-06-22T22:40:00Z,656876,Drew Rasmussen,Kansas City Royals,True,0.268,0.333,0.125,0.209,lineup,1.0,0.274,22.4,6.77,6.1,6.13,5.81,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 2}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 5}, {""id"": 657041, ""name"": ""Lane Thomas"", ""slot"": 6}, {""id"": 670231, ""name"": ""John Rave"", ""slot"": 7}, {""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 8}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 9}]",5.5,-140,draftkings,132,fanduel,6,0.574,0.573,0.001,-0.015,-0.013,0.538,-0.035,,,0.588,0.015,5.5,-140,132,0.576,0.573,0.003,0.539,-0.034,,,0,-1.0,1.32,5,24,1,-1.77,-1.1,-1.13,-0.81,,0,-1.0,1.32
