date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-05,824119,2026-05-05T23:40:00Z,663568,Stephen Kolek,Cleveland Guardians,True,0.0,0.0,0.0,0.205,team,1.0,0.205,23.0,0.0,4.7,4.7,3.64,[],2.5,130,betmgm,132,betrivers,5,0.848,0.57,0.278,0.951,-0.648
2026-05-05,824119,2026-05-05T23:40:00Z,668909,Gavin Williams,Kansas City Royals,False,0.31,0.286,0.14,0.225,team,1.0,0.291,24.7,6.91,7.42,7.19,6.58,[],5.5,310,betrivers,116,draftkings,7,0.723,0.538,0.185,1.964,-0.401
2026-05-05,824200,2026-05-06T00:10:00Z,663567,Peter Lambert,Los Angeles Dodgers,True,0.288,0.288,0.159,0.205,team,1.0,0.27,22.0,6.62,5.78,5.94,6.22,[],4.5,-122,draftkings,205,betrivers,7,0.707,0.537,0.17,0.287,-0.106
2026-05-05,823062,2026-05-05T23:45:00Z,687075,Brandon Sproat,St. Louis Cardinals,False,0.217,0.217,0.099,0.216,team,1.0,0.201,25.6,5.0,5.33,5.12,4.95,[],4.5,130,betmgm,-150,bovada,5,0.581,0.427,0.154,0.336,-0.302
2026-05-05,824682,2026-05-05T23:40:00Z,592791,Jameson Taillon,Cincinnati Reds,True,0.22,0.231,0.116,0.247,team,1.0,0.248,23.8,5.16,5.87,5.89,3.71,[],4.5,120,betmgm,128,draftkings,7,0.701,0.57,0.131,0.541,-0.317
2026-05-05,822743,2026-05-05T22:45:00Z,671737,Taj Bradley,Washington Nationals,False,0.253,0.244,0.117,0.226,team,1.0,0.243,25.4,5.74,6.35,6.17,7.33,[],5.5,-102,draftkings,-120,bovada,7,0.581,0.477,0.104,0.15,-0.232
2026-05-05,823142,2026-05-06T01:40:00Z,693821,Bryce Elder,Seattle Mariners,False,0.209,0.184,0.099,0.239,team,1.03,0.216,24.7,4.58,5.24,5.35,7.0,[],4.5,-125,betmgm,118,draftkings,6,0.618,0.542,0.076,0.113,-0.167
2026-05-05,823469,2026-05-05T22:40:00Z,622663,Luis Severino,Philadelphia Phillies,False,0.247,0.242,0.109,0.214,team,1.0,0.223,23.8,5.63,5.55,5.31,6.81,[],4.5,125,betmgm,123,betrivers,7,0.612,0.555,0.057,0.377,-0.135
2026-05-05,823469,2026-05-05T22:40:00Z,650911,Cristopher Sánchez,Athletics,True,0.278,0.244,0.151,0.223,team,1.0,0.273,26.2,6.08,6.88,7.16,6.39,[],6.5,148,betrivers,105,bovada,7,0.575,0.52,0.055,0.425,-0.128
2026-05-05,823553,2026-05-05T23:05:00Z,594798,Jacob deGrom,New York Yankees,False,0.325,0.32,0.165,0.23,team,1.0,0.331,20.5,7.44,6.79,6.79,5.05,[],6.5,114,draftkings,135,betrivers,7,0.519,0.465,0.054,0.111,0.13
2026-05-05,823062,2026-05-05T23:45:00Z,669467,Andre Pallante,Milwaukee Brewers,True,0.188,0.197,0.109,0.204,team,1.0,0.181,23.2,4.41,4.03,4.19,3.08,[],3.5,-135,betmgm,120,bovada,5,0.603,0.567,0.036,0.05,-0.126
2026-05-05,823873,2026-05-05T22:40:00Z,645261,Sandy Alcantara,Baltimore Orioles,True,0.161,0.139,0.122,0.244,team,1.0,0.198,27.5,3.49,4.53,5.45,5.69,[],5.5,120,betmgm,143,betrivers,6,0.462,0.435,0.027,0.016,0.308
2026-05-05,824362,2026-05-06T00:40:00Z,642547,Freddy Peralta,Colorado Rockies,False,0.256,0.23,0.141,0.255,team,0.92,0.267,23.8,5.65,6.63,6.37,5.19,[],6.5,120,bovada,-140,betmgm,6,0.452,0.434,0.018,-0.005,-0.061
