date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-06-06,823454,2026-06-06T20:05:00Z,691725,Andrew Painter,Chicago White Sox,True,0.176,0.143,0.104,0.231,lineup,1.0,0.167,20.6,3.75,3.57,3.45,,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 2}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 5}, {""id"": 694378, ""name"": ""Jacob Gonzalez"", ""slot"": 6}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 7}, {""id"": 691011, ""name"": ""Drew Romo"", ""slot"": 8}, {""id"": 807747, ""name"": ""Rikuu Nishida"", ""slot"": 9}]",1.5,-110,fanatics,-120,fanatics,1,0.858,0.49,0.369,0.639,-0.741,0.647,0.158,,,3.5,-158,131,0.549,0.583,-0.034,0.52,-0.063,,,1,0.633,-1.0,4,25,1,0.25,0.43,0.55,,1,0.909,-1.0
2026-06-06,823697,2026-06-06T18:10:00Z,679883,Luinder Avila,Minnesota Twins,False,0.209,0.211,0.098,0.227,lineup,1.01,0.214,28.0,4.82,5.95,5.98,,"[{""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 3}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 4}, {""id"": 668885, ""name"": ""Austin Martin"", ""slot"": 5}, {""id"": 605170, ""name"": ""Victor Caratini"", ""slot"": 6}, {""id"": 668904, ""name"": ""Royce Lewis"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 668952, ""name"": ""Ryan Kreidler"", ""slot"": 9}]",3.5,-145,bovada,128,draftkings,5,0.847,0.568,0.279,0.431,-0.651,0.64,0.072,,,3.5,-145,128,0.881,0.568,0.313,0.662,0.094,,,0,-1.0,1.28,3,18,1,-1.82,-2.95,-2.98,,0,-1.0,1.28
2026-06-06,824669,2026-06-06T18:20:00Z,676962,Ben Brown,San Francisco Giants,True,0.264,0.292,0.132,0.206,lineup,1.0,0.252,28.0,6.33,7.19,7.06,,"[{""id"": 669477, ""name"": ""Casey Schmitt"", ""slot"": 1}, {""id"": 646240, ""name"": ""Rafael Devers"", ""slot"": 2}, {""id"": 650333, ""name"": ""Luis Arraez"", ""slot"": 3}, {""id"": 642715, ""name"": ""Willy Adames"", ""slot"": 4}, {""id"": 808982, ""name"": ""Jung Hoo Lee"", ""slot"": 5}, {""id"": 805811, ""name"": ""Bryce Eldridge"", ""slot"": 6}, {""id"": 656305, ""name"": ""Matt Chapman"", ""slot"": 7}, {""id"": 606992, ""name"": ""Eric Haase"", ""slot"": 8}, {""id"": 687551, ""name"": ""Drew Gilbert"", ""slot"": 9}]",4.5,113,draftkings,134,fanduel,5,0.832,0.585,0.247,0.772,-0.607,0.632,0.047,,,4.5,113,134,0.82,0.585,0.235,0.626,0.041,,,1,1.13,-1.0,5,19,1,-1.33,-2.19,-2.06,,1,1.13,-1.0
2026-06-06,824269,2026-06-06T17:10:00Z,682243,Bryce Miller,Detroit Tigers,False,0.293,0.309,0.166,0.22,lineup,1.0,0.292,22.9,6.88,6.94,6.7,,"[{""id"": 650402, ""name"": ""Gleyber Torres"", ""slot"": 1}, {""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 2}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 3}, {""id"": 681481, ""name"": ""Kerry Carpenter"", ""slot"": 4}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 5}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 6}, {""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 7}, {""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 8}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 9}]",4.5,-125,betmgm,115,fanatics,6,0.798,0.553,0.245,0.436,-0.566,0.615,0.062,,,4.5,-125,115,0.702,0.553,0.149,0.574,0.021,,,1,0.8,-1.0,9,20,1,2.12,2.06,2.3,,1,0.8,-1.0
2026-06-06,823048,2026-06-06T18:15:00Z,669461,Matthew Liberatore,Cincinnati Reds,True,0.211,0.291,0.106,0.243,lineup,1.0,0.263,22.1,5.59,5.85,5.81,,"[{""id"": 667472, ""name"": ""Dane Myers"", ""slot"": 1}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 2}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 3}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 4}, {""id"": 553993, ""name"": ""Eugenio Suárez"", ""slot"": 5}, {""id"": 694362, ""name"": ""Blake Dunn"", ""slot"": 6}, {""id"": 682622, ""name"": ""Noelvi Marte"", ""slot"": 7}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 8}, {""id"": 664731, ""name"": ""P.J. Higgins"", ""slot"": 9}]",4.5,-125,draftkings,110,fanduel,5,0.689,0.535,0.154,0.24,-0.347,0.569,0.034,,,4.5,-125,110,0.734,0.535,0.199,0.587,0.052,,,0,-1.0,1.1,4,21,1,-1.59,-1.85,-1.81,,0,-1.0,1.1
2026-06-06,823292,2026-06-07T02:10:00Z,690997,Nolan McLean,San Diego Padres,False,0.279,0.211,0.106,0.235,team,1.02,0.268,23.6,5.79,6.21,6.34,,[],5.5,-122,fanduel,105,draftkings,5,0.607,0.531,0.076,0.105,-0.195,0.54,0.009,,,5.5,-122,105,0.607,0.531,0.076,0.54,0.009,,,0,-1.0,1.05,5,23,1,-0.79,-1.21,-1.34,,0,-1.0,1.05
2026-06-06,823539,2026-06-06T23:35:00Z,701542,Will Warren,Boston Red Sox,True,0.258,0.202,0.106,0.234,lineup,1.0,0.245,23.1,5.42,5.32,5.66,,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 807799, ""name"": ""Masataka Yoshida"", ""slot"": 5}, {""id"": 681508, ""name"": ""Mickey Gasper"", ""slot"": 6}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 7}, {""id"": 678011, ""name"": ""Anthony Seigler"", ""slot"": 8}, {""id"": 691785, ""name"": ""Marcelo Mayer"", ""slot"": 9}]",5.5,124,fanduel,-146,draftkings,4,0.498,0.432,0.066,0.116,-0.155,0.504,0.072,,,,,,,,,,,,,,,,,,0,,,,,,,
2026-06-06,824915,2026-06-06T20:10:00Z,677952,Braxton Ashcraft,Atlanta Braves,False,0.273,0.283,0.149,0.207,lineup,1.0,0.255,23.1,6.37,5.84,5.87,,"[{""id"": 660670, ""name"": ""Ronald Acuña Jr."", ""slot"": 1}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 4}, {""id"": 642086, ""name"": ""Dominic Smith"", ""slot"": 5}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 6}, {""id"": 573262, ""name"": ""Mike Yastrzemski"", ""slot"": 7}, {""id"": 642851, ""name"": ""Austin Wynns"", ""slot"": 8}, {""id"": 673490, ""name"": ""Ha-Seong Kim"", ""slot"": 9}]",5.5,210,betrivers,-115,betmgm,6,0.533,0.471,0.062,0.654,-0.128,0.515,0.044,,,5.5,210,-115,0.61,0.471,0.139,0.541,0.07,,,0,-1.0,0.87,5,25,1,-1.37,-0.84,-0.87,,0,-1.0,0.87
2026-06-06,822808,2026-06-06T19:07:00Z,680694,Kyle Bradish,Toronto Blue Jays,False,0.225,0.197,0.115,0.179,lineup,1.01,0.172,23.3,4.92,4.24,4.0,,"[{""id"": 543807, ""name"": ""George Springer"", ""slot"": 1}, {""id"": 664770, ""name"": ""Nathan Lukes"", ""slot"": 2}, {""id"": 665489, ""name"": ""Vladimir Guerrero Jr."", ""slot"": 3}, {""id"": 660821, ""name"": ""Jesús Sánchez"", ""slot"": 4}, {""id"": 676391, ""name"": ""Ernie Clement"", ""slot"": 5}, {""id"": 678218, ""name"": ""Brandon Valenzuela"", ""slot"": 6}, {""id"": 672960, ""name"": ""Kazuma Okamoto"", ""slot"": 7}, {""id"": 665926, ""name"": ""Andrés Giménez"", ""slot"": 8}, {""id"": 664702, ""name"": ""Myles Straw"", ""slot"": 9}]",3.5,-130,draftkings,100,draftkings,1,0.567,0.531,0.037,0.004,-0.135,0.526,-0.004,,,5.0,130,125,0.306,0.485,-0.179,0.437,-0.048,,,0,-1.0,1.25,3,21,1,-1.92,-1.24,-1.0,,0,-1.0,1.0
2026-06-06,822891,2026-06-06T23:35:00Z,683004,Jack Leiter,Cleveland Guardians,True,0.258,0.252,0.128,0.198,lineup,1.0,0.224,24.2,5.88,5.68,5.43,,"[{""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 1}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 2}, {""id"": 800050, ""name"": ""Chase DeLauter"", ""slot"": 3}, {""id"": 700932, ""name"": ""Kyle Manzardo"", ""slot"": 4}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 5}, {""id"": 682657, ""name"": ""Angel Martínez"", ""slot"": 6}, {""id"": 680757, ""name"": ""Steven Kwan"", ""slot"": 7}, {""id"": 672275, ""name"": ""Patrick Bailey"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",5.5,122,fanduel,-143,draftkings,3,0.459,0.429,0.03,0.019,-0.08,0.491,0.062,,,5.5,122,-143,0.459,0.429,0.03,0.491,0.062,,,0,-1.0,0.699,2,23,1,-3.88,-3.68,-3.43,,0,-1.0,0.699
