date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-05-14,two_leg,1,2,Luis Castillo,622491,under,5.0,138.0,0.673,0.476,Chase Burns,695505,under,6.5,200.0,0.591,0.453,,,,,,,,614,7.14,0.397743,0.215628,0.182115,1.839885,6,0,7,0,,,0,-1.0
2026-05-14,two_leg,2,2,Michael McGreevy,700241,under,4.5,115.0,0.743,0.576,Braxton Garrett,666129,over,4.5,120.0,0.551,0.439,,,,,,,,373,4.73,0.409393,0.252864,0.156529,0.936429,3,1,3,0,,,0,-1.0
2026-05-14,two_leg,3,2,Jacob Lopez,682052,under,4.5,-101.0,0.673,0.487,Nolan McLean,690997,under,6.5,-105.0,0.596,0.5,,,,,,,,289,3.885431,0.401108,0.2435,0.157608,0.558478,2,1,7,0,,,0,-1.0
2026-05-14,three_leg,1,3,Luis Castillo,622491,under,5.0,138.0,0.673,0.476,Michael McGreevy,700241,under,4.5,115.0,0.743,0.576,Chase Burns,695505,under,6.5,200.0,0.591,0.453,1435,15.351,0.295523,0.124202,0.171321,3.536574,6,0,3,1,7,0,0,-1.0
2026-05-14,three_leg,2,3,Jacob Lopez,682052,under,4.5,-101.0,0.673,0.487,Braxton Garrett,666129,over,4.5,120.0,0.551,0.439,Nolan McLean,690997,under,6.5,-105.0,0.596,0.5,755,8.547949,0.221011,0.106896,0.114114,0.889187,2,1,3,0,7,0,0,-1.0
