date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg
2026-07-09,two_leg,1,2,Bryce Miller,682243,over,5.5,-151.0,0.719,0.573,Jesús Luzardo,666200,over,7.5,100.0,0.624,0.48,,,,,,,,232,3.324503,0.448656,0.27504,0.173616,0.491558,3.0,0.345968,0.749758,
2026-07-09,three_leg,1,3,Bryce Miller,682243,over,5.5,-151.0,0.719,0.573,Jesús Luzardo,666200,over,7.5,100.0,0.624,0.48,Logan Henderson,701656,over,4.5,-113.0,0.616,0.508,527,6.266542,0.276372,0.13972,0.136652,0.731897,6.0,0.658233,1.155702,Bryce Miller
