date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_v2bc,error_ml,over_hit,over_pnl,under_pnl
2026-06-10,824996,2026-06-11T01:05:00Z,678022,Jack Perkins,Milwaukee Brewers,True,0.262,0.256,0.158,0.199,lineup,1.0,0.23,28.0,5.98,6.72,6.45,6.15,,"[{""id"": 592885, ""name"": ""Christian Yelich"", ""slot"": 1}, {""id"": 694192, ""name"": ""Jackson Chourio"", ""slot"": 2}, {""id"": 668930, ""name"": ""Brice Turang"", ""slot"": 3}, {""id"": 683734, ""name"": ""Andrew Vaughn"", ""slot"": 4}, {""id"": 641343, ""name"": ""Jake Bauers"", ""slot"": 5}, {""id"": 596142, ""name"": ""Gary Sánchez"", ""slot"": 6}, {""id"": 686217, ""name"": ""Sal Frelick"", ""slot"": 7}, {""id"": 666152, ""name"": ""David Hamilton"", ""slot"": 8}, {""id"": 687401, ""name"": ""Joey Ortiz"", ""slot"": 9}]",4.5,104,fanduel,-115,betmgm,5,0.771,0.469,0.302,0.572,-0.571,0.598,0.129,,,0.735,0.266,4.5,104,-115,0.843,0.469,0.374,0.635,0.166,,,0,-1.0,0.87,4,20,1,-1.98,-2.72,-2.45,-2.15,,0,-1.0,0.87
2026-06-10,824022,2026-06-11T01:38:00Z,672282,Reid Detmers,Houston Astros,True,0.294,0.383,0.145,0.251,lineup,1.0,0.368,22.3,7.58,7.19,8.2,7.9,,"[{""id"": 514888, ""name"": ""Jose Altuve"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 3}, {""id"": 670623, ""name"": ""Isaac Paredes"", ""slot"": 4}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 5}, {""id"": 676694, ""name"": ""Jake Meyers"", ""slot"": 6}, {""id"": 694376, ""name"": ""Shay Whitcomb"", ""slot"": 7}, {""id"": 694728, ""name"": ""Brice Matthews"", ""slot"": 8}, {""id"": 543877, ""name"": ""Christian Vázquez"", ""slot"": 9}]",6.5,104,fanduel,-112,betrivers,5,0.71,0.469,0.241,0.448,-0.451,0.572,0.103,,,0.674,0.205,6.5,104,-112,0.693,0.469,0.224,0.566,0.097,,,1,1.04,-1.0,9,22,1,1.42,1.81,0.8,1.1,,1,1.04,-1.0
2026-06-10,824831,2026-06-10T22:35:00Z,669923,George Kirby,Baltimore Orioles,False,0.211,0.228,0.108,0.267,lineup,1.0,0.258,24.8,5.01,5.65,6.41,6.12,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 3}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 4}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 5}, {""id"": 702616, ""name"": ""Jackson Holliday"", ""slot"": 6}, {""id"": 641933, ""name"": ""Tyler O'Neill"", ""slot"": 7}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 8}, {""id"": 669087, ""name"": ""Sam Huff"", ""slot"": 9}]",5.5,111,draftkings,-135,bovada,5,0.618,0.454,0.164,0.304,-0.335,0.538,0.084,,,0.573,0.119,5.5,111,-135,0.524,0.454,0.07,0.507,0.053,,,1,1.11,-1.0,10,27,1,4.99,4.35,3.59,3.88,,1,1.11,-1.0
2026-06-10,824428,2026-06-10T17:10:00Z,607074,Carlos Rodón,Cleveland Guardians,False,0.264,0.278,0.133,0.252,lineup,1.0,0.302,21.5,6.19,5.33,6.51,6.21,,"[{""id"": 682657, ""name"": ""Angel Martínez"", ""slot"": 1}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 2}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 3}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 4}, {""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 5}, {""id"": 656413, ""name"": ""Stuart Fairchild"", ""slot"": 6}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 7}, {""id"": 595978, ""name"": ""Austin Hedges"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",5.5,-104,draftkings,-115,betmgm,5,0.632,0.489,0.143,0.24,-0.312,0.543,0.054,,,0.587,0.098,5.5,-104,-115,0.604,0.489,0.115,0.534,0.045,,,1,0.962,-1.0,7,25,1,0.81,1.67,0.49,0.79,,1,0.962,-1.0
2026-06-10,824428,2026-06-10T17:10:00Z,800048,Parker Messick,New York Yankees,True,0.256,0.209,0.136,0.243,lineup,1.0,0.256,22.9,5.46,5.54,5.87,5.57,,"[{""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 1}, {""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 2}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 3}, {""id"": 642708, ""name"": ""Amed Rosario"", ""slot"": 4}, {""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 5}, {""id"": 676609, ""name"": ""José Caballero"", ""slot"": 6}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 7}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 8}, {""id"": 645305, ""name"": ""Ali Sánchez"", ""slot"": 9}]",5.5,115,betmgm,-118,draftkings,6,0.532,0.461,0.071,0.145,-0.136,0.509,0.048,,,0.483,0.022,5.5,115,-118,0.64,0.461,0.179,0.546,0.085,,,0,-1.0,0.847,4,25,1,-1.46,-1.54,-1.87,-1.57,,0,-1.0,0.847
2026-06-10,824348,2026-06-11T00:40:00Z,547179,Michael Lorenzen,Chicago Cubs,True,0.172,0.22,0.09,0.226,lineup,0.92,0.176,22.4,4.4,4.05,3.96,3.66,,"[{""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 1}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 2}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 3}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 4}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 5}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 6}, {""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 7}, {""id"": 624424, ""name"": ""Michael Conforto"", ""slot"": 8}, {""id"": 621020, ""name"": ""Dansby Swanson"", ""slot"": 9}]",3.5,105,betmgm,-103,draftkings,5,0.558,0.489,0.069,0.145,-0.13,0.518,0.029,,,0.497,0.008,3.5,105,-103,0.496,0.489,0.007,0.497,0.008,,,1,1.05,-1.0,7,19,1,2.6,2.95,3.04,3.34,,1,1.05,-1.0
2026-06-10,822970,2026-06-10T17:10:00Z,656876,Drew Rasmussen,Boston Red Sox,True,0.273,0.304,0.114,0.202,lineup,1.0,0.257,22.0,6.56,6.17,5.64,5.34,,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 681508, ""name"": ""Mickey Gasper"", ""slot"": 5}, {""id"": 807799, ""name"": ""Masataka Yoshida"", ""slot"": 6}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 7}, {""id"": 643396, ""name"": ""Isiah Kiner-Falefa"", ""slot"": 8}, {""id"": 655316, ""name"": ""Andruw Monasterio"", ""slot"": 9}]",5.5,128,fanduel,115,betmgm,6,0.495,0.434,0.061,0.128,0.086,0.497,0.063,,,0.443,0.009,5.5,128,115,0.338,0.434,-0.096,0.443,0.009,,,1,1.28,-1.0,13,24,1,6.44,6.83,7.36,7.66,,1,1.28,-1.0
2026-06-10,824590,2026-06-10T23:40:00Z,663436,Davis Martin,Atlanta Braves,True,0.252,0.223,0.138,0.204,lineup,1.0,0.218,24.1,5.54,5.3,5.27,4.97,,"[{""id"": 671739, ""name"": ""Michael Harris II"", ""slot"": 1}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 642086, ""name"": ""Dominic Smith"", ""slot"": 4}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 5}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 6}, {""id"": 573262, ""name"": ""Mike Yastrzemski"", ""slot"": 7}, {""id"": 622761, ""name"": ""Jorge Mateo"", ""slot"": 8}, {""id"": 642851, ""name"": ""Austin Wynns"", ""slot"": 9}]",4.5,-140,betmgm,105,betmgm,1,0.605,0.545,0.06,0.037,-0.19,0.534,-0.011,,,0.554,0.009,4.5,-140,105,0.647,0.545,0.102,0.549,0.004,,,1,0.714,-1.0,6,25,1,0.46,0.7,0.73,1.03,,1,0.714,-1.0
2026-06-10,824348,2026-06-11T00:40:00Z,684007,Shota Imanaga,Colorado Rockies,False,0.248,0.19,0.154,0.27,lineup,0.92,0.248,23.3,5.16,5.51,5.77,5.48,,"[{""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 1}, {""id"": 691720, ""name"": ""Kyle Karros"", ""slot"": 2}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 3}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 4}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 5}, {""id"": 694249, ""name"": ""Cole Carrigg"", ""slot"": 6}, {""id"": 687859, ""name"": ""Troy Johnston"", ""slot"": 7}, {""id"": 690924, ""name"": ""Braxton Fulford"", ""slot"": 8}, {""id"": 677060, ""name"": ""Chad Stevens"", ""slot"": 9}]",5.5,110,fanduel,120,betmgm,6,0.517,0.469,0.048,0.087,0.062,0.504,0.035,,,0.468,-0.001,5.5,110,120,0.458,0.469,-0.011,0.485,0.016,,,1,1.1,-1.0,7,19,1,1.84,1.49,1.23,1.52,,1,1.1,-1.0
2026-06-10,824996,2026-06-11T01:05:00Z,687075,Brandon Sproat,Athletics,False,0.219,0.196,0.105,0.225,lineup,1.0,0.21,22.1,4.82,4.62,4.65,4.35,,"[{""id"": 701762, ""name"": ""Nick Kurtz"", ""slot"": 1}, {""id"": 691016, ""name"": ""Tyler Soderstrom"", ""slot"": 2}, {""id"": 669127, ""name"": ""Shea Langeliers"", ""slot"": 3}, {""id"": 666126, ""name"": ""Carlos Cortes"", ""slot"": 4}, {""id"": 680869, ""name"": ""Zack Gelof"", ""slot"": 5}, {""id"": 671732, ""name"": ""Lawrence Butler"", ""slot"": 6}, {""id"": 703607, ""name"": ""Henry Bolte"", ""slot"": 7}, {""id"": 643446, ""name"": ""Jeff McNeil"", ""slot"": 8}, {""id"": 675961, ""name"": ""Alika Williams"", ""slot"": 9}]",4.5,114,fanduel,130,draftkings,4,0.495,0.456,0.039,0.06,0.161,0.497,0.041,,,0.439,-0.017,4.5,114,130,0.596,0.456,0.14,0.531,0.075,,,0,-1.0,1.3,3,21,1,-1.82,-1.62,-1.65,-1.35,,0,-1.0,1.3
