date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-22,two_leg,1,2,Michael King,650633,under,5.5,-105.0,0.687,0.573,Merrill Kelly,518876,under,3.5,-105.0,0.601,0.492,,,,,,,,281,3.811791,0.412887,0.281916,0.130971,0.573839,3.0,0.238661,0.610259,,5,1,2,1,,,1,2.811791
2026-06-22,two_leg,2,2,Hunter Brown,686613,over,5.5,-117.0,0.632,0.518,Tyler Phillips,663969,over,4.5,125.0,0.572,0.429,,,,,,,,317,4.173077,0.361504,0.222222,0.139282,0.508584,3.0,0.084512,0.409866,,4,0,4,0,,,0,-1.0
2026-06-22,three_leg,1,3,Hunter Brown,686613,over,5.5,-117.0,0.632,0.518,Merrill Kelly,518876,under,3.5,-105.0,0.601,0.492,Tyler Phillips,663969,over,4.5,125.0,0.572,0.429,715,8.147436,0.217264,0.109333,0.107931,0.770144,6.0,0.303583,0.694658,Merrill Kelly,4,0,2,1,4,0,0,-1.0
