date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-06-02,two_leg,1,2,Davis Martin,663436,over,5.5,120.0,0.725,0.43,Miles Mikolas,571945,over,3.5,130.0,0.592,0.417,,,,,,,,406,5.06,0.4292,0.17931,0.24989,1.171752,
2026-06-02,two_leg,2,2,Eric Lauer,641778,over,3.5,134.0,0.408,0.41,Aaron Nola,605400,under,4.5,132.0,0.463,0.419,,,,,,,,443,5.4288,0.188904,0.17179,0.017114,0.025522,
2026-06-02,three_leg,1,3,Davis Martin,663436,over,5.5,120.0,0.725,0.43,Miles Mikolas,571945,over,3.5,130.0,0.592,0.417,Aaron Nola,605400,under,4.5,132.0,0.463,0.419,1074,11.7392,0.19872,0.075131,0.123589,1.332809,Davis Martin
