date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg
2026-06-25,two_leg,1,2,Troy Melton,675512,under,4.0,138.0,0.591,0.478,Cristopher Sánchez,650911,over,6.5,117.0,0.575,0.437,,,,,,,,416,5.1646,0.339825,0.208886,0.130939,0.75506,3.0,0.019475,0.325317,
