date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-09,823224,2026-05-10T01:05:00Z,677952,Braxton Ashcraft,San Francisco Giants,False,0.273,0.286,0.143,0.218,team,0.98,0.265,23.7,6.39,6.39,6.27,5.81,[],4.5,-120,betonlineag,120,betmgm,6,0.749,0.529,0.22,0.373,-0.448
2026-05-09,824523,2026-05-09T20:10:00Z,681293,Spencer Arrighetti,Cincinnati Reds,False,0.248,0.248,0.121,0.248,team,1.0,0.269,25.2,5.69,6.88,6.79,7.92,[],5.5,110,fanduel,-110,betmgm,6,0.671,0.475,0.196,0.409,-0.372
2026-05-09,823304,2026-05-09T23:15:00Z,681190,Randy Vásquez,St. Louis Cardinals,True,0.224,0.217,0.124,0.217,team,1.02,0.225,23.0,5.09,4.91,5.18,3.15,[],3.5,115,betmgm,125,bovada,6,0.759,0.572,0.187,0.632,-0.458
2026-05-09,824115,2026-05-09T23:10:00Z,608379,Michael Wacha,Detroit Tigers,True,0.207,0.203,0.114,0.22,team,1.0,0.207,25.2,4.72,5.06,5.21,6.57,[],4.5,-104,draftkings,-118,fanduel,5,0.596,0.485,0.111,0.169,-0.253
2026-05-09,823792,2026-05-09T23:10:00Z,693645,Cam Schlittler,Milwaukee Brewers,False,0.293,0.252,0.169,0.201,team,1.0,0.264,23.4,6.36,5.79,6.18,5.13,[],5.5,100,fanduel,-105,betmgm,6,0.583,0.486,0.097,0.165,-0.185
2026-05-09,822905,2026-05-09T23:05:00Z,665795,Edward Cabrera,Texas Rangers,False,0.216,0.215,0.132,0.235,team,1.0,0.241,25.1,4.97,5.66,6.05,6.15,[],5.5,100,fanduel,-125,betmgm,6,0.562,0.473,0.089,0.123,-0.211
2026-05-09,822820,2026-05-09T19:07:00Z,686799,Jack Kochanowicz,Toronto Blue Jays,False,0.171,0.154,0.108,0.182,team,1.01,0.148,25.4,3.78,3.38,3.75,3.62,[],3.5,125,bovada,-137,betrivers,6,0.516,0.428,0.088,0.161,-0.163
2026-05-09,824606,2026-05-09T23:10:00Z,641743,Anthony Kay,Seattle Mariners,True,0.14,0.173,0.084,0.243,team,1.0,0.169,26.0,3.52,4.29,4.4,6.26,[],3.5,125,betmgm,120,draftkings,6,0.64,0.554,0.086,0.441,-0.209
2026-05-09,824766,2026-05-09T20:10:00Z,801139,Payton Tolle,Tampa Bay Rays,True,0.343,0.343,0.148,0.187,team,0.96,0.259,22.3,7.9,6.37,5.78,4.1,[],5.5,116,fanduel,120,betmgm,6,0.519,0.446,0.073,0.12,0.059
2026-05-09,823468,2026-05-09T22:05:00Z,607536,Kyle Freeland,Philadelphia Phillies,False,0.216,0.216,0.134,0.213,team,1.0,0.22,22.2,4.97,4.55,4.88,4.92,[],4.5,100,bovada,-110,betmgm,6,0.538,0.492,0.046,0.076,-0.118
2026-05-09,823792,2026-05-09T23:10:00Z,690986,Kyle Harrison,New York Yankees,True,0.292,0.27,0.142,0.229,team,1.0,0.287,20.0,6.51,5.76,5.73,4.35,[],5.5,100,bovada,-110,betmgm,6,0.511,0.497,0.014,0.021,-0.066
