date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-10,823793,2026-05-10T18:10:00Z,607074,Carlos Rodón,Milwaukee Brewers,False,0.0,0.0,0.0,0.201,team,1.0,0.201,23.0,0.0,4.63,4.63,3.64,[],4.5,-130,fanduel,105,betmgm,6,0.492,0.533,-0.041,-0.129,0.041
2026-05-10,822902,2026-05-10T18:35:00Z,594798,Jacob deGrom,Chicago Cubs,True,0.313,0.301,0.165,0.199,team,1.0,0.277,21.9,7.09,5.98,6.07,3.88,[],6.5,113,draftkings,120,betmgm,6,0.405,0.457,-0.052,-0.137,0.308
2026-05-10,824765,2026-05-10T17:35:00Z,607259,Nick Martinez,Boston Red Sox,False,0.167,0.169,0.085,0.213,lineup,0.96,0.152,24.3,3.86,4.07,3.7,5.33,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 807799, ""name"": ""Masataka Yoshida"", ""slot"": 4}, {""id"": 596115, ""name"": ""Trevor Story"", ""slot"": 5}, {""id"": 681508, ""name"": ""Mickey Gasper"", ""slot"": 6}, {""id"": 691785, ""name"": ""Marcelo Mayer"", ""slot"": 7}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 8}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 9}]",3.5,125,betmgm,120,bovada,6,0.505,0.563,-0.058,0.137,0.088
2026-05-10,823793,2026-05-10T18:10:00Z,701656,Logan Henderson,New York Yankees,True,0.367,0.367,0.0,0.233,team,1.0,0.379,15.0,8.43,5.69,5.69,3.38,[],5.5,125,bovada,122,draftkings,6,0.504,0.572,-0.068,0.133,0.102
2026-05-10,823221,2026-05-10T20:05:00Z,641816,Tyler Mahle,Pittsburgh Pirates,True,0.215,0.212,0.085,0.234,team,0.98,0.201,23.0,4.92,5.12,4.63,5.27,[],4.5,115,betmgm,120,fanduel,5,0.492,0.569,-0.077,0.059,0.117
2026-05-10,825085,2026-05-10T20:10:00Z,593958,Eduardo Rodriguez,New York Mets,True,0.172,0.171,0.081,0.212,team,1.0,0.157,24.3,3.94,3.92,3.81,5.61,[],4.5,290,betrivers,-165,bovada,5,0.335,0.412,-0.077,0.306,0.068
2026-05-10,823463,2026-05-10T17:35:00Z,608372,Tomoyuki Sugano,Philadelphia Phillies,False,0.146,0.118,0.083,0.203,lineup,1.0,0.13,21.7,3.1,2.76,2.84,3.14,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 4}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 5}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 6}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 7}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 8}, {""id"": 702222, ""name"": ""Justin Crawford"", ""slot"": 9}]",3.5,120,bovada,160,betrivers,6,0.316,0.433,-0.117,-0.305,0.778
2026-05-10,824845,2026-05-10T17:35:00Z,605135,Chris Bassitt,Athletics,True,0.128,0.147,0.092,0.226,team,1.0,0.152,22.7,3.12,3.09,3.44,3.84,[],4.5,230,betrivers,-125,betmgm,7,0.264,0.45,-0.186,-0.13,0.325
2026-05-10,824520,2026-05-10T17:40:00Z,671096,Andrew Abbott,Houston Astros,True,0.154,0.155,0.094,0.201,team,1.0,0.147,22.5,3.54,3.09,3.3,4.01,[],4.5,220,betrivers,-130,betmgm,6,0.237,0.443,-0.206,-0.24,0.349
2026-05-10,823954,2026-05-10T20:10:00Z,680736,Justin Wrobleski,Atlanta Braves,True,0.105,0.103,0.06,0.206,team,1.02,0.101,27.2,2.4,2.59,2.76,6.12,[],4.5,135,bovada,-150,betmgm,5,0.147,0.42,-0.273,-0.656,0.422
2026-05-10,824520,2026-05-10T17:40:00Z,678906,Kai-Wei Teng,Cincinnati Reds,False,0.247,0.154,0.099,0.251,lineup,1.0,0.228,58.6,4.83,13.52,13.36,8.79,"[{""id"": 666181, ""name"": ""Will Benson"", ""slot"": 1}, {""id"": 668715, ""name"": ""Spencer Steer"", ""slot"": 2}, {""id"": 682829, ""name"": ""Elly De La Cruz"", ""slot"": 3}, {""id"": 701398, ""name"": ""Sal Stewart"", ""slot"": 4}, {""id"": 668709, ""name"": ""JJ Bleday"", ""slot"": 5}, {""id"": 663886, ""name"": ""Tyler Stephenson"", ""slot"": 6}, {""id"": 694362, ""name"": ""Blake Dunn"", ""slot"": 7}, {""id"": 680574, ""name"": ""Matt McLain"", ""slot"": 8}, {""id"": 663647, ""name"": ""Ke'Bryan Hayes"", ""slot"": 9}]",,,,,,0,,,,,
2026-05-10,825085,2026-05-10T20:10:00Z,623211,Huascar Brazobán,Arizona Diamondbacks,False,0.203,0.0,0.142,0.218,team,1.0,0.222,43.0,4.67,8.46,9.57,6.44,[],,,,,,0,,,,,
2026-05-10,822819,2026-05-10T17:37:00Z,693686,Spencer Miles,Los Angeles Angels,True,0.213,0.0,0.097,0.256,team,1.01,0.236,23.0,4.91,5.59,5.42,4.46,[],,,,,,0,,,,,
2026-05-10,824440,2026-05-10T17:40:00Z,702193,Andrew Morris,Cleveland Guardians,False,0.205,0.0,0.123,0.185,lineup,1.0,0.179,23.0,4.73,4.23,4.12,2.27,"[{""id"": 680757, ""name"": ""Steven Kwan"", ""slot"": 1}, {""id"": 800050, ""name"": ""Chase DeLauter"", ""slot"": 2}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 3}, {""id"": 700932, ""name"": ""Kyle Manzardo"", ""slot"": 4}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 5}, {""id"": 682657, ""name"": ""Angel Martínez"", ""slot"": 6}, {""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 7}, {""id"": 672275, ""name"": ""Patrick Bailey"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",,,,,,0,,,,,
2026-05-10,824113,2026-05-10T23:20:00Z,669724,Brenan Hanifee,Kansas City Royals,False,0.16,0.0,0.0,0.222,team,1.0,0.158,23.0,3.68,3.63,3.63,4.94,[],,,,,,0,,,,,
