date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml
2026-06-05,824186,2026-06-06T00:10:00Z,678022,Jack Perkins,Houston Astros,False,0.264,0.0,0.155,0.214,team,1.0,0.251,23.0,6.07,5.78,5.78,,[],3.5,-165,betrivers,123,betrivers,1,0.828,0.581,0.247,0.329,-0.616,0.637,0.056,,
2026-06-05,823699,2026-06-06T00:15:00Z,608379,Michael Wacha,Minnesota Twins,False,0.215,0.227,0.114,0.241,lineup,1.01,0.238,25.3,5.05,5.69,6.04,,"[{""id"": 621439, ""name"": ""Byron Buxton"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 3}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 4}, {""id"": 606115, ""name"": ""Orlando Arcia"", ""slot"": 5}, {""id"": 807712, ""name"": ""Luke Keaschall"", ""slot"": 6}, {""id"": 668885, ""name"": ""Austin Martin"", ""slot"": 7}, {""id"": 668952, ""name"": ""Ryan Kreidler"", ""slot"": 8}, {""id"": 656577, ""name"": ""Alex Jackson"", ""slot"": 9}]",4.5,-108,betrivers,-105,betmgm,6,0.72,0.499,0.221,0.386,-0.453,0.587,0.088,,
2026-06-05,825073,2026-06-06T01:40:00Z,656492,Foster Griffin,Arizona Diamondbacks,False,0.232,0.274,0.112,0.203,team,1.0,0.224,23.4,5.72,5.23,5.23,,[],4.5,116,betrivers,-125,draftkings,6,0.599,0.451,0.148,0.295,-0.279,0.543,0.092,,
2026-06-05,824350,2026-06-06T00:40:00Z,687075,Brandon Sproat,Colorado Rockies,False,0.24,0.265,0.108,0.222,lineup,0.92,0.227,22.6,5.74,6.0,5.13,,"[{""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 1}, {""id"": 671289, ""name"": ""Tyler Freeman"", ""slot"": 2}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 3}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 4}, {""id"": 687859, ""name"": ""Troy Johnston"", ""slot"": 5}, {""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 6}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 7}, {""id"": 694514, ""name"": ""Sterlin Thompson"", ""slot"": 8}, {""id"": 666397, ""name"": ""Edouard Julien"", ""slot"": 9}]",4.5,110,fanduel,-131,draftkings,5,0.582,0.45,0.132,0.221,-0.262,0.537,0.087,,
2026-06-05,823699,2026-06-06T00:15:00Z,805673,Zebby Matthews,Kansas City Royals,True,0.253,0.253,0.121,0.22,lineup,1.01,0.249,23.8,5.81,5.74,5.92,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 686469, ""name"": ""Vinnie Pasquantino"", ""slot"": 3}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 4}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 5}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 6}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 7}, {""id"": 679845, ""name"": ""Nick Loftin"", ""slot"": 8}, {""id"": 664728, ""name"": ""Kyle Isbel"", ""slot"": 9}]",4.5,130,betmgm,128,fanduel,5,0.704,0.573,0.131,0.618,-0.324,0.581,0.008,,
2026-06-05,823293,2026-06-06T01:40:00Z,681035,Christian Scott,San Diego Padres,False,0.281,0.274,0.107,0.236,team,1.02,0.298,20.1,6.4,5.85,5.97,,[],5.5,120,betrivers,-145,bovada,5,0.549,0.435,0.114,0.208,-0.238,0.526,0.091,,
2026-06-05,824914,2026-06-05T23:15:00Z,527048,Martín Pérez,Pittsburgh Pirates,True,0.205,0.222,0.094,0.235,team,1.0,0.221,24.0,4.87,5.31,5.31,,[],4.5,-113,betrivers,-104,fanduel,5,0.612,0.51,0.102,0.153,-0.238,0.547,0.037,,
2026-06-05,824271,2026-06-05T22:40:00Z,693433,Bryan Woo,Detroit Tigers,False,0.244,0.345,0.132,0.221,lineup,1.0,0.28,23.0,6.54,6.53,6.43,,"[{""id"": 650402, ""name"": ""Gleyber Torres"", ""slot"": 1}, {""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 2}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 3}, {""id"": 681481, ""name"": ""Kerry Carpenter"", ""slot"": 4}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 5}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 6}, {""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 7}, {""id"": 656716, ""name"": ""Zach McKinstry"", ""slot"": 8}, {""id"": 670097, ""name"": ""Zack Short"", ""slot"": 9}]",5.5,-115,betrivers,100,fanduel,6,0.621,0.522,0.099,0.16,-0.241,0.55,0.028,,
2026-06-05,823538,2026-06-05T23:05:00Z,677960,Ryan Weathers,Boston Red Sox,True,0.29,0.287,0.124,0.21,lineup,1.0,0.27,23.9,6.64,6.74,6.44,,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 2}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 3}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 4}, {""id"": 702332, ""name"": ""Caleb Durbin"", ""slot"": 5}, {""id"": 643396, ""name"": ""Isiah Kiner-Falefa"", ""slot"": 6}, {""id"": 655316, ""name"": ""Andruw Monasterio"", ""slot"": 7}, {""id"": 681508, ""name"": ""Mickey Gasper"", ""slot"": 8}, {""id"": 657136, ""name"": ""Connor Wong"", ""slot"": 9}]",6.5,120,fanduel,-140,fanatics,6,0.464,0.435,0.029,0.022,-0.082,0.497,0.062,,
2026-06-05,824186,2026-06-06T00:10:00Z,663567,Peter Lambert,Athletics,True,0.226,0.194,0.124,0.22,team,1.0,0.208,24.2,4.9,5.03,5.03,,[],4.5,-130,fanduel,111,draftkings,6,0.565,0.544,0.021,-0.001,-0.081,0.531,-0.013,,
2026-06-05,822892,2026-06-06T00:15:00Z,800048,Parker Messick,Texas Rangers,False,0.272,0.259,0.136,0.23,team,1.0,0.273,22.9,6.13,6.24,6.24,,[],5.5,120,draftkings,126,fanduel,5,0.592,0.575,0.017,0.302,-0.077,0.54,-0.035,,
2026-06-05,823860,2026-06-05T23:10:00Z,656876,Drew Rasmussen,Miami Marlins,False,0.233,0.202,0.114,0.224,lineup,1.0,0.219,22.0,5.07,4.71,4.82,,"[{""id"": 689414, ""name"": ""Liam Hicks"", ""slot"": 1}, {""id"": 672640, ""name"": ""Otto Lopez"", ""slot"": 2}, {""id"": 669065, ""name"": ""Kyle Stowers"", ""slot"": 3}, {""id"": 669364, ""name"": ""Xavier Edwards"", ""slot"": 4}, {""id"": 691594, ""name"": ""Javier Sanoja"", ""slot"": 5}, {""id"": 683357, ""name"": ""Owen Caissie"", ""slot"": 6}, {""id"": 805300, ""name"": ""Jakob Marsee"", ""slot"": 7}, {""id"": 691788, ""name"": ""Joe Mack"", ""slot"": 8}, {""id"": 665923, ""name"": ""Esteury Ruiz"", ""slot"": 9}]",4.5,-114,betrivers,-105,bovada,6,0.528,0.512,0.016,-0.009,-0.079,0.519,0.006,,
2026-06-05,823455,2026-06-05T22:40:00Z,641743,Anthony Kay,Philadelphia Phillies,False,0.163,0.191,0.092,0.231,lineup,1.0,0.179,24.7,4.01,4.28,4.42,,"[{""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 1}, {""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 4}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 5}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 6}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 7}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 8}, {""id"": 672642, ""name"": ""Steward Berroa"", ""slot"": 9}]",4.5,115,betmgm,-137,draftkings,6,0.452,0.447,0.005,-0.027,-0.053,0.493,0.046,,
2026-06-05,823049,2026-06-06T00:15:00Z,681517,Kyle Leahy,Cincinnati Reds,True,0.184,0.207,0.103,0.247,team,1.0,0.212,22.9,4.44,4.85,4.85,,[],4.5,-125,betrivers,108,fanduel,5,0.534,0.536,-0.002,-0.039,-0.03,0.521,-0.015,,
2026-06-05,823943,2026-06-06T02:10:00Z,808963,Roki Sasaki,Los Angeles Angels,True,0.225,0.246,0.144,0.247,team,1.02,0.261,22.4,5.37,5.75,5.86,,[],5.5,-140,fanduel,117,draftkings,6,0.532,0.554,-0.022,-0.088,0.015,0.52,-0.034,,
2026-06-05,822810,2026-06-05T23:07:00Z,702056,Trey Yesavage,Baltimore Orioles,True,0.262,0.275,0.147,0.235,team,1.01,0.282,21.5,6.14,6.0,6.06,,[],6.5,125,betmgm,120,betrivers,5,0.404,0.429,-0.025,-0.092,0.312,0.477,0.048,,
