date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml
2026-06-08,823218,2026-06-09T01:45:00Z,571945,Miles Mikolas,San Francisco Giants,False,0.147,0.161,0.077,0.211,team,0.98,0.14,28.0,3.51,4.0,3.92,,[],3.5,136,fanduel,-170,fanatics,6,0.551,0.398,0.153,0.301,-0.287,0.518,0.12,,
2026-06-08,824829,2026-06-08T22:35:00Z,676106,Emerson Hancock,Baltimore Orioles,False,0.258,0.214,0.122,0.237,team,1.0,0.253,22.5,5.54,5.7,5.7,,[],4.5,-141,betrivers,115,fanatics,6,0.673,0.556,0.117,0.15,-0.297,0.562,0.007,,
2026-06-08,822806,2026-06-08T23:07:00Z,650911,Cristopher Sánchez,Toronto Blue Jays,False,0.295,0.307,0.168,0.191,team,1.01,0.257,27.3,6.9,6.95,7.02,,[],6.5,108,draftkings,-118,betrivers,5,0.554,0.455,0.099,0.151,-0.175,0.519,0.064,,
2026-06-08,824427,2026-06-08T22:40:00Z,701542,Will Warren,Cleveland Guardians,False,0.258,0.202,0.106,0.205,team,1.0,0.215,23.1,5.42,4.96,4.96,,[],4.5,113,draftkings,-125,bovada,5,0.552,0.476,0.076,0.175,-0.193,0.519,0.043,,
2026-06-08,824427,2026-06-08T22:40:00Z,668909,Gavin Williams,New York Yankees,True,0.29,0.27,0.153,0.23,team,1.0,0.289,25.0,6.49,7.22,7.22,,[],6.5,-134,fanduel,116,betrivers,6,0.583,0.554,0.029,0.018,-0.099,0.53,-0.024,,
2026-06-08,824998,2026-06-09T02:05:00Z,690986,Kyle Harrison,Athletics,False,0.319,0.349,0.149,0.222,team,1.0,0.326,21.2,7.61,6.92,6.92,,[],6.5,-121,betrivers,111,draftkings,6,0.539,0.543,-0.004,-0.016,-0.027,0.514,-0.029,,
2026-06-08,822972,2026-06-08T22:40:00Z,813349,Connelly Early,Tampa Bay Rays,False,0.227,0.254,0.105,0.191,team,1.0,0.202,23.9,5.48,4.83,4.83,,[],4.5,-150,bovada,121,draftkings,6,0.53,0.567,-0.037,-0.117,0.039,0.511,-0.056,,
2026-06-08,824025,2026-06-09T01:38:00Z,681293,Spencer Arrighetti,Los Angeles Angels,False,0.212,0.181,0.107,0.249,team,1.0,0.221,23.7,4.59,5.25,5.25,,[],5.5,108,draftkings,-125,bovada,6,0.428,0.469,-0.041,-0.109,0.029,0.476,0.007,,
2026-06-08,824998,2026-06-09T02:05:00Z,605488,Jeffrey Springs,Milwaukee Brewers,True,0.203,0.184,0.108,0.204,team,1.0,0.178,22.7,4.5,4.04,4.04,,[],4.5,124,draftkings,-140,betmgm,5,0.38,0.441,-0.061,-0.149,0.063,0.459,0.018,,
2026-06-08,823289,2026-06-09T01:40:00Z,621111,Walker Buehler,Cincinnati Reds,True,0.201,0.187,0.086,0.244,team,1.02,0.216,20.8,4.49,4.4,4.49,,[],4.5,-115,betrivers,105,draftkings,6,0.465,0.529,-0.064,-0.13,0.096,0.489,-0.04,,
2026-06-08,823289,2026-06-09T01:40:00Z,671096,Andrew Abbott,San Diego Padres,False,0.158,0.164,0.098,0.233,team,1.02,0.17,23.0,3.68,3.83,3.9,,[],4.5,114,betrivers,-130,draftkings,5,0.353,0.455,-0.102,-0.246,0.146,0.449,-0.006,,
2026-06-08,823218,2026-06-09T01:45:00Z,657277,Logan Webb,Washington Nationals,True,0.203,0.202,0.098,0.213,team,0.98,0.188,24.6,4.66,4.72,4.63,,[],5.5,122,fanduel,120,betmgm,5,0.319,0.429,-0.11,-0.293,0.499,0.436,0.007,,
2026-06-08,822806,2026-06-08T23:07:00Z,571578,Patrick Corbin,Philadelphia Phillies,True,0.158,0.145,0.093,0.226,team,1.01,0.156,21.6,3.52,3.32,3.35,,[],3.5,130,betmgm,134,fanduel,6,0.431,0.588,-0.157,-0.008,0.33,0.477,-0.111,,
2026-06-08,824025,2026-06-09T01:38:00Z,680570,Grayson Rodriguez,Houston Astros,True,0.198,0.198,0.099,0.216,team,1.0,0.19,21.5,4.55,4.09,4.09,,[],5.5,116,draftkings,-140,fanduel,5,0.229,0.445,-0.216,-0.506,0.323,0.398,-0.047,,
2026-06-08,822972,2026-06-08T22:40:00Z,693855,Ian Seymour,Boston Red Sox,True,0.246,0.25,0.141,0.22,team,1.0,0.242,28.0,5.7,6.77,6.77,,[],,,,,,0,,,,,,,,,
