date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-04,824363,2026-05-04T21:40:00Z,623211,Huascar Brazobán,Colorado Rockies,False,0.22,0.0,0.152,0.258,lineup,0.92,0.261,23.0,5.07,5.69,5.99,3.69,"[{""id"": 666160, ""name"": ""Mickey Moniak"", ""slot"": 1}, {""id"": 671289, ""name"": ""Tyler Freeman"", ""slot"": 2}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 3}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 4}, {""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 5}, {""id"": 687597, ""name"": ""Jordan Beck"", ""slot"": 6}, {""id"": 691720, ""name"": ""Kyle Karros"", ""slot"": 7}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 8}, {""id"": 686668, ""name"": ""Brenton Doyle"", ""slot"": 9}]",1.5,134,betonlineag,-175,betonlineag,2,0.983,0.406,0.577,1.299,-0.973
2026-05-04,824283,2026-05-04T22:10:00Z,663947,Tyler Holton,Boston Red Sox,True,0.154,0.333,0.096,0.237,lineup,1.0,0.224,40.2,5.19,8.83,8.99,5.33,"[{""id"": 680776, ""name"": ""Jarren Duran"", ""slot"": 1}, {""id"": 575929, ""name"": ""Willson Contreras"", ""slot"": 2}, {""id"": 701350, ""name"": ""Roman Anthony"", ""slot"": 3}, {""id"": 596115, ""name"": ""Trevor Story"", ""slot"": 4}, {""id"": 677800, ""name"": ""Wilyer Abreu"", ""slot"": 5}, {""id"": 678882, ""name"": ""Ceddanne Rafaela"", ""slot"": 6}, {""id"": 691785, ""name"": ""Marcelo Mayer"", ""slot"": 7}, {""id"": 665966, ""name"": ""Carlos Narváez"", ""slot"": 8}, {""id"": 655316, ""name"": ""Andruw Monasterio"", ""slot"": 9}]",1.5,116,mybookieag,-160,mybookieag,1,0.999,0.429,0.57,1.157,-0.998
2026-05-04,824201,2026-05-05T00:10:00Z,595345,Steven Okert,Los Angeles Dodgers,True,0.164,0.0,0.114,0.214,lineup,1.0,0.176,23.0,3.77,3.43,4.05,3.01,"[{""id"": 660271, ""name"": ""Shohei Ohtani"", ""slot"": 1}, {""id"": 518692, ""name"": ""Freddie Freeman"", ""slot"": 2}, {""id"": 669257, ""name"": ""Will Smith"", ""slot"": 3}, {""id"": 606192, ""name"": ""Teoscar Hernández"", ""slot"": 4}, {""id"": 663656, ""name"": ""Kyle Tucker"", ""slot"": 5}, {""id"": 571970, ""name"": ""Max Muncy"", ""slot"": 6}, {""id"": 681624, ""name"": ""Andy Pages"", ""slot"": 7}, {""id"": 808975, ""name"": ""Hyeseong Kim"", ""slot"": 8}, {""id"": 690976, ""name"": ""Alex Freeland"", ""slot"": 9}]",1.5,175,betonlineag,-230,mybookieag,2,0.912,0.348,0.564,1.507,-0.873
2026-05-04,824283,2026-05-04T22:10:00Z,801139,Payton Tolle,Detroit Tigers,False,0.357,0.357,0.168,0.234,lineup,1.0,0.361,21.0,8.21,7.24,7.57,3.4,"[{""id"": 663330, ""name"": ""Jahmai Jones"", ""slot"": 1}, {""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 2}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 3}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 4}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 5}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 6}, {""id"": 701678, ""name"": ""Hao-Yu  Lee"", ""slot"": 7}, {""id"": 690993, ""name"": ""Colt Keith"", ""slot"": 8}, {""id"": 670097, ""name"": ""Zack Short"", ""slot"": 9}]",5.5,116,fanduel,120,betmgm,7,0.766,0.449,0.317,0.656,-0.486
2026-05-04,824684,2026-05-04T23:10:00Z,695534,Chase Petty,Chicago Cubs,False,0.0,0.0,0.0,0.202,lineup,1.0,0.202,23.0,0.0,4.72,4.65,3.64,"[{""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 1}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 2}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 3}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 4}, {""id"": 673548, ""name"": ""Seiya Suzuki"", ""slot"": 5}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 6}, {""id"": 608348, ""name"": ""Carson Kelly"", ""slot"": 7}, {""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 8}, {""id"": 621020, ""name"": ""Dansby Swanson"", ""slot"": 9}]",3.5,150,betrivers,120,betmgm,7,0.682,0.416,0.266,0.705,-0.3
2026-05-04,823228,2026-05-05T01:45:00Z,681190,Randy Vásquez,San Francisco Giants,False,0.248,0.228,0.131,0.218,team,0.98,0.233,22.8,5.52,5.3,5.32,3.91,[],3.5,-135,bovada,115,betonlineag,6,0.777,0.548,0.229,0.353,-0.521
2026-05-04,824039,2026-05-05T01:38:00Z,667755,José Soriano,Chicago White Sox,True,0.301,0.322,0.158,0.246,team,1.0,0.338,23.4,7.11,7.91,7.91,5.4,[],6.5,100,betonlineag,-120,bovada,7,0.676,0.475,0.201,0.352,-0.406
2026-05-04,823228,2026-05-05T01:45:00Z,686790,Trevor McDonald,San Diego Padres,True,0.0,0.0,0.0,0.222,team,0.98,0.217,23.0,0.0,5.1,5.0,4.72,[],3.5,-130,betonlineag,107,draftkings,6,0.735,0.535,0.2,0.3,-0.45
2026-05-04,824120,2026-05-04T23:40:00Z,608379,Michael Wacha,Cleveland Guardians,True,0.223,0.203,0.127,0.21,lineup,1.0,0.211,25.0,4.95,4.93,5.29,4.84,"[{""id"": 680757, ""name"": ""Steven Kwan"", ""slot"": 1}, {""id"": 682177, ""name"": ""Daniel Schneemann"", ""slot"": 2}, {""id"": 608070, ""name"": ""José Ramírez"", ""slot"": 3}, {""id"": 656555, ""name"": ""Rhys Hoskins"", ""slot"": 4}, {""id"": 683953, ""name"": ""Travis Bazzana"", ""slot"": 5}, {""id"": 681807, ""name"": ""David Fry"", ""slot"": 6}, {""id"": 682657, ""name"": ""Angel Martínez"", ""slot"": 7}, {""id"": 666310, ""name"": ""Bo Naylor"", ""slot"": 8}, {""id"": 677587, ""name"": ""Brayan Rocchio"", ""slot"": 9}]",4.5,120,fanduel,-140,betmgm,7,0.608,0.441,0.167,0.338,-0.328
2026-05-04,823552,2026-05-04T23:05:00Z,693645,Cam Schlittler,Baltimore Orioles,True,0.314,0.288,0.176,0.249,lineup,1.0,0.351,22.8,6.99,7.54,8.01,5.4,"[{""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 1}, {""id"": 668939, ""name"": ""Adley Rutschman"", ""slot"": 2}, {""id"": 687637, ""name"": ""Dylan Beavers"", ""slot"": 3}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 4}, {""id"": 694212, ""name"": ""Samuel Basallo"", ""slot"": 5}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 6}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 7}, {""id"": 669236, ""name"": ""Jeremiah Jackson"", ""slot"": 8}, {""id"": 677942, ""name"": ""Blaze Alexander"", ""slot"": 9}]",6.5,115,betmgm,210,betrivers,7,0.688,0.528,0.16,0.478,-0.031
