date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg
2026-05-30,two_leg,1,2,Sonny Gray,543243,under,4.5,120.0,0.705,0.437,Foster Griffin,656492,over,5.5,325.0,0.529,0.408,,,,,,,,835,9.35,0.372945,0.178296,0.194649,2.487036,
2026-05-30,two_leg,2,2,Martín Pérez,527048,over,4.5,126.0,0.71,0.425,Ben Brown,676962,over,4.5,-125.0,0.85,0.539,,,,,,,,307,4.068,0.6035,0.229075,0.374425,1.455038,
2026-05-30,three_leg,1,3,Sonny Gray,543243,under,4.5,120.0,0.705,0.437,Foster Griffin,656492,over,5.5,325.0,0.529,0.408,Tyler Phillips,663969,over,3.5,-110.0,0.796,0.508,1685,17.85,0.296864,0.090574,0.20629,4.299026,Sonny Gray
