date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc
2026-06-15,822724,2026-06-15T22:45:00Z,674841,Andrew Alvarez,Kansas City Royals,True,0.252,0.231,0.128,0.213,team,1.0,0.231,28.0,5.61,6.46,6.46,6.16,,[],4.5,108,fanduel,125,betmgm,5,0.772,0.458,0.314,0.605,-0.486,0.607,0.149,,,0.669,0.211
2026-06-15,824181,2026-06-16T00:10:00Z,678906,Kai-Wei Teng,Detroit Tigers,True,0.228,0.234,0.111,0.228,team,1.0,0.233,27.3,5.3,6.36,6.36,6.06,,[],5.5,135,bovada,-152,betrivers,5,0.611,0.418,0.193,0.435,-0.355,0.54,0.123,,,0.567,0.15
2026-06-15,825071,2026-06-16T01:40:00Z,700712,Walbert Ureña,Arizona Diamondbacks,False,0.227,0.236,0.121,0.203,team,1.0,0.209,24.4,5.31,5.08,5.08,4.78,,[],4.5,125,betmgm,-140,fanduel,4,0.574,0.432,0.142,0.291,-0.269,0.527,0.095,,,0.543,0.111
2026-06-15,823046,2026-06-15T23:45:00Z,669160,Dustin May,San Diego Padres,True,0.219,0.279,0.101,0.23,team,1.0,0.248,23.7,5.59,5.87,5.87,5.57,,[],4.5,120,fanatics,136,fanduel,6,0.698,0.585,0.112,0.535,-0.286,0.574,-0.011,,,0.619,0.033
2026-06-15,824666,2026-06-16T00:05:00Z,547179,Michael Lorenzen,Chicago Cubs,False,0.172,0.22,0.094,0.214,team,1.0,0.182,22.4,4.4,4.09,4.09,3.79,,[],3.5,131,draftkings,140,fanduel,4,0.584,0.574,0.01,0.348,-0.0,0.53,-0.044,,,0.545,-0.029
2026-06-15,822724,2026-06-15T22:45:00Z,687765,Mitch Spence,Washington Nationals,False,0.143,0.0,0.0,0.213,team,1.0,0.135,23.0,3.29,3.11,3.11,2.81,,[],3.5,135,bovada,-172,draftkings,5,0.378,0.403,-0.025,-0.111,-0.017,0.457,0.054,,,0.419,0.016
2026-06-15,824505,2026-06-15T23:10:00Z,695505,Chase Burns,New York Mets,True,0.296,0.354,0.164,0.221,team,1.0,0.314,22.7,7.35,7.15,7.15,6.84,,[],7.5,116,fanduel,124,draftkings,6,0.423,0.453,-0.029,-0.086,0.292,0.473,0.02,,,0.461,0.008
2026-06-15,824993,2026-06-16T01:40:00Z,683003,Jared Jones,Athletics,False,0.241,0.241,0.168,0.22,team,1.0,0.236,19.3,5.55,4.57,4.57,4.27,,[],4.5,-130,fanatics,113,draftkings,6,0.481,0.536,-0.055,-0.149,0.105,0.494,-0.043,,,0.488,-0.048
2026-06-15,823452,2026-06-15T22:40:00Z,554430,Zack Wheeler,Miami Marlins,True,0.249,0.263,0.136,0.219,team,1.0,0.248,23.6,5.85,5.86,5.86,5.55,,[],6.5,110,fanduel,-125,betmgm,5,0.371,0.459,-0.088,-0.222,0.133,0.454,-0.005,,,0.427,-0.032
2026-06-15,823938,2026-06-16T02:10:00Z,641778,Eric Lauer,Tampa Bay Rays,True,0.16,0.13,0.099,0.19,team,1.02,0.128,24.2,3.41,3.03,3.09,2.79,,[],3.5,-104,draftkings,-112,fanduel,5,0.373,0.49,-0.117,-0.268,0.187,0.455,-0.035,,,0.416,-0.074
2026-06-15,822887,2026-06-16T00:05:00Z,669022,MacKenzie Gore,Minnesota Twins,True,0.246,0.219,0.122,0.224,team,1.0,0.235,21.6,5.41,5.08,5.08,4.77,,[],5.5,120,betmgm,110,draftkings,6,0.397,0.541,-0.144,-0.126,0.265,0.464,-0.078,,,0.44,-0.101
2026-06-15,824666,2026-06-16T00:05:00Z,684007,Shota Imanaga,Colorado Rockies,True,0.248,0.19,0.158,0.235,team,1.0,0.235,23.3,5.16,5.47,5.47,5.17,,[],6.5,110,fanduel,120,betmgm,5,0.309,0.455,-0.146,-0.35,0.519,0.43,-0.025,,,0.388,-0.067
2026-06-15,823452,2026-06-15T22:40:00Z,687473,Ryan Gusto,Philadelphia Phillies,False,0.225,0.192,0.0,0.233,team,1.0,0.22,17.2,4.87,3.78,3.78,3.48,,[],4.0,126,fanduel,127,draftkings,6,0.328,0.497,-0.169,-0.258,0.525,0.437,-0.06,,,0.393,-0.104
2026-06-15,824181,2026-06-16T00:10:00Z,675512,Troy Melton,Houston Astros,False,0.137,0.137,0.089,0.217,team,1.0,0.132,25.5,3.16,3.38,3.38,3.07,,[],4.5,135,bovada,125,fanatics,6,0.251,0.425,-0.174,-0.409,0.685,0.405,-0.02,,,0.338,-0.087
2026-06-15,823938,2026-06-16T02:10:00Z,607259,Nick Martinez,Los Angeles Dodgers,False,0.138,0.104,0.091,0.203,team,1.02,0.115,24.7,2.87,2.78,2.83,2.53,,[],3.5,-101,draftkings,-105,fanduel,4,0.315,0.5,-0.185,-0.372,0.336,0.432,-0.068,,,0.378,-0.122
2026-06-15,825071,2026-06-16T01:40:00Z,669194,Ryne Nelson,Los Angeles Angels,True,0.175,0.104,0.114,0.249,team,1.0,0.162,24.7,3.37,4.0,4.0,3.7,,[],4.5,-140,betmgm,122,fanduel,5,0.372,0.563,-0.191,-0.363,0.395,0.454,-0.109,,,0.421,-0.142
2026-06-15,824993,2026-06-16T01:40:00Z,669372,J.T. Ginn,Pittsburgh Pirates,True,0.224,0.27,0.125,0.237,team,1.0,0.256,23.7,5.57,6.06,6.06,5.76,,[],,,,,,0,,,,,,,,,,,
2026-06-15,824505,2026-06-15T23:10:00Z,668964,Tobias Myers,Cincinnati Reds,False,0.194,0.154,0.098,0.244,team,1.0,0.193,28.0,4.09,5.4,5.4,5.1,,[],,,,,,0,,,,,,,,,,,
