date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev
2026-05-06,two_leg,1,2,Shane McClanahan,663556,under,5.5,260.0,0.773,0.575,Nathan Eovaldi,543135,over,5.5,210.0,0.611,0.46,,,,,,,,1016,11.16,0.472303,0.2645,0.207803,4.270901
2026-05-06,two_leg,2,2,Jack Flaherty,656427,under,5.5,155.0,0.737,0.541,Matt Waldron,663362,under,3.5,155.0,0.713,0.554,,,,,,,,550,6.5025,0.525481,0.299714,0.225767,2.41694
2026-05-06,two_leg,3,2,Miles Mikolas,571945,over,3.5,125.0,0.619,0.425,Brandon Sproat,687075,over,4.5,130.0,0.58,0.421,,,,,,,,418,5.175,0.35902,0.178925,0.180095,0.857928
2026-05-06,two_leg,4,2,Cole Ragans,666142,under,6.5,-140.0,0.754,0.565,Martín Pérez,527048,over,3.5,-115.0,0.679,0.521,,,,,,,,220,3.204969,0.511966,0.294365,0.217601,0.640835
2026-05-06,three_leg,1,3,Shane McClanahan,663556,under,5.5,260.0,0.773,0.575,Jack Flaherty,656427,under,5.5,155.0,0.737,0.541,Nathan Eovaldi,543135,over,5.5,210.0,0.611,0.46,2746,28.458,0.348087,0.143094,0.204993,8.905869
2026-05-06,three_leg,2,3,Miles Mikolas,571945,over,3.5,125.0,0.619,0.425,Brandon Sproat,687075,over,4.5,130.0,0.58,0.421,Matt Waldron,663362,under,3.5,155.0,0.713,0.554,1220,13.19625,0.255981,0.099124,0.156857,2.377993
