date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_v2bc,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,cal_p_over_v2bc,cal_edge_v2bc,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_v2bc,error_ml,over_hit,over_pnl,under_pnl
2026-06-09,823214,2026-06-10T01:45:00Z,674841,Andrew Alvarez,San Francisco Giants,False,0.257,0.243,0.135,0.22,lineup,0.98,0.241,28.0,5.79,6.57,6.75,6.44,,"[{""id"": 669477, ""name"": ""Casey Schmitt"", ""slot"": 1}, {""id"": 646240, ""name"": ""Rafael Devers"", ""slot"": 2}, {""id"": 650333, ""name"": ""Luis Arraez"", ""slot"": 3}, {""id"": 642715, ""name"": ""Willy Adames"", ""slot"": 4}, {""id"": 808982, ""name"": ""Jung Hoo Lee"", ""slot"": 5}, {""id"": 805811, ""name"": ""Bryce Eldridge"", ""slot"": 6}, {""id"": 656305, ""name"": ""Matt Chapman"", ""slot"": 7}, {""id"": 691740, ""name"": ""Daniel Susac"", ""slot"": 8}, {""id"": 813841, ""name"": ""Jonah Cox"", ""slot"": 9}]",4.5,120,betmgm,-134,fanduel,3,0.803,0.453,0.35,0.767,-0.656,0.615,0.162,,,0.77,0.317,4.5,120,-134,0.849,0.453,0.396,0.639,0.186,,,0,-1.0,0.746,4,21,1,-1.79,-2.57,-2.75,-2.44,,0,-1.0,0.746
2026-06-09,822805,2026-06-09T23:07:00Z,656302,Dylan Cease,Philadelphia Phillies,True,0.368,0.412,0.165,0.223,lineup,1.01,0.386,23.1,8.87,9.08,8.93,8.61,,"[{""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 1}, {""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 4}, {""id"": 664761, ""name"": ""Alec Bohm"", ""slot"": 5}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 6}, {""id"": 592663, ""name"": ""J.T. Realmuto"", ""slot"": 7}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 8}, {""id"": 702222, ""name"": ""Justin Crawford"", ""slot"": 9}]",6.5,-123,draftkings,106,fanduel,5,0.787,0.535,0.252,0.426,-0.561,0.607,0.072,,,0.755,0.22,6.5,-123,106,0.725,0.535,0.19,0.58,0.045,,,1,0.813,-1.0,11,22,1,2.13,1.92,2.07,2.39,,1,0.813,-1.0
2026-06-09,823620,2026-06-09T23:10:00Z,669160,Dustin May,New York Mets,False,0.219,0.279,0.101,0.234,lineup,1.02,0.258,23.7,5.59,5.63,6.11,5.79,,"[{""id"": 701807, ""name"": ""Carson Benge"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 3}, {""id"": 676724, ""name"": ""Jared Young"", ""slot"": 4}, {""id"": 805999, ""name"": ""A.J. Ewing"", ""slot"": 5}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 6}, {""id"": 683146, ""name"": ""Brett Baty"", ""slot"": 7}, {""id"": 669004, ""name"": ""MJ Melendez"", ""slot"": 8}, {""id"": 682626, ""name"": ""Francisco Alvarez"", ""slot"": 9}]",4.5,100,betmgm,125,bovada,5,0.729,0.583,0.146,0.458,-0.39,0.582,-0.001,,,0.686,0.103,4.5,100,125,0.731,0.583,0.148,0.583,-0.0,,,1,1.0,-1.0,6,22,1,0.41,0.37,-0.11,0.21,,1,1.0,-1.0
2026-06-09,824830,2026-06-09T22:35:00Z,669302,Logan Gilbert,Baltimore Orioles,False,0.255,0.256,0.142,0.272,lineup,1.0,0.31,23.1,5.88,6.16,7.16,6.84,,"[{""id"": 621493, ""name"": ""Taylor Ward"", ""slot"": 1}, {""id"": 683002, ""name"": ""Gunnar Henderson"", ""slot"": 2}, {""id"": 624413, ""name"": ""Pete Alonso"", ""slot"": 3}, {""id"": 681297, ""name"": ""Colton Cowser"", ""slot"": 4}, {""id"": 665750, ""name"": ""Leody Taveras"", ""slot"": 5}, {""id"": 691723, ""name"": ""Coby Mayo"", ""slot"": 6}, {""id"": 702616, ""name"": ""Jackson Holliday"", ""slot"": 7}, {""id"": 641933, ""name"": ""Tyler O'Neill"", ""slot"": 8}, {""id"": 669087, ""name"": ""Sam Huff"", ""slot"": 9}]",6.5,110,draftkings,-135,bovada,5,0.574,0.454,0.12,0.205,-0.258,0.525,0.071,,,0.526,0.072,6.5,110,-135,0.666,0.454,0.212,0.557,0.103,,,0,-1.0,0.741,5,23,1,-0.88,-1.16,-2.16,-1.84,,0,-1.0,0.741
2026-06-09,824347,2026-06-10T00:40:00Z,607067,Colin Rea,Colorado Rockies,False,0.178,0.153,0.103,0.24,lineup,0.92,0.165,26.0,3.85,4.58,4.28,3.97,,"[{""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 1}, {""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 2}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 3}, {""id"": 696100, ""name"": ""Hunter Goodman"", ""slot"": 4}, {""id"": 687859, ""name"": ""Troy Johnston"", ""slot"": 5}, {""id"": 678662, ""name"": ""Ezequiel Tovar"", ""slot"": 6}, {""id"": 694249, ""name"": ""Cole Carrigg"", ""slot"": 7}, {""id"": 691720, ""name"": ""Kyle Karros"", ""slot"": 8}, {""id"": 666397, ""name"": ""Edouard Julien"", ""slot"": 9}]",3.5,125,betmgm,106,fanduel,4,0.62,0.537,0.083,0.395,-0.217,0.541,0.004,,,0.561,0.024,3.5,125,106,0.638,0.537,0.101,0.547,0.01,,,0,-1.0,1.06,2,26,1,-1.85,-2.58,-2.28,-1.97,,0,-1.0,1.06
2026-06-09,824105,2026-06-09T23:40:00Z,663568,Stephen Kolek,Texas Rangers,True,0.174,0.165,0.092,0.23,lineup,1.0,0.174,24.9,3.93,4.3,4.34,4.03,,"[{""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 1}, {""id"": 608369, ""name"": ""Corey Seager"", ""slot"": 2}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 3}, {""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 4}, {""id"": 694671, ""name"": ""Wyatt Langford"", ""slot"": 5}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 6}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 7}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 8}, {""id"": 543309, ""name"": ""Kyle Higashioka"", ""slot"": 9}]",3.5,-140,fanduel,120,draftkings,4,0.63,0.556,0.074,0.081,-0.187,0.545,-0.011,,,0.572,0.016,3.5,-140,120,0.692,0.556,0.136,0.567,0.011,,,0,-1.0,1.2,3,23,1,-0.93,-1.3,-1.34,-1.03,,0,-1.0,1.2
2026-06-09,824105,2026-06-09T23:40:00Z,543135,Nathan Eovaldi,Kansas City Royals,False,0.228,0.219,0.165,0.217,lineup,1.0,0.217,26.5,5.17,5.66,5.75,5.43,,"[{""id"": 695600, ""name"": ""Carter Jensen"", ""slot"": 1}, {""id"": 677951, ""name"": ""Bobby Witt Jr."", ""slot"": 2}, {""id"": 672580, ""name"": ""Maikel Garcia"", ""slot"": 3}, {""id"": 686469, ""name"": ""Vinnie Pasquantino"", ""slot"": 4}, {""id"": 521692, ""name"": ""Salvador Perez"", ""slot"": 5}, {""id"": 695506, ""name"": ""Jac Caglianone"", ""slot"": 6}, {""id"": 686681, ""name"": ""Michael Massey"", ""slot"": 7}, {""id"": 686555, ""name"": ""Isaac Collins"", ""slot"": 8}, {""id"": 664728, ""name"": ""Kyle Isbel"", ""slot"": 9}]",5.5,115,betmgm,-132,draftkings,4,0.513,0.446,0.067,0.104,-0.145,0.505,0.059,,,0.459,0.013,5.5,115,-132,0.607,0.446,0.161,0.536,0.09,,,0,-1.0,0.758,3,23,1,-2.17,-2.66,-2.75,-2.43,,0,-1.0,0.758
2026-06-09,823290,2026-06-10T01:40:00Z,695505,Chase Burns,San Diego Padres,False,0.297,0.358,0.168,0.228,lineup,1.02,0.332,21.9,7.39,7.28,7.26,6.95,,"[{""id"": 665487, ""name"": ""Fernando Tatis Jr."", ""slot"": 1}, {""id"": 701538, ""name"": ""Jackson Merrill"", ""slot"": 2}, {""id"": 592518, ""name"": ""Manny Machado"", ""slot"": 3}, {""id"": 657757, ""name"": ""Gavin Sheets"", ""slot"": 4}, {""id"": 695238, ""name"": ""Will Wagner"", ""slot"": 5}, {""id"": 669392, ""name"": ""Samad Taylor"", ""slot"": 6}, {""id"": 669369, ""name"": ""Bryce Johnson"", ""slot"": 7}, {""id"": 666023, ""name"": ""Freddy Fermin"", ""slot"": 8}, {""id"": 823550, ""name"": ""Sung-Mun Song"", ""slot"": 9}]",6.5,-118,betmgm,106,fanduel,4,0.589,0.529,0.06,0.088,-0.153,0.53,0.001,,,0.543,0.014,6.5,-118,106,0.644,0.529,0.115,0.549,0.02,,,1,0.847,-1.0,7,24,1,-0.39,-0.28,-0.26,0.05,,1,0.847,-1.0
2026-06-09,824429,2026-06-09T22:40:00Z,677944,Slade Cecconi,New York Yankees,True,0.193,0.207,0.1,0.243,lineup,1.0,0.215,22.4,4.57,4.56,4.81,4.49,,"[{""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 1}, {""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 2}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 3}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 682987, ""name"": ""Spencer Jones"", ""slot"": 6}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 7}, {""id"": 641857, ""name"": ""Ryan McMahon"", ""slot"": 8}, {""id"": 641555, ""name"": ""J.C. Escarra"", ""slot"": 9}]",4.5,110,draftkings,-120,betmgm,5,0.526,0.466,0.06,0.104,-0.13,0.509,0.043,,,0.466,-0.0,4.5,110,-120,0.513,0.466,0.047,0.505,0.039,,,1,1.1,-1.0,7,23,1,2.43,2.44,2.19,2.51,,1,1.1,-1.0
2026-06-09,824023,2026-06-10T01:38:00Z,700712,Walbert Ureña,Houston Astros,True,0.227,0.235,0.128,0.205,lineup,1.0,0.21,23.8,5.3,5.32,5.0,4.69,,"[{""id"": 665161, ""name"": ""Jeremy Peña"", ""slot"": 1}, {""id"": 670541, ""name"": ""Yordan Alvarez"", ""slot"": 2}, {""id"": 572233, ""name"": ""Christian Walker"", ""slot"": 3}, {""id"": 670623, ""name"": ""Isaac Paredes"", ""slot"": 4}, {""id"": 514888, ""name"": ""Jose Altuve"", ""slot"": 5}, {""id"": 701358, ""name"": ""Cam Smith"", ""slot"": 6}, {""id"": 694388, ""name"": ""Joey Loperfido"", ""slot"": 7}, {""id"": 676694, ""name"": ""Jake Meyers"", ""slot"": 8}, {""id"": 543877, ""name"": ""Christian Vázquez"", ""slot"": 9}]",4.5,-108,fanduel,-105,betmgm,5,0.56,0.51,0.05,0.079,-0.142,0.521,0.011,,,0.504,-0.006,4.5,-108,-105,0.522,0.51,0.011,0.508,-0.002,,,1,0.926,-1.0,7,24,1,1.7,1.68,2.0,2.31,,1,0.926,-1.0
