date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev
2026-05-01,two_leg,1,2,Zack Wheeler,554430,under,6.5,-131.0,0.65,0.539,MacKenzie Gore,669022,over,5.5,270.0,0.597,0.534,,,,,,,,552,6.524427,0.38805,0.287826,0.100224,1.531804
2026-05-01,two_leg,2,2,Shane McClanahan,663556,under,5.5,-135.0,0.652,0.557,Jack Flaherty,656427,under,5.5,128.0,0.634,0.569,,,,,,,,297,3.968889,0.413368,0.316933,0.096435,0.640612
2026-05-01,three_leg,1,3,Zack Wheeler,554430,under,6.5,-131.0,0.65,0.539,Shane McClanahan,663556,under,5.5,-135.0,0.652,0.557,MacKenzie Gore,669022,over,5.5,270.0,0.597,0.534,1036,11.357337,0.253009,0.160319,0.09269,1.873504
