date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml,slate_line,slate_over_odds,slate_under_odds,slate_p_over,slate_novig_over,slate_edge,slate_cal_p_over_v2,slate_cal_edge_v2,slate_cal_p_over_ml,slate_cal_edge_ml,slate_over_hit,slate_over_pnl,slate_under_pnl,actual_ks,actual_bf,gs,error_v0,error_v1,error_v2,error_ml,over_hit,over_pnl,under_pnl
2026-05-16,824278,2026-05-16T17:10:00Z,689254,Mason Fluharty,Detroit Tigers,False,0.314,0.273,0.15,0.224,lineup,1.0,0.297,23.2,6.85,6.98,6.88,,"[{""id"": 805808, ""name"": ""Kevin McGonigle"", ""slot"": 1}, {""id"": 693307, ""name"": ""Dillon Dingler"", ""slot"": 2}, {""id"": 701678, ""name"": ""Hao-Yu  Lee"", ""slot"": 3}, {""id"": 663837, ""name"": ""Matt Vierling"", ""slot"": 4}, {""id"": 682985, ""name"": ""Riley Greene"", ""slot"": 5}, {""id"": 679529, ""name"": ""Spencer Torkelson"", ""slot"": 6}, {""id"": 656716, ""name"": ""Zach McKinstry"", ""slot"": 7}, {""id"": 672761, ""name"": ""Wenceel Pérez"", ""slot"": 8}, {""id"": 668670, ""name"": ""Jake Rogers"", ""slot"": 9}]",1.5,155,betonlineag,-204,betonlineag,1,0.992,0.369,0.623,1.529,-0.988,0.688,0.319,,,1.5,155,-204,0.997,0.369,0.628,0.776,0.407,0.539,0.17,1,1.55,-1.0,3,5,1,-3.85,-3.98,-3.88,,1,1.55,-1.0
2026-05-16,823627,2026-05-16T23:15:00Z,623211,Huascar Brazobán,New York Yankees,True,0.195,0.0,0.134,0.227,lineup,1.02,0.201,26.6,4.49,5.4,5.35,,"[{""id"": 700250, ""name"": ""Ben Rice"", ""slot"": 1}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 2}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 3}, {""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 642708, ""name"": ""Amed Rosario"", ""slot"": 6}, {""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 7}, {""id"": 683011, ""name"": ""Anthony Volpe"", ""slot"": 8}, {""id"": 669224, ""name"": ""Austin Wells"", ""slot"": 9}]",0.5,-204,betonlineag,155,betonlineag,1,0.995,0.631,0.364,0.483,-0.988,0.706,0.075,,,0.5,-204,155,0.995,0.631,0.364,0.706,0.075,,,1,0.49,-1.0,2,4,1,-2.49,-3.4,-3.35,,1,0.49,-1.0
2026-05-16,825007,2026-05-17T01:40:00Z,686790,Trevor McDonald,Athletics,False,0.24,0.24,0.121,0.226,team,1.0,0.241,25.0,5.52,6.02,6.02,,[],4.5,104,betonlineag,-117,betrivers,6,0.718,0.473,0.245,0.465,-0.477,0.541,0.068,,,4.5,104,-117,0.718,0.473,0.245,0.541,0.068,,,1,1.04,-1.0,5,26,1,-0.52,-1.02,-1.02,,1,1.04,-1.0
2026-05-16,824924,2026-05-16T23:15:00Z,801139,Payton Tolle,Atlanta Braves,False,0.31,0.31,0.147,0.213,lineup,1.0,0.294,21.8,7.14,6.31,6.39,,"[{""id"": 686948, ""name"": ""Drake Baldwin"", ""slot"": 1}, {""id"": 645277, ""name"": ""Ozzie Albies"", ""slot"": 2}, {""id"": 621566, ""name"": ""Matt Olson"", ""slot"": 3}, {""id"": 663586, ""name"": ""Austin Riley"", ""slot"": 4}, {""id"": 643289, ""name"": ""Mauricio Dubón"", ""slot"": 5}, {""id"": 671739, ""name"": ""Michael Harris II"", ""slot"": 6}, {""id"": 673490, ""name"": ""Ha-Seong Kim"", ""slot"": 7}, {""id"": 506702, ""name"": ""Sandy León"", ""slot"": 8}, {""id"": 640492, ""name"": ""José Azócar"", ""slot"": 9}]",4.5,115,draftkings,135,bovada,6,0.764,0.577,0.187,0.643,-0.446,0.55,-0.027,,,4.5,115,135,0.764,0.577,0.187,0.55,-0.027,,,0,-1.0,1.35,3,28,1,-4.14,-3.31,-3.39,,0,-1.0,1.35
2026-05-16,824600,2026-05-16T23:10:00Z,663436,Davis Martin,Chicago Cubs,True,0.271,0.303,0.134,0.206,team,1.0,0.26,24.2,6.53,6.29,6.29,,[],4.5,134,fanduel,125,betrivers,6,0.752,0.57,0.182,0.76,-0.442,0.548,-0.023,,,4.5,134,125,0.752,0.57,0.182,0.548,-0.023,,,1,1.34,-1.0,7,23,1,0.47,0.71,0.71,,1,1.34,-1.0
2026-05-16,823706,2026-05-16T23:10:00Z,701656,Logan Henderson,Minnesota Twins,False,0.327,0.327,0.135,0.237,lineup,1.01,0.348,16.3,7.51,5.42,5.68,,"[{""id"": 668885, ""name"": ""Austin Martin"", ""slot"": 1}, {""id"": 686797, ""name"": ""Brooks Lee"", ""slot"": 2}, {""id"": 680777, ""name"": ""Ryan Jeffers"", ""slot"": 3}, {""id"": 663616, ""name"": ""Trevor Larnach"", ""slot"": 4}, {""id"": 605137, ""name"": ""Josh Bell"", ""slot"": 5}, {""id"": 665019, ""name"": ""Kody Clemens"", ""slot"": 6}, {""id"": 668904, ""name"": ""Royce Lewis"", ""slot"": 7}, {""id"": 656484, ""name"": ""Tristan Gray"", ""slot"": 8}, {""id"": 681546, ""name"": ""James Outman"", ""slot"": 9}]",5.5,275,betrivers,-139,draftkings,7,0.501,0.425,0.076,0.879,-0.142,0.503,0.078,,,5.5,275,-139,0.501,0.425,0.076,0.503,0.078,,,1,2.75,-1.0,7,22,1,-0.51,1.58,1.32,,1,2.75,-1.0
2026-05-16,824278,2026-05-16T17:10:00Z,663554,Casey Mize,Toronto Blue Jays,True,0.265,0.257,0.131,0.186,lineup,1.0,0.217,20.7,6.03,4.39,4.48,,"[{""id"": 543807, ""name"": ""George Springer"", ""slot"": 1}, {""id"": 682818, ""name"": ""Yohendrick Piñango"", ""slot"": 2}, {""id"": 665489, ""name"": ""Vladimir Guerrero Jr."", ""slot"": 3}, {""id"": 672960, ""name"": ""Kazuma Okamoto"", ""slot"": 4}, {""id"": 662139, ""name"": ""Daulton Varsho"", ""slot"": 5}, {""id"": 660821, ""name"": ""Jesús Sánchez"", ""slot"": 6}, {""id"": 672820, ""name"": ""Lenyn Sosa"", ""slot"": 7}, {""id"": 665926, ""name"": ""Andrés Giménez"", ""slot"": 8}, {""id"": 623168, ""name"": ""Tyler Heineman"", ""slot"": 9}]",3.5,130,betmgm,280,betrivers,6,0.654,0.578,0.076,0.505,0.314,0.529,-0.049,,,3.5,130,280,0.677,0.578,0.099,0.555,-0.023,0.529,-0.049,1,1.3,-1.0,4,19,1,-2.03,-0.39,-0.48,,1,1.3,-1.0
2026-05-16,823139,2026-05-16T23:15:00Z,669302,Logan Gilbert,San Diego Padres,True,0.255,0.239,0.142,0.265,lineup,1.03,0.301,22.6,5.72,5.83,6.82,,"[{""id"": 701538, ""name"": ""Jackson Merrill"", ""slot"": 1}, {""id"": 665487, ""name"": ""Fernando Tatis Jr."", ""slot"": 2}, {""id"": 592518, ""name"": ""Manny Machado"", ""slot"": 3}, {""id"": 657757, ""name"": ""Gavin Sheets"", ""slot"": 4}, {""id"": 593428, ""name"": ""Xander Bogaerts"", ""slot"": 5}, {""id"": 609280, ""name"": ""Miguel Andujar"", ""slot"": 6}, {""id"": 592206, ""name"": ""Nick Castellanos"", ""slot"": 7}, {""id"": 657656, ""name"": ""Ramón Laureano"", ""slot"": 8}, {""id"": 660710, ""name"": ""Rodolfo Durán"", ""slot"": 9}]",6.5,110,betmgm,-120,bovada,7,0.524,0.476,0.047,0.099,-0.126,0.507,0.03,,,6.5,110,-120,0.524,0.476,0.047,0.507,0.03,,,0,-1.0,0.833,5,27,1,-0.72,-0.83,-1.82,,0,-1.0,0.833
2026-05-16,824038,2026-05-17T01:38:00Z,667755,José Soriano,Los Angeles Dodgers,True,0.284,0.254,0.152,0.205,team,1.0,0.248,23.8,6.25,5.9,5.9,,[],5.5,155,betrivers,-102,fanduel,7,0.539,0.51,0.029,0.374,-0.086,0.509,-0.001,,,5.5,155,-102,0.539,0.51,0.029,0.509,-0.001,,,1,1.55,-1.0,6,24,1,-0.25,0.1,0.1,,1,1.55,-1.0
2026-05-16,824600,2026-05-16T23:10:00Z,592791,Jameson Taillon,Chicago White Sox,False,0.215,0.2,0.116,0.237,lineup,1.0,0.22,23.1,4.81,5.21,5.1,,"[{""id"": 803011, ""name"": ""Sam Antonacci"", ""slot"": 1}, {""id"": 808959, ""name"": ""Munetaka Murakami"", ""slot"": 2}, {""id"": 678246, ""name"": ""Miguel Vargas"", ""slot"": 3}, {""id"": 695657, ""name"": ""Colson Montgomery"", ""slot"": 4}, {""id"": 805367, ""name"": ""Chase Meidroth"", ""slot"": 5}, {""id"": 643217, ""name"": ""Andrew Benintendi"", ""slot"": 6}, {""id"": 672284, ""name"": ""Jarred Kelenic"", ""slot"": 7}, {""id"": 671976, ""name"": ""Tristan Peters"", ""slot"": 8}, {""id"": 691011, ""name"": ""Drew Romo"", ""slot"": 9}]",4.5,148,betrivers,120,fanatics,7,0.577,0.561,0.017,0.431,-0.07,0.516,-0.045,,,4.5,148,120,0.577,0.561,0.017,0.516,-0.045,,,0,-1.0,1.2,2,24,1,-2.81,-3.21,-3.1,,0,-1.0,1.2
