date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,ud_payout,ev_ud,ev_ud_boost,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-06-12,two_leg,1,2,Luinder Avila,679883,over,3.5,110.0,0.636,0.459,Shane McClanahan,663556,under,5.5,110.0,0.565,0.468,,,,,,,,341,4.41,0.35934,0.214812,0.144528,0.584689,3.0,0.07802,0.401426,,0,0,7,0,,,0,-1.0
2026-06-12,two_leg,2,2,Nick Lodolo,666157,under,4.5,105.0,0.551,0.486,Anthony Kay,641743,under,3.5,136.0,0.549,0.452,,,,,,,,384,4.838,0.302499,0.219672,0.082827,0.46349,3.0,-0.092503,0.179746,,5,0,7,0,,,0,-1.0
2026-06-12,three_leg,1,3,Luinder Avila,679883,over,3.5,110.0,0.636,0.459,Shane McClanahan,663556,under,5.5,110.0,0.565,0.468,Nick Lodolo,666157,under,4.5,105.0,0.551,0.486,804,9.0405,0.197996,0.104399,0.093598,0.789986,6.0,0.187978,0.544371,Luinder Avila,0,0,7,0,5,0,0,-1.0
2026-06-12,three_leg,2,3,Anthony Kay,641743,under,3.5,136.0,0.549,0.452,Nolan McLean,690997,under,5.5,117.0,0.524,0.459,Javier Assad,665871,over,3.5,136.0,0.482,0.417,1109,12.086032,0.13866,0.086514,0.052146,0.675847,6.0,-0.168041,0.081547,,7,0,6,0,5,1,0,-1.0
