date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under,cal_p_over_v2,cal_edge_v2,cal_p_over_ml,cal_edge_ml
2026-05-31,824832,2026-05-31T16:15:00Z,693686,Spencer Miles,Baltimore Orioles,False,0.241,0.182,0.109,0.237,team,1.0,0.229,28.0,4.99,6.41,6.41,,[],3.5,-132,betrivers,105,draftkings,5,0.882,0.538,0.344,0.55,-0.758,0.647,0.109,,
2026-05-31,823373,2026-05-31T17:35:00Z,677952,Braxton Ashcraft,Minnesota Twins,True,0.255,0.226,0.137,0.23,team,1.0,0.249,26.0,5.59,6.47,6.47,,[],5.5,280,betrivers,-140,betmgm,5,0.626,0.408,0.218,1.38,-0.36,0.543,0.135,,
2026-05-31,823053,2026-05-31T23:20:00Z,696136,Jordan Wicks,St. Louis Cardinals,False,0.208,0.208,0.0,0.21,team,1.0,0.195,24.0,4.79,4.68,4.68,,[],3.5,110,betmgm,-125,bovada,5,0.687,0.469,0.218,0.442,-0.436,0.562,0.093,,
2026-05-31,824354,2026-05-31T19:10:00Z,685299,Tanner Gordon,San Francisco Giants,True,0.234,0.143,0.128,0.209,team,0.92,0.169,28.0,4.54,5.14,4.72,,[],3.5,170,betmgm,-106,betrivers,5,0.694,0.49,0.204,0.874,-0.406,0.565,0.075,,
2026-05-31,823133,2026-05-31T20:10:00Z,682243,Bryce Miller,Arizona Diamondbacks,True,0.226,0.227,0.144,0.204,team,1.03,0.211,27.4,5.21,5.62,5.78,,[],4.0,112,betrivers,154,fanduel,4,0.685,0.541,0.144,0.452,-0.2,0.562,0.021,,
2026-05-31,824592,2026-05-31T18:10:00Z,680732,Sean Burke,Detroit Tigers,True,0.217,0.259,0.094,0.229,team,1.0,0.238,25.9,5.37,6.16,6.16,,[],5.5,114,draftkings,310,betrivers,5,0.58,0.459,0.121,0.241,0.723,0.529,0.07,,
2026-05-31,823053,2026-05-31T23:20:00Z,669461,Matthew Liberatore,Chicago Cubs,True,0.214,0.301,0.11,0.212,team,1.0,0.234,22.6,5.72,5.28,5.28,,[],4.5,105,betmgm,-109,draftkings,4,0.607,0.5,0.107,0.243,-0.246,0.537,0.037,,
2026-05-31,823373,2026-05-31T17:35:00Z,805673,Zebby Matthews,Pittsburgh Pirates,False,0.233,0.233,0.114,0.235,team,1.0,0.243,24.3,5.36,5.91,5.91,,[],5.5,116,betrivers,115,betmgm,6,0.54,0.437,0.103,0.166,-0.011,0.518,0.081,,
2026-05-31,822895,2026-05-31T18:35:00Z,608379,Michael Wacha,Texas Rangers,False,0.217,0.211,0.114,0.23,team,1.0,0.219,25.3,4.94,5.54,5.54,,[],4.5,310,betrivers,122,fanduel,6,0.649,0.563,0.086,1.662,-0.221,0.55,-0.013,,
2026-05-31,823944,2026-05-31T20:10:00Z,691725,Andrew Painter,Los Angeles Dodgers,False,0.183,0.173,0.104,0.203,team,1.02,0.165,23.3,4.12,3.77,3.84,,[],3.5,107,draftkings,-125,betmgm,5,0.535,0.459,0.076,0.108,-0.164,0.516,0.057,,
2026-05-31,823621,2026-05-31T17:40:00Z,676083,Janson Junk,New York Mets,False,0.169,0.18,0.089,0.214,team,1.02,0.169,23.7,3.99,3.91,3.99,,[],3.5,-108,fanduel,215,betrivers,5,0.564,0.496,0.068,0.087,0.372,0.525,0.029,,
2026-05-31,825001,2026-05-31T20:05:00Z,701542,Will Warren,Athletics,False,0.266,0.243,0.106,0.222,team,1.0,0.254,22.5,5.92,5.72,5.72,,[],5.5,122,fanduel,135,betrivers,5,0.508,0.441,0.067,0.128,0.155,0.508,0.067,,
2026-05-31,822895,2026-05-31T18:35:00Z,683004,Jack Leiter,Kansas City Royals,True,0.242,0.246,0.129,0.214,team,1.0,0.232,24.5,5.61,5.67,5.67,,[],5.5,220,betrivers,-120,betmgm,5,0.5,0.454,0.046,0.599,-0.083,0.506,0.052,,
2026-05-31,823621,2026-05-31T17:40:00Z,690997,Nolan McLean,Miami Marlins,True,0.296,0.254,0.109,0.22,team,1.02,0.279,23.2,6.43,6.35,6.48,,[],6.5,215,betrivers,120,fanatics,6,0.47,0.427,0.043,0.481,0.165,0.497,0.07,,
2026-05-31,824187,2026-05-31T18:10:00Z,694819,Jacob Misiorowski,Houston Astros,False,0.403,0.441,0.191,0.211,team,1.0,0.392,22.4,9.63,8.79,8.79,,[],8.5,163,betrivers,100,fanduel,6,0.517,0.494,0.023,0.359,-0.034,0.511,0.017,,
2026-05-31,824592,2026-05-31T18:10:00Z,672456,Keider Montero,Chicago White Sox,False,0.176,0.139,0.083,0.241,team,1.0,0.173,22.5,3.7,3.89,3.89,,[],3.5,-110,bovada,200,betrivers,6,0.544,0.521,0.023,0.039,0.367,0.519,-0.002,,
