date,game_pk,game_datetime_utc,pitcher_id,pitcher,opp,is_home,season_k_pct,recent_k_pct,swstr_pct,opp_k_pct,opp_k_source,park_factor,matchup_k_pct,exp_bf,proj_ks_v0,proj_ks_v1,proj_ks_v2,proj_ks_ml,opp_lineup_json,line,over_odds,over_book,under_odds,under_book,n_books,p_over,novig_over,edge,ev_over,ev_under
2026-05-07,823306,2026-05-08T02:10:00Z,669461,Matthew Liberatore,San Diego Padres,False,0.146,0.17,0.084,0.217,team,1.02,0.156,22.5,3.57,3.37,3.51,3.33,[],3.5,-138,draftkings,130,betmgm,6,0.466,0.565,-0.099,-0.196,0.228
2026-05-07,824681,2026-05-07T18:20:00Z,695076,Rhett Lowder,Chicago Cubs,False,0.163,0.165,0.081,0.208,lineup,1.0,0.149,20.2,3.76,2.96,3.01,2.87,"[{""id"": 663538, ""name"": ""Nico Hoerner"", ""slot"": 1}, {""id"": 694208, ""name"": ""Moisés Ballesteros"", ""slot"": 2}, {""id"": 608324, ""name"": ""Alex Bregman"", ""slot"": 3}, {""id"": 664023, ""name"": ""Ian Happ"", ""slot"": 4}, {""id"": 683737, ""name"": ""Michael Busch"", ""slot"": 5}, {""id"": 624424, ""name"": ""Michael Conforto"", ""slot"": 6}, {""id"": 621020, ""name"": ""Dansby Swanson"", ""slot"": 7}, {""id"": 691718, ""name"": ""Pete Crow-Armstrong"", ""slot"": 8}, {""id"": 665804, ""name"": ""Miguel Amaya"", ""slot"": 9}]",3.5,-114,betonlineag,-106,draftkings,6,0.356,0.505,-0.149,-0.332,0.252
2026-05-07,823551,2026-05-07T16:35:00Z,669022,MacKenzie Gore,New York Yankees,False,0.273,0.204,0.121,0.2,lineup,1.0,0.216,22.2,5.64,5.44,4.79,6.3,"[{""id"": 502671, ""name"": ""Paul Goldschmidt"", ""slot"": 1}, {""id"": 592450, ""name"": ""Aaron Judge"", ""slot"": 2}, {""id"": 641355, ""name"": ""Cody Bellinger"", ""slot"": 3}, {""id"": 642708, ""name"": ""Amed Rosario"", ""slot"": 4}, {""id"": 665862, ""name"": ""Jazz Chisholm Jr."", ""slot"": 5}, {""id"": 691176, ""name"": ""Jasson Domínguez"", ""slot"": 6}, {""id"": 663757, ""name"": ""Trent Grisham"", ""slot"": 7}, {""id"": 680474, ""name"": ""Max Schuemann"", ""slot"": 8}, {""id"": 641555, ""name"": ""J.C. Escarra"", ""slot"": 9}]",5.5,125,bovada,105,betmgm,3,0.348,0.5,-0.152,-0.217,0.337
2026-05-07,824767,2026-05-07T23:10:00Z,687562,Jake Bennett,Tampa Bay Rays,True,0.15,0.15,0.0,0.186,team,0.96,0.119,20.0,3.45,2.48,2.38,2.44,[],3.5,120,fanduel,-145,draftkings,6,0.218,0.429,-0.211,-0.521,0.322
2026-05-07,824362,2026-05-07T19:10:00Z,681035,Christian Scott,Colorado Rockies,False,0.314,0.314,0.0,0.213,lineup,0.92,0.274,11.7,7.23,4.13,3.2,4.32,"[{""id"": 666397, ""name"": ""Edouard Julien"", ""slot"": 1}, {""id"": 666160, ""name"": ""Mickey Moniak"", ""slot"": 2}, {""id"": 671289, ""name"": ""Tyler Freeman"", ""slot"": 3}, {""id"": 681198, ""name"": ""TJ Rumfield"", ""slot"": 4}, {""id"": 687859, ""name"": ""Troy Johnston"", ""slot"": 5}, {""id"": 650489, ""name"": ""Willi Castro"", ""slot"": 6}, {""id"": 664983, ""name"": ""Jake McCarthy"", ""slot"": 7}, {""id"": 691720, ""name"": ""Kyle Karros"", ""slot"": 8}, {""id"": 664954, ""name"": ""Brett Sullivan"", ""slot"": 9}]",4.5,118,draftkings,-105,betmgm,4,0.219,0.459,-0.24,-0.522,0.524
2026-05-07,824362,2026-05-07T19:10:00Z,500779,Jose Quintana,New York Mets,True,0.115,0.117,0.099,0.195,lineup,0.92,0.114,18.8,2.66,2.03,2.15,2.31,"[{""id"": 665742, ""name"": ""Juan Soto"", ""slot"": 1}, {""id"": 666182, ""name"": ""Bo Bichette"", ""slot"": 2}, {""id"": 668901, ""name"": ""Mark Vientos"", ""slot"": 3}, {""id"": 596103, ""name"": ""Austin Slater"", ""slot"": 4}, {""id"": 543760, ""name"": ""Marcus Semien"", ""slot"": 5}, {""id"": 628451, ""name"": ""Andy Ibáñez"", ""slot"": 6}, {""id"": 682626, ""name"": ""Francisco Alvarez"", ""slot"": 7}, {""id"": 621438, ""name"": ""Tyrone Taylor"", ""slot"": 8}, {""id"": 660644, ""name"": ""Vidal Bruján"", ""slot"": 9}]",3.5,125,betmgm,-159,draftkings,4,0.172,0.419,-0.247,-0.614,0.35
2026-05-07,822741,2026-05-07T17:05:00Z,680573,Simeon Woods Richardson,Washington Nationals,False,0.106,0.096,0.073,0.216,lineup,1.0,0.112,22.5,2.35,2.28,2.51,3.64,"[{""id"": 695578, ""name"": ""James Wood"", ""slot"": 1}, {""id"": 695734, ""name"": ""Daylen Lile"", ""slot"": 2}, {""id"": 678554, ""name"": ""Curtis Mead"", ""slot"": 3}, {""id"": 682928, ""name"": ""CJ Abrams"", ""slot"": 4}, {""id"": 691781, ""name"": ""Brady House"", ""slot"": 5}, {""id"": 677588, ""name"": ""José Tena"", ""slot"": 6}, {""id"": 696285, ""name"": ""Jacob Young"", ""slot"": 7}, {""id"": 660688, ""name"": ""Keibert Ruiz"", ""slot"": 8}, {""id"": 683083, ""name"": ""Nasim Nuñez"", ""slot"": 9}]",3.5,195,betrivers,102,draftkings,7,0.245,0.515,-0.27,-0.276,0.524
2026-05-07,825090,2026-05-07T19:40:00Z,668678,Zac Gallen,Pittsburgh Pirates,True,0.142,0.158,0.077,0.242,lineup,1.0,0.16,20.2,3.41,3.14,3.23,1.82,"[{""id"": 665833, ""name"": ""Oneil Cruz"", ""slot"": 1}, {""id"": 664040, ""name"": ""Brandon Lowe"", ""slot"": 2}, {""id"": 668804, ""name"": ""Bryan Reynolds"", ""slot"": 3}, {""id"": 656811, ""name"": ""Ryan O'Hearn"", ""slot"": 4}, {""id"": 687462, ""name"": ""Spencer Horwitz"", ""slot"": 5}, {""id"": 804606, ""name"": ""Konnor Griffin"", ""slot"": 6}, {""id"": 669707, ""name"": ""Jared Triolo"", ""slot"": 7}, {""id"": 663968, ""name"": ""Jake Mangum"", ""slot"": 8}, {""id"": 663698, ""name"": ""Joey Bart"", ""slot"": 9}]",4.5,-119,draftkings,100,betmgm,6,0.225,0.518,-0.293,-0.586,0.55
2026-05-07,823551,2026-05-07T16:35:00Z,621112,Paul Blackburn,Texas Rangers,True,0.138,0.0,0.082,0.261,lineup,1.0,0.169,41.0,3.18,6.01,6.93,6.84,"[{""id"": 607043, ""name"": ""Brandon Nimmo"", ""slot"": 1}, {""id"": 677649, ""name"": ""Ezequiel Duran"", ""slot"": 2}, {""id"": 608369, ""name"": ""Corey Seager"", ""slot"": 3}, {""id"": 673962, ""name"": ""Josh Jung"", ""slot"": 4}, {""id"": 592626, ""name"": ""Joc Pederson"", ""slot"": 5}, {""id"": 669394, ""name"": ""Jake Burger"", ""slot"": 6}, {""id"": 694497, ""name"": ""Evan Carter"", ""slot"": 7}, {""id"": 643376, ""name"": ""Danny Jansen"", ""slot"": 8}, {""id"": 679822, ""name"": ""Justin Foscue"", ""slot"": 9}]",,,,,,0,,,,,
2026-05-07,823467,2026-05-07T22:40:00Z,669372,J.T. Ginn,Philadelphia Phillies,False,0.187,0.2,0.113,0.211,lineup,1.0,0.19,22.4,4.42,4.03,4.25,4.93,"[{""id"": 607208, ""name"": ""Trea Turner"", ""slot"": 1}, {""id"": 656941, ""name"": ""Kyle Schwarber"", ""slot"": 2}, {""id"": 547180, ""name"": ""Bryce Harper"", ""slot"": 3}, {""id"": 666969, ""name"": ""Adolis García"", ""slot"": 4}, {""id"": 669016, ""name"": ""Brandon Marsh"", ""slot"": 5}, {""id"": 681082, ""name"": ""Bryson Stott"", ""slot"": 6}, {""id"": 624641, ""name"": ""Edmundo Sosa"", ""slot"": 7}, {""id"": 702222, ""name"": ""Justin Crawford"", ""slot"": 8}, {""id"": 665561, ""name"": ""Rafael Marchán"", ""slot"": 9}]",,,,,,0,,,,,
