date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev
2026-05-14,two_leg,1,2,Chase Burns,695505,under,6.5,200.0,0.591,0.453,Braxton Garrett,666129,over,4.5,120.0,0.551,0.439,,,,,,,,560,6.6,0.325641,0.198867,0.126774,1.149231
2026-05-14,two_leg,2,2,Kris Bubic,663460,over,5.5,100.0,0.579,0.49,Emmet Sheehan,686218,over,5.5,-115.0,0.603,0.524,,,,,,,,274,3.73913,0.349137,0.25676,0.092377,0.305469
2026-05-14,two_leg,3,2,Nolan McLean,690997,under,6.5,-105.0,0.596,0.5,Griffin Canning,656288,over,4.5,110.0,0.529,0.476,,,,,,,,310,4.1,0.315284,0.238,0.077284,0.292664
2026-05-14,three_leg,1,3,Chase Burns,695505,under,6.5,200.0,0.591,0.453,Braxton Garrett,666129,over,4.5,120.0,0.551,0.439,Nolan McLean,690997,under,6.5,-105.0,0.596,0.5,1189,12.885714,0.194082,0.099433,0.094649,1.500886
2026-05-14,three_leg,2,3,Kris Bubic,663460,over,5.5,100.0,0.579,0.49,Emmet Sheehan,686218,over,5.5,-115.0,0.603,0.524,Chris Sale,519242,under,6.5,118.0,0.497,0.441,715,8.151304,0.173521,0.113231,0.06029,0.414423
