date,section,rank,leg_count,leg1_pitcher,leg1_pitcher_id,leg1_dir,leg1_line,leg1_odds,leg1_p_hit,leg1_novig_p,leg2_pitcher,leg2_pitcher_id,leg2_dir,leg2_line,leg2_odds,leg2_p_hit,leg2_novig_p,leg3_pitcher,leg3_pitcher_id,leg3_dir,leg3_line,leg3_odds,leg3_p_hit,leg3_novig_p,combined_amer,combined_dec,combined_hit,combined_novig,combined_edge,ev,overlaps_top_2leg,leg1_actual_ks,leg1_hit,leg2_actual_ks,leg2_hit,leg3_actual_ks,leg3_hit,parlay_hit,realized_pnl
2026-05-29,two_leg,1,2,Lucas Giolito,608337,under,3.5,115.0,0.831,0.45,Luis Severino,622663,over,5.5,210.0,0.553,0.447,,,,,,,,566,6.665,0.459543,0.20115,0.258393,2.062854,,1,1,1,0,,,0,-1.0
2026-05-29,two_leg,2,2,Logan Webb,657277,over,4.5,123.0,0.572,0.442,Coleman Crow,689441,under,3.5,125.0,0.618,0.44,,,,,,,,402,5.0175,0.353496,0.19448,0.159016,0.773666,,5,1,1,1,,,1,4.0175
2026-05-29,three_leg,1,3,Lucas Giolito,608337,under,3.5,115.0,0.831,0.45,Luis Severino,622663,over,5.5,210.0,0.553,0.447,Coleman Crow,689441,under,3.5,125.0,0.618,0.44,1400,14.99625,0.283998,0.088506,0.195492,3.258899,Lucas Giolito,1,1,1,0,1,1,0,-1.0
